68409,72449,41
11117,1552524,86
58927,334845,38
11123,2395723,68
2325,2219387,78
11125,3757316,96
68396,1970631,86
68393,997346,100
68395,1247216,89
68394,1099870,82
41671,1258655,115
41674,1768366,139
32958,212801,10
50182,1453650,54
2370,1,17
58978,14560779,79
50198,601984,85
72278,3667150,95
68433,1905418,125
72300,2037913,118
68444,4419614,71
72307,550797,68
11029,139617,14
14885,1047169,50
11027,1988194,126
63329,845161,79
68427,533892,68
72313,2530927,146
11033,1954258,82
2424,1663748,58
11034,91870,17
162115,43138,8
72120,4824302,113
72123,5526428,106
51189,6848798,107
72115,9556156,127
2739,3125126,42
72119,1910586,76
2731,992995,44
72096,2298950,147
72099,7348287,122
72098,7150792,109
2722,833849,41
2708,1106612,73
2709,346248,56
7078,983348,72
2710,465398,82
2711,59553,28
72079,1872916,91
58795,13384542,96
72078,162220,53
55033,256386,20
72076,3225880,97
24436,4802106,44
55031,377899,40
33543,1128731,77
72064,4017750,173
41314,2849952,120
67766,463183,54
33658,264050,26
67784,1538949,63
20030,272765,79
67786,529473,65
67781,1533200,74
58835,4846901,51
41237,1335563,32
37444,54214,8
41238,181319,12
41225,3275970,96
58827,3142873,69
54938,509414,45
20015,83835,21
54940,3196788,97
41230,2320953,37
2784,1398667,74
67798,558784,88
41221,1575245,107
67792,1946144,105
41223,3237766,34
51102,716293,69
27772,7319909,126
51101,402001,53
2769,427924,60
54948,2757415,60
72145,7010823,112
7143,3235037,34
54963,2994219,143
33716,856722,8
24518,15477775,78
37511,6363320,114
24514,2878665,66
24515,724969,52
41427,118153,14
41436,6845258,111
33722,357266,18
67602,2772850,72
32177,190976,2
32176,432638,21
10318,641950,59
62469,3263187,38
62468,720078,58
41458,3694401,154
32142,391619,50
58684,661393,29
33691,1891389,121
2566,1342061,49
14678,299845,21
2561,9428,24
14674,61873,2
14675,154376,2
24574,55142,7
71948,114198,3
14682,3951843,90
24570,1415862,41
10259,897957,137
72052,2524548,121
33778,6623154,121
10267,5757174,115
72060,1039732,123
10265,591383,51
72062,3296254,165
10264,1327317,19
41375,288382,46
10242,5793933,117
33764,850749,8
33770,5419532,57
72041,730175,79
10253,1994235,105
58739,820531,46
33745,420463,43
24485,894691,62
41397,2128867,96
33752,236557,21
2650,1417309,94
58725,1426706,119
32216,168837,52
24508,558063,43
67993,16827736,164
67999,1409132,51
71871,2003582,85
3001,2639322,94
33337,2159106,36
33336,2175056,36
67971,4887723,55
71861,365434,82
41070,731135,88
37689,2000021,83
41065,960523,56
6838,1227716,69
6837,1205700,69
58559,37393,32
6823,1794079,23
41074,2122207,65
68007,2276303,139
58571,4146,37
58568,15310,18
68058,4545820,107
31870,4840091,50
27969,763895,20
6864,375773,53
58561,131900,15
6866,673273,56
58560,130373,11
71905,1549192,89
6870,1405398,106
71928,1392830,66
20287,773281,104
28010,3415103,41
58605,559604,42
40993,3240120,36
6900,4748669,107
58616,362575,36
3032,431645,38
58618,121862,2
58609,3330323,104
55203,521561,31
37732,600448,83
6885,1069062,102
6673,685775,74
33440,1088945,65
67866,13590931,82
67868,3231852,35
67869,3204218,115
55108,3753033,75
55107,2760426,65
24257,778198,71
55106,2167667,54
20476,2648401,64
6669,3085121,87
33471,1281338,75
10587,925015,42
37809,1317151,132
37808,1247599,125
67893,4088067,116
67895,389983,70
28078,86845,14
28077,185922,18
58408,487251,27
24314,249953,56
20426,709691,108
41212,1009465,60
50781,2455131,163
24303,1711051,43
50780,6228879,126
162016,39115,4
37806,709632,106
50782,2813089,128
67884,15462775,88
41210,1246173,64
10498,1342571,15
41095,1142979,86
6744,2632438,68
24218,39055,24
67910,5353227,50
28119,1352871,121
10521,1296821,74
55049,923977,16
55055,307955,27
10535,318596,16
41126,63539,46
10536,376123,40
10549,1760113,72
28155,328915,34
55083,15490395,82
67950,3628472,39
22819,4708851,99
7651,1913422,99
58342,1775051,93
58341,1700250,85
58340,3047110,91
69360,2287276,127
31570,581968,44
27245,819745,53
11951,1045967,56
7675,372712,29
7622,1457238,93
31590,958137,49
7623,7446455,129
34167,1814346,135
62182,2731559,51
27220,195296,21
31597,129296,2
34174,323040,52
34171,488109,70
11911,704246,18
11910,1247695,78
69328,169331,61
11909,1327930,56
11908,920130,37
73701,5435608,50
11907,1665850,83
11906,1341955,71
69332,886183,93
37971,587387,55
62207,489273,51
73706,890063,57
69338,4017806,100
11913,3426075,45
49579,173729,18
11912,202221,29
49621,83783,22
69292,1359708,71
3228,1012382,94
69300,1834349,148
3255,916188,75
58261,718669,39
58262,671203,64
16363,933115,72
58267,1037998,52
49632,302727,3
69271,598299,121
27140,1457856,111
53465,3207570,97
62137,163468,29
62136,250613,77
69273,5274297,95
3246,829833,35
73642,810587,106
49439,3171745,140
3167,8925795,67
46728,632134,75
49421,4027768,115
34243,95927,50
46753,29940,20
46755,398334,39
34202,336930,93
34200,423712,76
61961,314766,10
34207,742777,76
34204,1994173,91
34205,529627,67
34195,1296301,83
34196,381579,90
3072,3654278,144
34177,342928,69
27300,1866183,75
34181,853377,101
27290,4988434,76
53320,113862,6
53324,110746,9
3133,1304913,107
53313,70369,5
69124,2685388,119
53315,18300,7
31649,217312,89
62009,1098559,85
69149,1702270,107
3113,10974,40
34222,542068,93
34211,783028,128
34212,419963,70
69619,6922996,108
69618,1940723,82
27502,304745,72
22591,5496524,101
33870,191465,27
22589,667991,38
62430,262893,16
62424,555274,22
27496,34376,40
62427,136695,10
33875,6334186,120
27504,823121,95
31351,245456,32
18732,571738,33
49326,5348596,51
49324,5462595,65
31352,286120,59
31354,226029,28
12171,2680395,69
18741,437129,40
18740,982114,61
38214,1429355,52
69571,3647762,35
49330,5461148,66
18736,1643935,55
18748,295962,42
18745,981748,57
62442,552659,15
69582,1791312,23
27425,788263,28
18753,3730672,98
62354,788351,29
73344,629088,127
27431,75424,15
22644,6641497,120
73356,19412624,138
73354,2219564,77
12279,8996700,94
53734,1275930,79
73374,1058898,124
33819,1332078,11
73375,2354408,159
33818,1192704,43
18783,6686513,118
69544,395311,78
18780,422833,74
53716,567145,67
62388,1162146,78
18793,861784,60
69532,7263005,130
69531,4833329,43
18798,1046031,54
84802,669187,103
49397,520192,47
168339,54204,2
42665,2892570,116
49157,2927478,134
62293,222392,32
27621,436150,11
18819,1516931,43
49153,5489755,113
31437,93846,20
53545,15972,20
53544,285791,26
73310,1710595,85
53541,254479,16
46981,2859137,60
38375,2848443,63
77063,712400,22
53539,61825,6
69479,496346,136
46979,3180900,134
42636,2172507,39
73312,1369689,99
73318,2467028,163
73319,1069932,103
12033,978538,66
53517,1103257,74
73336,1411519,89
57945,4858259,114
69440,1150851,87
69447,331290,23
69446,725862,45
73333,20369324,166
38336,13657074,117
42640,120038,3
69444,907655,51
73230,4894694,56
73226,9652197,144
47070,7409,40
49240,109635,77
57912,109082,36
31368,1112373,51
62219,280608,70
31369,597829,54
3359,1287340,139
69416,1017328,102
49235,883743,107
57907,118794,53
73238,6904363,110
12144,1343704,111
49236,880074,105
57908,11017,11
57911,109862,56
73263,1447415,107
3369,476140,57
53586,1054323,39
73255,281501,67
69396,1791980,23
53585,2693360,73
69397,870689,91
33959,119817,6
53579,2222707,93
57884,1787618,25
49264,3668951,37
42710,316503,20
73264,1491416,117
73205,3013677,146
38464,996371,66
73206,5789250,136
73207,13661568,77
83969,362346,46
23302,1441241,84
73203,861887,115
77480,1488891,54
77483,837615,40
53903,1220493,48
73189,959631,112
53905,2156609,150
73188,2023855,136
53908,85070,10
73187,1386429,88
73195,4250336,130
8156,2411193,83
38497,426892,33
57840,1236040,130
53921,2767267,147
68834,5369897,51
77452,30831,20
23338,3389985,192
23341,848462,120
77451,560894,49
53939,1693546,120
73155,3441219,128
73153,5253175,176
73152,3305314,137
57832,1532185,108
50063,2981973,145
57837,496414,76
26655,3234882,34
50170,1456371,54
68753,846457,8
73120,2386372,140
50147,722786,131
34606,182019,75
38430,15292309,85
42359,5317188,47
73107,2928857,125
26676,3559152,99
38437,2661861,89
61573,947890,76
34577,494915,28
23394,4862759,58
77515,22911,35
77512,1801303,23
73113,1220312,87
50141,1238485,108
26681,3554220,96
34564,7024165,124
34574,146141,5
84088,801047,45
23422,5588300,75
54011,960455,90
73101,316060,84
11291,2310404,37
81692,1419860,69
81694,550028,20
73083,2344541,132
61551,99693,20
81669,754352,66
68695,2863994,63
68717,139402,5
61504,1375215,57
73042,975966,54
53819,4415282,121
84157,103282,20
73036,483508,57
3658,697352,74
3659,848541,78
3660,354161,37
3661,766212,98
23487,30319,34
53820,573823,61
23486,949590,48
19199,1175443,94
3646,1838367,123
50044,265800,27
19190,2058357,92
19191,467951,14
81750,1173156,76
19183,1521992,80
53847,4842979,51
53843,2272921,44
53863,2044905,91
38562,1042184,66
53859,3324916,94
