35867,1932529,65,23,24
16729,3498579,43,31,29
71326,886558,47,10,9
10238,3013831,34,18,12
20590,1761348,67,18,18
20588,122881,16,4,5
35841,5440694,46,4,4
64400,36700,41,9,9
35843,3426740,33,5,5
25382,1449036,40,6,6
71297,869104,35,5,4
10213,5617068,118,34,36
10212,2128717,77,20,21
14042,127708,2,0,0
40250,443521,22,10,11
14040,3012286,23,20,17
35852,730397,36,7,7
10221,1446375,73,17,16
10192,2502679,23,8,10
67462,985595,64,14,15
14050,4303242,87,25,26
10195,1351589,11,4,4
10202,850429,6,1,1
10203,4904783,34,15,15
71357,1706133,39,8,7
10204,83173,46,1,4
10205,6009160,55,31,31
71353,898094,71,10,11
10177,1802025,15,4,4
40211,20687,65,15,15
55762,56391,7,1,1
29234,15047848,44,23,22
10179,1352044,11,5,4
51429,6346185,49,23,22
71329,1376587,98,21,20
16743,52609,15,2,2
35882,1326461,43,17,15
35883,3017949,23,18,20
67485,323490,27,5,5
35881,1875179,44,14,16
16747,186868,44,9,10
16749,403480,34,5,5
25358,328824,20,7,6
64444,2229670,30,4,3
36841,228138,43,5,4
71023,290102,18,6,6
5982,526485,84,11,13
36846,757827,15,5,5
36839,514613,36,6,6
66633,683083,45,7,7
13602,4361680,86,38,39
36851,1178474,53,9,9
21432,1351182,64,10,9
13594,5568290,89,27,28
24813,1248961,86,20,18
17037,5370280,43,4,3
24812,1140336,82,15,17
51980,3457626,70,33,32
24801,671582,46,10,10
51969,5248476,83,28,28
5985,985552,56,15,16
29121,287388,14,8,8
51984,7605673,99,29,28
51991,866443,79,14,13
63557,719608,42,8,8
51988,2745977,64,21,21
52077,336373,25,5,5
52078,135988,58,7,7
5914,62378,13,2,1
29114,883729,57,14,13
52073,3421463,35,31,30
52075,238540,76,5,6
86496,232289,23,4,4
29108,816400,21,7,7
5909,95961,17,4,5
5906,59163,9,0,0
29100,296465,37,7,8
48360,436127,4,4,4
29096,342592,25,9,9
29085,933401,22,10,10
24749,190019,17,1,1
29086,553587,40,6,7
40626,3997448,74,22,22
70917,824800,62,10,11
40618,421424,51,3,4
40619,325215,91,5,7
125710,1873896,52,19,19
55907,153260,5,4,3
24753,146965,20,4,4
16930,4828933,25,15,16
6096,1367801,78,16,15
66781,3564902,15,8,9
6104,1638891,59,19,18
36717,2740367,36,20,20
