FACILITY_ID,FAC_CHANNEL,PSA_FACILITY_ID,ADJ_CHANNEL_MINUS_1_OK,CO_CHANNEL_OK,ADJ_CHANNEL_PLUS_1_OK,END_OF_LINE
22208,23,164332,Y,N,Y,;
22208,28,164333,Y,N,Y,;
22208,27,98013,Y,N,Y,;
22208,3,97933,Y,N,Y,;
22208,6,97275,Y,N,Y,;
22208,12,97215,Y,N,Y,;
22208,49,170449,Y,N,Y,;
22208,33,98247,Y,N,Y,;
22208,21,97748,Y,N,Y,;
22208,21,137363,Y,N,Y,;
22208,45,96872,Y,N,Y,;
22208,49,97946,Y,N,Y,;
22208,33,178637,Y,N,Y,;
22208,27,137364,Y,N,Y,;
22208,28,165815,Y,N,Y,;
24316,7,98261,Y,N,Y,;
24316,7,97728,Y,N,Y,;
24316,7,98754,Y,N,Y,;
24316,28,98064,Y,N,Y,;
24316,40,98546,Y,N,Y,;
24316,46,96904,Y,N,Y,;
24316,34,98283,Y,N,Y,;
24518,32,187086,Y,N,Y,;
24518,21,185686,Y,N,Y,;
24518,22,187094,Y,N,Y,;
24518,46,159098,Y,N,Y,;
24518,22,168955,Y,N,Y,;
24518,44,179039,Y,N,Y,;
24518,29,183695,Y,N,Y,;
24518,28,165815,Y,N,Y,;
24518,34,179038,Y,N,Y,;
24518,32,138250,Y,N,Y,;
24518,23,164332,Y,N,Y,;
24518,28,164333,Y,N,Y,;
24518,41,162046,Y,N,Y,;
24518,47,164337,Y,N,Y,;
24518,12,97215,Y,N,Y,;
24518,6,97275,Y,N,Y,;
24518,3,97933,Y,N,Y,;
24518,33,178637,Y,N,Y,;
24518,45,96872,Y,N,Y,;
24518,33,98247,Y,N,Y,;
24518,21,97748,Y,N,Y,;
24518,21,137363,Y,N,Y,;
24518,27,137364,Y,N,Y,;
24518,49,170449,Y,N,Y,;
24518,27,98013,Y,N,Y,;
24518,49,97946,Y,N,Y,;
24518,23,97644,Y,N,Y,;
24570,51,98690,Y,N,Y,;
24570,22,177938,Y,N,Y,;
24570,33,98248,Y,N,Y,;
24570,21,97753,Y,N,Y,;
24570,46,96904,Y,N,Y,;
24570,28,98064,Y,N,Y,;
24570,45,96874,Y,N,Y,;
24570,3,98435,Y,N,Y,;
24570,6,98662,Y,N,Y,;
24570,7,98261,Y,N,Y,;
24570,11,97138,Y,N,Y,;
24570,2,98369,Y,N,Y,;
25559,33,164529,Y,N,Y,;
25559,25,163380,Y,N,Y,;
25559,51,187512,Y,N,Y,;
25559,11,97138,Y,N,Y,;
25559,7,178642,Y,N,Y,;
25559,9,97223,Y,N,Y,;
25559,12,97257,Y,N,Y,;
25559,9,97000,Y,N,Y,;
25559,9,106130,Y,N,Y,;
25559,2,98208,Y,N,Y,;
25559,11,98015,Y,N,Y,;
25559,7,97867,Y,N,Y,;
25559,12,98413,Y,N,Y,;
25559,2,189811,Y,N,Y,;
25559,2,98369,Y,N,Y,;
25559,18,97617,Y,N,Y,;
25559,24,97891,Y,N,Y,;
25559,45,96874,Y,N,Y,;
25559,36,98388,Y,N,Y,;
25559,17,97564,Y,N,Y,;
25559,33,98248,Y,N,Y,;
25559,21,97753,Y,N,Y,;
25559,42,98685,Y,N,Y,;
25559,26,98559,Y,N,Y,;
25559,37,98390,Y,N,Y,;
25559,14,97394,Y,N,Y,;
25559,12,180799,Y,N,Y,;
25559,34,180800,Y,N,Y,;
25559,51,164541,Y,N,Y,;
25559,35,180801,Y,N,Y,;
25559,33,170280,Y,N,Y,;
25559,36,179313,Y,N,Y,;
25559,28,180815,Y,N,Y,;
25559,46,186871,Y,N,Y,;
25559,51,164531,Y,N,Y,;
25559,26,180803,Y,N,Y,;
25559,38,180802,Y,N,Y,;
25559,36,185492,Y,N,Y,;
25559,51,165466,Y,N,Y,;
25559,33,165465,Y,N,Y,;
25559,16,165460,Y,N,Y,;
25559,19,165462,Y,N,Y,;
25559,18,165461,Y,N,Y,;
25559,36,164548,Y,N,Y,;
25559,30,164528,Y,N,Y,;
25559,51,166096,Y,N,Y,;
25559,50,166095,Y,N,Y,;
25559,49,180814,Y,N,Y,;
25559,24,180818,Y,N,Y,;
25559,50,164540,Y,N,Y,;
25559,51,178635,Y,N,Y,;
25559,41,179079,Y,N,Y,;
25577,46,180805,Y,N,Y,;
25577,29,164334,Y,N,Y,;
25577,48,186880,Y,N,Y,;
25577,34,179038,Y,N,Y,;
25577,46,164324,Y,N,Y,;
25577,25,165463,Y,N,Y,;
25577,28,165464,Y,N,Y,;
25577,29,183695,Y,N,Y,;
25577,28,165815,Y,N,Y,;
25577,6,97275,Y,N,Y,;
25577,33,178637,Y,N,Y,;
25577,21,185686,Y,N,Y,;
25577,3,98433,Y,N,Y,;
25577,6,98630,Y,N,Y,;
25577,5,98588,Y,N,Y,;
25577,12,97215,Y,N,Y,;
25577,3,97933,Y,N,Y,;
25577,2,188870,Y,N,Y,;
25577,13,98141,Y,N,Y,;
25577,12,97641,Y,N,Y,;
25577,2,97037,Y,N,Y,;
25577,21,137363,Y,N,Y,;
25577,27,137364,Y,N,Y,;
25577,27,98013,Y,N,Y,;
25577,32,98203,Y,N,Y,;
25577,48,98144,Y,N,Y,;
25577,38,98453,Y,N,Y,;
25577,14,97390,Y,N,Y,;
25577,49,189419,Y,N,Y,;
25577,17,97556,Y,N,Y,;
25577,23,97846,Y,N,Y,;
25577,29,98093,Y,N,Y,;
25577,33,98247,Y,N,Y,;
25577,21,97748,Y,N,Y,;
25577,45,96872,Y,N,Y,;
25577,50,97146,Y,N,Y,;
25577,44,98778,Y,N,Y,;
25577,49,170449,Y,N,Y,;
25577,49,97946,Y,N,Y,;
25577,20,179908,Y,N,Y,;
25577,35,97082,Y,N,Y,;
25577,41,97369,Y,N,Y,;
25577,49,178673,Y,N,Y,;
25577,20,97712,Y,N,Y,;
25577,22,164503,Y,N,Y,;
25577,35,164320,Y,N,Y,;
25577,16,164318,Y,N,Y,;
25577,20,178628,Y,N,Y,;
25577,31,162522,Y,N,Y,;
25577,41,162046,Y,N,Y,;
25577,47,164337,Y,N,Y,;
25577,24,179037,Y,N,Y,;
25577,46,180806,Y,N,Y,;
25577,28,163374,Y,N,Y,;
25577,24,164319,Y,N,Y,;
25577,32,138250,Y,N,Y,;
25577,23,164332,Y,N,Y,;
25577,28,164333,Y,N,Y,;
25577,34,162516,Y,N,Y,;
25577,35,179036,Y,N,Y,;
25577,25,164323,Y,N,Y,;
25577,47,162047,Y,N,Y,;
25577,44,180807,Y,N,Y,;
25577,45,180808,Y,N,Y,;
25577,32,187086,Y,N,Y,;
25577,23,97644,Y,N,Y,;
25577,22,187094,Y,N,Y,;
25577,43,162523,Y,N,Y,;
25577,46,159098,Y,N,Y,;
25577,44,180804,Y,N,Y,;
25577,22,168955,Y,N,Y,;
25577,44,179039,Y,N,Y,;
25577,38,168956,Y,N,Y,;
25735,31,164499,Y,N,Y,;
25735,25,97928,Y,N,Y,;
25735,24,164496,Y,N,Y,;
25735,41,179078,Y,N,Y,;
25735,25,164497,Y,N,Y,;
25735,21,180792,Y,N,Y,;
25735,15,180795,Y,N,Y,;
25735,51,186885,Y,N,Y,;
25735,22,162669,Y,N,Y,;
25735,25,164486,Y,N,Y,;
25735,48,159686,Y,N,Y,;
25735,45,162556,Y,N,Y,;
25735,33,164495,Y,N,Y,;
25735,43,162520,Y,N,Y,;
25735,14,180793,Y,N,Y,;
25735,7,98755,Y,N,Y,;
25735,7,185200,Y,N,Y,;
25735,8,177939,Y,N,Y,;
25735,5,98592,Y,N,Y,;
25735,2,98368,Y,N,Y,;
25735,7,97168,Y,N,Y,;
25735,47,97011,Y,N,Y,;
25735,31,98171,Y,N,Y,;
25735,41,187972,Y,N,Y,;
25735,48,97029,Y,N,Y,;
25735,21,97752,Y,N,Y,;
25735,17,97562,Y,N,Y,;
25735,45,98115,Y,N,Y,;
25735,26,97967,Y,N,Y,;
25735,50,97145,Y,N,Y,;
25735,38,98455,Y,N,Y,;
25735,22,97797,Y,N,Y,;
25735,33,98117,Y,N,Y,;
25735,20,97716,Y,N,Y,;
25735,14,97392,Y,N,Y,;
25735,39,179076,Y,N,Y,;
26231,41,162046,Y,N,Y,;
26231,33,178637,Y,N,Y,;
26231,22,168955,Y,N,Y,;
26231,44,179039,Y,N,Y,;
26231,32,138250,Y,N,Y,;
26231,23,164332,Y,N,Y,;
26231,28,164333,Y,N,Y,;
26231,46,159098,Y,N,Y,;
26231,32,187086,Y,N,Y,;
26231,23,97644,Y,N,Y,;
26231,22,187094,Y,N,Y,;
26231,38,168956,Y,N,Y,;
26231,46,180805,Y,N,Y,;
26231,29,164334,Y,N,Y,;
26231,29,183695,Y,N,Y,;
26231,28,165815,Y,N,Y,;
26231,6,97275,Y,N,Y,;
26231,12,97215,Y,N,Y,;
26231,34,179038,Y,N,Y,;
26231,49,170449,Y,N,Y,;
26231,27,98013,Y,N,Y,;
26231,21,185686,Y,N,Y,;
26231,45,96872,Y,N,Y,;
26231,49,97946,Y,N,Y,;
26231,21,137363,Y,N,Y,;
26231,27,137364,Y,N,Y,;
26231,3,97933,Y,N,Y,;
26231,33,98247,Y,N,Y,;
26231,21,97748,Y,N,Y,;
26231,47,164337,Y,N,Y,;
26304,7,98261,Y,N,Y,;
26304,6,98662,Y,N,Y,;
26304,51,98690,Y,N,Y,;
26304,22,177938,Y,N,Y,;
26304,2,98369,Y,N,Y,;
26304,45,96874,Y,N,Y,;
26304,11,97138,Y,N,Y,;
26304,33,98248,Y,N,Y,;
26304,21,97753,Y,N,Y,;
26304,46,96904,Y,N,Y,;
26304,28,98064,Y,N,Y,;
26304,3,98435,Y,N,Y,;
26655,41,187972,Y,N,Y,;
26655,31,98171,Y,N,Y,;
26655,47,97011,Y,N,Y,;
26655,25,97928,Y,N,Y,;
27300,3,98435,Y,N,Y,;
27300,2,98369,Y,N,Y,;
27300,7,98261,Y,N,Y,;
27300,6,98662,Y,N,Y,;
27300,11,97138,Y,N,Y,;
27300,46,96904,Y,N,Y,;
27300,28,98064,Y,N,Y,;
27300,33,98248,Y,N,Y,;
27300,21,97753,Y,N,Y,;
27300,45,96874,Y,N,Y,;
27300,51,98690,Y,N,Y,;
27300,22,177938,Y,N,Y,;
28077,33,98248,Y,N,Y,;
28077,21,97753,Y,N,Y,;
28077,45,96874,Y,N,Y,;
28077,18,97617,Y,N,Y,;
28077,24,97891,Y,N,Y,;
28077,36,98388,Y,N,Y,;
28077,17,97564,Y,N,Y,;
28077,26,98559,Y,N,Y,;
28077,37,98390,Y,N,Y,;
28077,14,97394,Y,N,Y,;
28077,42,98685,Y,N,Y,;
28077,7,98459,Y,N,Y,;
28077,12,98413,Y,N,Y,;
28077,7,97867,Y,N,Y,;
28077,9,97000,Y,N,Y,;
28077,2,189811,Y,N,Y,;
28077,2,98369,Y,N,Y,;
28077,2,98208,Y,N,Y,;
28077,11,98015,Y,N,Y,;
28077,7,178642,Y,N,Y,;
28077,9,97223,Y,N,Y,;
28077,9,106130,Y,N,Y,;
28077,12,97257,Y,N,Y,;
28077,11,97138,Y,N,Y,;
28077,51,178635,Y,N,Y,;
28077,51,164531,Y,N,Y,;
28077,26,180803,Y,N,Y,;
28077,33,170280,Y,N,Y,;
28077,36,179313,Y,N,Y,;
28077,28,180815,Y,N,Y,;
28077,46,186871,Y,N,Y,;
28077,51,187512,Y,N,Y,;
28077,25,163380,Y,N,Y,;
28077,38,180802,Y,N,Y,;
28077,36,185492,Y,N,Y,;
28077,34,180800,Y,N,Y,;
28077,51,164541,Y,N,Y,;
28077,35,180801,Y,N,Y,;
28077,51,166096,Y,N,Y,;
28077,50,166095,Y,N,Y,;
28077,49,180814,Y,N,Y,;
28077,24,180818,Y,N,Y,;
28077,16,165460,Y,N,Y,;
28077,19,165462,Y,N,Y,;
28077,18,165461,Y,N,Y,;
28077,36,164548,Y,N,Y,;
28077,30,164528,Y,N,Y,;
28077,51,165466,Y,N,Y,;
28077,33,165465,Y,N,Y,;
28077,12,180799,Y,N,Y,;
28077,50,164540,Y,N,Y,;
28077,41,179079,Y,N,Y,;
28077,33,164529,Y,N,Y,;
28280,50,164540,Y,N,Y,;
28280,21,162668,Y,N,Y,;
28280,43,185490,Y,N,Y,;
28280,46,186871,Y,N,Y,;
28280,21,180784,Y,N,Y,;
28280,12,180799,Y,N,Y,;
28280,7,178642,Y,N,Y,;
28280,9,97223,Y,N,Y,;
28280,7,97867,Y,N,Y,;
28280,9,106130,Y,N,Y,;
28280,7,97537,Y,N,Y,;
28280,7,98097,Y,N,Y,;
28280,11,96811,Y,N,Y,;
28280,12,97257,Y,N,Y,;
28280,8,97871,Y,N,Y,;
28280,11,136570,Y,N,Y,;
28280,12,97217,Y,N,Y,;
28280,4,98520,Y,N,Y,;
28280,12,98413,Y,N,Y,;
28280,7,98555,Y,N,Y,;
28280,9,97004,Y,N,Y,;
28280,9,97000,Y,N,Y,;
28280,2,98367,Y,N,Y,;
28280,8,96864,Y,N,Y,;
28280,10,97065,Y,N,Y,;
28280,2,189811,Y,N,Y,;
28280,51,166096,Y,N,Y,;
28280,50,166095,Y,N,Y,;
28280,49,180814,Y,N,Y,;
28280,24,180818,Y,N,Y,;
28280,21,181251,Y,N,Y,;
28280,46,163379,Y,N,Y,;
28280,51,165466,Y,N,Y,;
28280,33,165465,Y,N,Y,;
28280,46,162564,Y,N,Y,;
28280,11,180799,Y,Y,N,;
28280,13,180799,N,Y,Y,;
28280,45,186871,Y,Y,N,;
28280,47,186871,N,Y,Y,;
28280,32,164529,Y,Y,N,;
28280,34,164529,N,Y,Y,;
28280,50,187512,Y,Y,N,;
28280,50,165466,Y,Y,N,;
28280,32,165465,Y,Y,N,;
28280,34,165465,N,Y,Y,;
28280,38,180802,Y,N,Y,;
28280,36,185492,Y,N,Y,;
28280,51,164531,Y,N,Y,;
28280,26,180803,Y,N,Y,;
28280,41,179079,Y,N,Y,;
28280,51,187512,Y,N,Y,;
28280,21,164550,Y,N,Y,;
28280,39,162521,Y,N,Y,;
28280,43,185428,Y,N,Y,;
28280,33,164529,Y,N,Y,;
28280,33,180786,Y,N,Y,;
28280,25,163380,Y,N,Y,;
28280,33,170280,Y,N,Y,;
28280,36,179313,Y,N,Y,;
28280,28,180815,Y,N,Y,;
28280,51,178635,Y,N,Y,;
28280,43,186873,Y,N,Y,;
28280,34,180800,Y,N,Y,;
28280,51,164541,Y,N,Y,;
28280,35,180801,Y,N,Y,;
28280,16,165460,Y,N,Y,;
28280,19,165462,Y,N,Y,;
28280,18,165461,Y,N,Y,;
28280,36,164548,Y,N,Y,;
28280,30,164528,Y,N,Y,;
28280,25,98559,Y,Y,N,;
28280,27,98559,N,Y,Y,;
28280,41,98685,Y,Y,N,;
28280,43,98685,N,Y,Y,;
28280,17,97617,Y,Y,N,;
28280,19,97617,N,Y,Y,;
28280,23,97891,Y,Y,N,;
28280,25,97891,N,Y,Y,;
28280,6,97867,Y,Y,N,;
28280,8,97867,N,Y,Y,;
28280,6,178642,Y,Y,N,;
28280,8,178642,N,Y,Y,;
28280,8,97223,Y,Y,N,;
28280,10,97223,N,Y,Y,;
28280,11,97257,Y,Y,N,;
28280,13,97257,N,Y,Y,;
28280,13,97394,Y,Y,N,;
28280,8,106130,Y,Y,N,;
28280,10,106130,N,Y,Y,;
28280,3,98208,N,Y,Y,;
28280,10,98015,Y,Y,N,;
28280,12,98015,N,Y,Y,;
28280,16,97564,Y,Y,N,;
28280,18,97564,N,Y,Y,;
28280,35,98388,Y,Y,N,;
28280,37,98388,N,Y,Y,;
28280,15,97394,N,Y,Y,;
28280,45,96874,Y,N,Y,;
28280,42,98685,Y,N,Y,;
28280,26,98559,Y,N,Y,;
28280,37,98390,Y,N,Y,;
28280,18,97617,Y,N,Y,;
28280,24,97891,Y,N,Y,;
28280,19,97668,Y,N,Y,;
28280,25,97929,Y,N,Y,;
28280,11,98413,Y,Y,N,;
28280,13,98413,N,Y,Y,;
28280,8,97000,Y,Y,N,;
28280,10,97000,N,Y,Y,;
28280,3,189811,N,Y,Y,;
28280,36,98388,Y,N,Y,;
28280,28,98065,Y,N,Y,;
28280,34,98284,Y,N,Y,;
28280,16,97511,Y,N,Y,;
28280,22,97796,Y,N,Y,;
28280,51,97184,Y,N,Y,;
28280,45,96873,Y,N,Y,;
28280,33,98248,Y,N,Y,;
28280,21,97753,Y,N,Y,;
28280,47,97816,Y,N,Y,;
28280,14,97394,Y,N,Y,;
28280,21,97751,Y,N,Y,;
28280,15,97456,Y,N,Y,;
28280,17,97564,Y,N,Y,;
28280,32,98205,Y,N,Y,;
28280,38,98454,Y,N,Y,;
28280,38,187227,Y,N,Y,;
28280,2,98369,Y,N,Y,;
28280,2,98208,Y,N,Y,;
28280,11,98015,Y,N,Y,;
28280,2,98561,Y,N,Y,;
28280,6,98663,Y,N,Y,;
28280,11,97138,Y,N,Y,;
28280,7,98459,Y,N,Y,;
29234,21,137363,Y,N,Y,;
29234,46,159098,Y,N,Y,;
29234,21,185686,Y,N,Y,;
29234,33,98247,Y,N,Y,;
29234,21,97748,Y,N,Y,;
29234,33,178637,Y,N,Y,;
29234,27,98013,Y,N,Y,;
29234,49,170449,Y,N,Y,;
29234,45,96872,Y,N,Y,;
29234,49,97946,Y,N,Y,;
29234,6,97275,Y,N,Y,;
29234,3,97933,Y,N,Y,;
29234,12,97215,Y,N,Y,;
29234,34,179038,Y,N,Y,;
29234,41,162046,Y,N,Y,;
29234,47,164337,Y,N,Y,;
29234,28,164333,Y,N,Y,;
29234,22,168955,Y,N,Y,;
29234,44,179039,Y,N,Y,;
29234,32,138250,Y,N,Y,;
29234,23,164332,Y,N,Y,;
29234,32,187086,Y,N,Y,;
29234,23,97644,Y,N,Y,;
29234,22,187094,Y,N,Y,;
29234,29,183695,Y,N,Y,;
29234,28,165815,Y,N,Y,;
29234,27,137364,Y,N,Y,;
30601,51,186885,Y,N,Y,;
30601,22,97797,Y,N,Y,;
30601,43,162520,Y,N,Y,;
30601,47,180809,Y,N,Y,;
30601,24,164496,Y,N,Y,;
30601,41,179078,Y,N,Y,;
30601,15,180795,Y,N,Y,;
30601,31,164499,Y,N,Y,;
30601,25,164497,Y,N,Y,;
30601,34,162525,Y,N,Y,;
30601,35,164483,Y,N,Y,;
30601,39,162519,Y,N,Y,;
30601,36,164484,Y,N,Y,;
30601,48,159686,Y,N,Y,;
30601,45,162556,Y,N,Y,;
30601,21,180792,Y,N,Y,;
30601,22,162669,Y,N,Y,;
30601,39,179076,Y,N,Y,;
30601,14,180793,Y,N,Y,;
30601,33,164495,Y,N,Y,;
30601,2,98368,Y,N,Y,;
30601,7,98755,Y,N,Y,;
30601,7,185200,Y,N,Y,;
30601,7,97168,Y,N,Y,;
30601,5,98592,Y,N,Y,;
30601,41,187972,Y,N,Y,;
30601,26,97967,Y,N,Y,;
30601,25,97928,Y,N,Y,;
30601,47,97011,Y,N,Y,;
30601,31,98171,Y,N,Y,;
30601,8,177939,Y,N,Y,;
30601,17,97562,Y,N,Y,;
30601,45,98115,Y,N,Y,;
30601,33,98117,Y,N,Y,;
30601,48,97029,Y,N,Y,;
30601,21,97752,Y,N,Y,;
30601,20,97716,Y,N,Y,;
30601,14,97392,Y,N,Y,;
30601,50,97145,Y,N,Y,;
30601,38,98455,Y,N,Y,;
30601,25,164486,Y,N,Y,;
30932,20,97712,Y,N,Y,;
30932,20,179908,Y,N,Y,;
30932,32,98203,Y,N,Y,;
30932,44,98778,Y,N,Y,;
30932,38,98453,Y,N,Y,;
30932,14,97390,Y,N,Y,;
30932,50,97146,Y,N,Y,;
30932,48,98144,Y,N,Y,;
31114,7,98754,Y,N,Y,;
31114,40,98546,Y,N,Y,;
31114,34,98283,Y,N,Y,;
31114,7,97728,Y,N,Y,;
32176,27,98559,N,Y,Y,;
32176,41,98685,Y,Y,N,;
32176,43,98685,N,Y,Y,;
32176,6,97867,Y,Y,N,;
32176,8,97867,N,Y,Y,;
32176,8,97000,Y,Y,N,;
32176,10,97000,N,Y,Y,;
32176,8,106130,Y,Y,N,;
32176,10,106130,N,Y,Y,;
32176,6,178642,Y,Y,N,;
32176,8,178642,N,Y,Y,;
32176,8,97223,Y,Y,N,;
32176,10,97223,N,Y,Y,;
32176,35,98388,Y,Y,N,;
32176,37,98388,N,Y,Y,;
32176,15,97394,N,Y,Y,;
32176,16,97564,Y,Y,N,;
32176,18,97564,N,Y,Y,;
32176,17,97617,Y,Y,N,;
32176,19,97617,N,Y,Y,;
32176,23,97891,Y,Y,N,;
32176,25,97891,N,Y,Y,;
32176,32,98205,Y,N,Y,;
32176,38,98454,Y,N,Y,;
32176,26,98559,Y,N,Y,;
32176,45,96874,Y,N,Y,;
32176,38,187227,Y,N,Y,;
32176,37,98390,Y,N,Y,;
32176,34,98284,Y,N,Y,;
32176,16,97511,Y,N,Y,;
32176,22,97796,Y,N,Y,;
32176,47,97816,Y,N,Y,;
32176,42,98685,Y,N,Y,;
32176,3,98208,N,Y,Y,;
32176,10,98015,Y,Y,N,;
32176,12,98015,N,Y,Y,;
32176,11,97257,Y,Y,N,;
32176,13,97257,N,Y,Y,;
32176,13,97394,Y,Y,N,;
32176,3,189811,N,Y,Y,;
32176,11,98413,Y,Y,N,;
32176,13,98413,N,Y,Y,;
32176,28,98065,Y,N,Y,;
32176,12,97217,Y,N,Y,;
32176,2,98208,Y,N,Y,;
32176,11,98015,Y,N,Y,;
32176,8,97871,Y,N,Y,;
32176,12,97257,Y,N,Y,;
32176,7,98459,Y,N,Y,;
32176,12,98413,Y,N,Y,;
32176,2,189811,Y,N,Y,;
32176,38,180802,Y,N,Y,;
32176,36,185492,Y,N,Y,;
32176,21,180784,Y,N,Y,;
32176,51,186868,Y,N,Y,;
32176,39,164475,Y,N,Y,;
32176,51,178635,Y,N,Y,;
32176,43,186873,Y,N,Y,;
32176,11,180799,Y,Y,N,;
32176,13,180799,N,Y,Y,;
32176,15,165460,Y,Y,N,;
32176,17,165460,N,Y,Y,;
32176,18,165462,Y,Y,N,;
32176,20,165462,N,Y,Y,;
32176,17,165461,Y,Y,N,;
32176,19,165461,N,Y,Y,;
32176,35,164548,Y,Y,N,;
32176,37,164548,N,Y,Y,;
32176,51,164546,Y,Y,N,;
32176,29,164528,Y,Y,N,;
32176,31,164528,N,Y,Y,;
32176,45,186871,Y,Y,N,;
32176,47,186871,N,Y,Y,;
32176,32,164529,Y,Y,N,;
32176,34,164529,N,Y,Y,;
32176,50,164531,Y,Y,N,;
32176,25,180803,Y,Y,N,;
32176,27,180803,N,Y,Y,;
32176,33,98248,Y,N,Y,;
32176,21,97753,Y,N,Y,;
32176,17,97564,Y,N,Y,;
32176,18,97617,Y,N,Y,;
32176,24,97891,Y,N,Y,;
32176,19,97668,Y,N,Y,;
32176,25,97929,Y,N,Y,;
32176,36,98388,Y,N,Y,;
32176,51,97184,Y,N,Y,;
32176,45,96873,Y,N,Y,;
32176,21,97751,Y,N,Y,;
32176,15,97456,Y,N,Y,;
32176,14,97394,Y,N,Y,;
32176,11,97138,Y,N,Y,;
32176,9,106130,Y,N,Y,;
32176,7,98555,Y,N,Y,;
32176,9,97004,Y,N,Y,;
32176,7,178642,Y,N,Y,;
32176,9,97223,Y,N,Y,;
32176,8,96864,Y,N,Y,;
32176,10,97065,Y,N,Y,;
32176,2,98367,Y,N,Y,;
32176,6,98663,Y,N,Y,;
32176,7,97537,Y,N,Y,;
32176,7,98097,Y,N,Y,;
32176,11,96811,Y,N,Y,;
32176,2,98561,Y,N,Y,;
32176,4,98520,Y,N,Y,;
32176,25,98559,Y,Y,N,;
32176,33,164529,Y,N,Y,;
32176,21,164550,Y,N,Y,;
32176,44,180787,Y,N,Y,;
32176,31,164474,Y,N,Y,;
32176,45,185432,Y,N,Y,;
32176,43,185428,Y,N,Y,;
32176,16,165460,Y,N,Y,;
32176,19,165462,Y,N,Y,;
32176,18,165461,Y,N,Y,;
32176,36,164548,Y,N,Y,;
32176,30,164528,Y,N,Y,;
32176,46,162564,Y,N,Y,;
32176,46,186871,Y,N,Y,;
32176,33,180786,Y,N,Y,;
32176,39,162521,Y,N,Y,;
32176,43,185490,Y,N,Y,;
32176,21,181251,Y,N,Y,;
32176,46,163379,Y,N,Y,;
32176,50,164477,Y,N,Y,;
32176,48,166106,Y,N,Y,;
32176,23,164473,Y,N,Y,;
32176,25,180816,Y,N,Y,;
32176,43,164476,Y,N,Y,;
32176,12,180799,Y,N,Y,;
32176,50,187512,Y,Y,N,;
32176,50,165466,Y,Y,N,;
32176,32,165465,Y,Y,N,;
32176,34,165465,N,Y,Y,;
32176,40,179079,Y,Y,N,;
32176,42,179079,N,Y,Y,;
32176,50,178635,Y,Y,N,;
32176,45,180788,Y,N,Y,;
32176,39,180721,Y,N,Y,;
32176,43,180722,Y,N,Y,;
32176,41,179079,Y,N,Y,;
32176,51,165466,Y,N,Y,;
32176,33,165465,Y,N,Y,;
32176,51,187512,Y,N,Y,;
32176,51,166096,Y,N,Y,;
32176,50,166095,Y,N,Y,;
32176,49,180814,Y,N,Y,;
32176,24,180818,Y,N,Y,;
32176,22,180783,Y,N,Y,;
32176,50,164540,Y,N,Y,;
32176,41,186877,Y,N,Y,;
32176,34,180800,Y,N,Y,;
32176,51,164541,Y,N,Y,;
32176,35,180801,Y,N,Y,;
32176,25,163380,Y,N,Y,;
32176,21,162668,Y,N,Y,;
32176,33,170280,Y,N,Y,;
32176,36,179313,Y,N,Y,;
32176,28,180815,Y,N,Y,;
32176,25,185431,Y,N,Y,;
32176,21,187434,Y,N,Y,;
32176,35,180810,Y,N,Y,;
32176,29,180817,Y,N,Y,;
32176,46,180789,Y,N,Y,;
32176,51,164531,Y,N,Y,;
32176,26,180803,Y,N,Y,;
32176,2,98369,Y,N,Y,;
32176,11,136570,Y,N,Y,;
32176,9,97000,Y,N,Y,;
32176,7,97867,Y,N,Y,;
32177,32,180779,Y,N,Y,;
32177,45,180781,Y,N,Y,;
32177,51,164462,Y,N,Y,;
32177,44,164461,Y,N,Y,;
32177,42,164465,Y,N,Y,;
32177,51,166096,Y,N,Y,;
32177,50,166095,Y,N,Y,;
32177,49,180814,Y,N,Y,;
32177,24,180818,Y,N,Y,;
32177,41,186877,Y,N,Y,;
32177,21,181251,Y,N,Y,;
32177,33,170280,Y,N,Y,;
32177,36,179313,Y,N,Y,;
32177,28,180815,Y,N,Y,;
32177,43,164458,Y,N,Y,;
32177,26,180778,Y,N,Y,;
32177,41,164456,Y,N,Y,;
32177,31,162524,Y,N,Y,;
32177,22,180783,Y,N,Y,;
32177,38,180802,Y,N,Y,;
32177,36,185492,Y,N,Y,;
32177,32,180777,Y,N,Y,;
32177,36,164452,Y,N,Y,;
32177,42,164453,Y,N,Y,;
32177,21,180784,Y,N,Y,;
32177,25,185431,Y,N,Y,;
32177,4,98542,Y,N,Y,;
32177,41,164451,Y,N,Y,;
32177,34,180800,Y,N,Y,;
32177,51,164541,Y,N,Y,;
32177,35,180801,Y,N,Y,;
32177,50,164540,Y,N,Y,;
32177,24,162518,Y,N,Y,;
32177,21,162668,Y,N,Y,;
32177,48,166106,Y,N,Y,;
32177,23,164473,Y,N,Y,;
32177,25,180816,Y,N,Y,;
32177,43,164476,Y,N,Y,;
32177,44,180787,Y,N,Y,;
32177,31,164474,Y,N,Y,;
32177,45,185432,Y,N,Y,;
32177,35,180776,Y,N,Y,;
32177,30,162555,Y,N,Y,;
32177,25,163380,Y,N,Y,;
32177,49,164455,Y,N,Y,;
32177,48,164454,Y,N,Y,;
32177,38,180780,Y,N,Y,;
32177,39,179075,Y,N,Y,;
32177,50,164467,Y,N,Y,;
32177,48,164466,Y,N,Y,;
32177,40,163376,Y,N,Y,;
32177,27,163375,Y,N,Y,;
32177,46,163379,Y,N,Y,;
32177,43,164460,Y,N,Y,;
