FACILITY_ID,FAC_CHANNEL,PSA_FACILITY_ID,ADJ_CHANNEL_MINUS_1_OK,CO_CHANNEL_OK,ADJ_CHANNEL_PLUS_1_OK,END_OF_LINE
282,49,97946,Y,N,Y,;
282,22,187094,Y,N,Y,;
282,23,97644,Y,N,Y,;
282,32,187086,Y,N,Y,;
282,28,164333,Y,N,Y,;
282,23,164332,Y,N,Y,;
282,32,138250,Y,N,Y,;
282,47,164337,Y,N,Y,;
282,41,162046,Y,N,Y,;
282,12,97215,Y,N,Y,;
282,6,97275,Y,N,Y,;
282,34,179038,Y,N,Y,;
282,46,159098,Y,N,Y,;
282,21,185686,Y,N,Y,;
282,33,98247,Y,N,Y,;
282,21,97748,Y,N,Y,;
282,27,98013,Y,N,Y,;
282,33,178637,Y,N,Y,;
282,3,97933,Y,N,Y,;
282,21,137363,Y,N,Y,;
282,27,137364,Y,N,Y,;
282,45,96872,Y,N,Y,;
282,49,170449,Y,N,Y,;
282,29,183695,Y,N,Y,;
282,28,165815,Y,N,Y,;
282,22,168955,Y,N,Y,;
282,44,179039,Y,N,Y,;
749,6,98662,Y,N,Y,;
749,21,97753,Y,N,Y,;
749,33,98248,Y,N,Y,;
749,22,177938,Y,N,Y,;
749,51,98690,Y,N,Y,;
749,45,96874,Y,N,Y,;
749,46,96904,Y,N,Y,;
749,3,98435,Y,N,Y,;
749,7,98261,Y,N,Y,;
749,11,97138,Y,N,Y,;
749,2,98369,Y,N,Y,;
749,28,98064,Y,N,Y,;
2561,8,97000,Y,Y,N,;
2561,10,97000,N,Y,Y,;
2561,3,98208,N,Y,Y,;
2561,10,98015,Y,Y,N,;
2561,12,98015,N,Y,Y,;
2561,6,97867,Y,Y,N,;
2561,8,97867,N,Y,Y,;
2561,11,97257,Y,Y,N,;
2561,13,97257,N,Y,Y,;
2561,13,97394,Y,Y,N,;
2561,8,106130,Y,Y,N,;
2561,10,106130,N,Y,Y,;
2561,6,178642,Y,Y,N,;
2561,8,178642,N,Y,Y,;
2561,8,97223,Y,Y,N,;
2561,10,97223,N,Y,Y,;
2561,11,98413,Y,Y,N,;
2561,13,98413,N,Y,Y,;
2561,3,189811,N,Y,Y,;
2561,41,98685,Y,Y,N,;
2561,43,98685,N,Y,Y,;
2561,35,98388,Y,Y,N,;
2561,37,98388,N,Y,Y,;
2561,15,97394,N,Y,Y,;
2561,16,97564,Y,Y,N,;
2561,18,97564,N,Y,Y,;
2561,25,98559,Y,Y,N,;
2561,27,98559,N,Y,Y,;
2561,2,189811,Y,N,Y,;
2561,2,98561,Y,N,Y,;
2561,33,98248,Y,N,Y,;
2561,21,97753,Y,N,Y,;
2561,38,187227,Y,N,Y,;
2561,42,98685,Y,N,Y,;
2561,18,97617,Y,N,Y,;
2561,24,97891,Y,N,Y,;
2561,37,98390,Y,N,Y,;
2561,36,98388,Y,N,Y,;
2561,14,97394,Y,N,Y,;
2561,17,97564,Y,N,Y,;
2561,45,96874,Y,N,Y,;
2561,32,98205,Y,N,Y,;
2561,38,98454,Y,N,Y,;
2561,26,98559,Y,N,Y,;
2561,19,97668,Y,N,Y,;
2561,25,97929,Y,N,Y,;
2561,15,165460,Y,Y,N,;
2561,17,165460,N,Y,Y,;
2561,18,165462,Y,Y,N,;
2561,20,165462,N,Y,Y,;
2561,17,165461,Y,Y,N,;
2561,19,165461,N,Y,Y,;
2561,35,164548,Y,Y,N,;
2561,37,164548,N,Y,Y,;
2561,51,164546,Y,Y,N,;
2561,29,164528,Y,Y,N,;
2561,31,164528,N,Y,Y,;
2561,40,179079,Y,Y,N,;
2561,42,179079,N,Y,Y,;
2561,32,164529,Y,Y,N,;
2561,34,164529,N,Y,Y,;
2561,50,164531,Y,Y,N,;
2561,25,180803,Y,Y,N,;
2561,27,180803,N,Y,Y,;
2561,50,178635,Y,Y,N,;
2561,32,170280,Y,Y,N,;
2561,34,170280,N,Y,Y,;
2561,35,179313,Y,Y,N,;
2561,37,179313,N,Y,Y,;
2561,27,180815,Y,Y,N,;
2561,29,180815,N,Y,Y,;
2561,50,187512,Y,Y,N,;
2561,50,165466,Y,Y,N,;
2561,32,165465,Y,Y,N,;
2561,34,165465,N,Y,Y,;
2561,45,186871,Y,Y,N,;
2561,47,186871,N,Y,Y,;
2561,9,97000,Y,N,Y,;
2561,7,98459,Y,N,Y,;
2561,2,98208,Y,N,Y,;
2561,11,98015,Y,N,Y,;
2561,2,98369,Y,N,Y,;
2561,9,106130,Y,N,Y,;
2561,12,97257,Y,N,Y,;
2561,7,97867,Y,N,Y,;
2561,11,97138,Y,N,Y,;
2561,7,178642,Y,N,Y,;
2561,9,97223,Y,N,Y,;
2561,11,136570,Y,N,Y,;
2561,12,98413,Y,N,Y,;
2561,7,98555,Y,N,Y,;
2561,9,97004,Y,N,Y,;
2561,33,164529,Y,N,Y,;
2561,51,164531,Y,N,Y,;
2561,26,180803,Y,N,Y,;
2561,51,178635,Y,N,Y,;
2561,21,164550,Y,N,Y,;
2561,39,162521,Y,N,Y,;
2561,43,186873,Y,N,Y,;
2561,33,170280,Y,N,Y,;
2561,36,179313,Y,N,Y,;
2561,28,180815,Y,N,Y,;
2561,46,162564,Y,N,Y,;
2561,51,166096,Y,N,Y,;
2561,50,166095,Y,N,Y,;
2561,49,180814,Y,N,Y,;
2561,24,180818,Y,N,Y,;
2561,21,180784,Y,N,Y,;
2561,46,186871,Y,N,Y,;
2561,51,165466,Y,N,Y,;
2561,33,165465,Y,N,Y,;
2561,51,187512,Y,N,Y,;
2561,34,180800,Y,N,Y,;
2561,51,164541,Y,N,Y,;
2561,35,180801,Y,N,Y,;
2561,11,180799,Y,Y,N,;
2561,13,180799,N,Y,Y,;
2561,12,180799,Y,N,Y,;
2561,50,164540,Y,N,Y,;
2561,16,165460,Y,N,Y,;
2561,19,165462,Y,N,Y,;
2561,18,165461,Y,N,Y,;
2561,36,164548,Y,N,Y,;
2561,30,164528,Y,N,Y,;
2561,25,163380,Y,N,Y,;
2561,38,180802,Y,N,Y,;
2561,36,185492,Y,N,Y,;
2561,41,179079,Y,N,Y,;
2722,7,185200,Y,N,Y,;
2722,45,162556,Y,N,Y,;
2722,25,164486,Y,N,Y,;
2722,25,164497,Y,N,Y,;
2722,14,180793,Y,N,Y,;
2722,31,164499,Y,N,Y,;
2722,47,180809,Y,N,Y,;
2722,33,164495,Y,N,Y,;
2722,51,186885,Y,N,Y,;
2722,21,180792,Y,N,Y,;
2722,25,97928,Y,N,Y,;
2722,47,97011,Y,N,Y,;
2722,31,98171,Y,N,Y,;
2722,7,97168,Y,N,Y,;
2722,48,159686,Y,N,Y,;
2722,36,164484,Y,N,Y,;
2722,35,164483,Y,N,Y,;
2722,26,97967,Y,N,Y,;
2722,25,97927,Y,N,Y,;
2722,31,98170,Y,N,Y,;
2722,50,97145,Y,N,Y,;
2722,38,98455,Y,N,Y,;
2722,22,97797,Y,N,Y,;
2722,17,97562,Y,N,Y,;
2722,45,98115,Y,N,Y,;
2722,5,98592,Y,N,Y,;
2722,8,177939,Y,N,Y,;
2722,2,98368,Y,N,Y,;
2722,7,98755,Y,N,Y,;
2722,20,97716,Y,N,Y,;
2722,14,97392,Y,N,Y,;
2722,41,187972,Y,N,Y,;
2722,48,97029,Y,N,Y,;
2722,21,97752,Y,N,Y,;
2722,33,98117,Y,N,Y,;
2722,24,164496,Y,N,Y,;
2722,41,179078,Y,N,Y,;
2722,15,180795,Y,N,Y,;
2722,22,162669,Y,N,Y,;
2722,39,179076,Y,N,Y,;
2722,39,162519,Y,N,Y,;
2722,43,162520,Y,N,Y,;
2722,34,162525,Y,N,Y,;
2728,25,97928,Y,N,Y,;
2728,31,98171,Y,N,Y,;
2728,47,97011,Y,N,Y,;
2728,41,187972,Y,N,Y,;
2731,2,98368,Y,N,Y,;
2731,15,180795,Y,N,Y,;
2731,48,159686,Y,N,Y,;
2731,45,162556,Y,N,Y,;
2731,24,164496,Y,N,Y,;
2731,41,179078,Y,N,Y,;
2731,25,164497,Y,N,Y,;
2731,39,179076,Y,N,Y,;
2731,14,180793,Y,N,Y,;
2731,33,164495,Y,N,Y,;
2731,31,164499,Y,N,Y,;
2731,22,162669,Y,N,Y,;
2731,21,180792,Y,N,Y,;
2731,41,187972,Y,N,Y,;
2731,25,97928,Y,N,Y,;
2731,47,97011,Y,N,Y,;
2731,31,98171,Y,N,Y,;
2731,48,97029,Y,N,Y,;
2731,21,97752,Y,N,Y,;
2731,33,98117,Y,N,Y,;
2731,8,177939,Y,N,Y,;
2731,7,185200,Y,N,Y,;
2731,5,98592,Y,N,Y,;
2731,7,97168,Y,N,Y,;
2731,50,97145,Y,N,Y,;
2731,38,98455,Y,N,Y,;
2731,22,97797,Y,N,Y,;
2731,26,97967,Y,N,Y,;
2731,17,97562,Y,N,Y,;
2731,45,98115,Y,N,Y,;
2731,20,97716,Y,N,Y,;
2731,14,97392,Y,N,Y,;
2731,25,164486,Y,N,Y,;
2731,51,186885,Y,N,Y,;
2731,43,162520,Y,N,Y,;
2731,7,98755,Y,N,Y,;
2739,41,187972,Y,N,Y,;
2739,31,98171,Y,N,Y,;
2739,47,97011,Y,N,Y,;
2739,25,97928,Y,N,Y,;
3167,49,170449,Y,N,Y,;
3167,29,164334,Y,N,Y,;
3167,21,97748,Y,N,Y,;
3167,49,97946,Y,N,Y,;
3167,21,137363,Y,N,Y,;
3167,27,137364,Y,N,Y,;
3167,33,178637,Y,N,Y,;
3167,27,98013,Y,N,Y,;
3167,21,185686,Y,N,Y,;
3167,45,96872,Y,N,Y,;
3167,3,97933,Y,N,Y,;
3167,12,97215,Y,N,Y,;
3167,6,97275,Y,N,Y,;
3167,41,162046,Y,N,Y,;
3167,47,164337,Y,N,Y,;
3167,46,159098,Y,N,Y,;
3167,34,179038,Y,N,Y,;
3167,29,183695,Y,N,Y,;
3167,28,165815,Y,N,Y,;
3167,22,168955,Y,N,Y,;
3167,44,179039,Y,N,Y,;
3167,32,187086,Y,N,Y,;
3167,23,97644,Y,N,Y,;
3167,22,187094,Y,N,Y,;
3167,32,138250,Y,N,Y,;
3167,23,164332,Y,N,Y,;
3167,28,164333,Y,N,Y,;
3167,38,168956,Y,N,Y,;
3167,46,180805,Y,N,Y,;
3167,33,98247,Y,N,Y,;
4035,5,98588,Y,N,Y,;
4035,2,97037,Y,N,Y,;
4035,3,98433,Y,N,Y,;
4035,2,188870,Y,N,Y,;
4035,13,98141,Y,N,Y,;
4035,6,98630,Y,N,Y,;
4035,12,97214,Y,N,Y,;
4035,32,187086,Y,N,Y,;
4035,23,97644,Y,N,Y,;
4035,22,187094,Y,N,Y,;
4035,25,165463,Y,N,Y,;
4035,28,165464,Y,N,Y,;
4035,48,186880,Y,N,Y,;
4035,22,168955,Y,N,Y,;
4035,44,179039,Y,N,Y,;
4035,32,138250,Y,N,Y,;
4035,23,164332,Y,N,Y,;
4035,28,164333,Y,N,Y,;
4035,24,179037,Y,N,Y,;
4035,46,180806,Y,N,Y,;
4035,28,163374,Y,N,Y,;
4035,29,183695,Y,N,Y,;
4035,28,165815,Y,N,Y,;
4035,44,180804,Y,N,Y,;
4035,22,164503,Y,N,Y,;
4035,43,162523,Y,N,Y,;
4035,41,186878,Y,N,Y,;
4035,34,179038,Y,N,Y,;
4035,37,168956,Y,Y,N,;
4035,41,162046,Y,N,Y,;
4035,47,164337,Y,N,Y,;
4035,38,168956,Y,N,Y,;
4035,46,180805,Y,N,Y,;
4035,29,164334,Y,N,Y,;
4035,46,164324,Y,N,Y,;
4035,35,164320,Y,N,Y,;
4035,16,164318,Y,N,Y,;
4035,20,178628,Y,N,Y,;
4035,31,162522,Y,N,Y,;
4035,46,159098,Y,N,Y,;
4035,34,162516,Y,N,Y,;
4035,35,179036,Y,N,Y,;
4035,25,164323,Y,N,Y,;
4035,47,162047,Y,N,Y,;
4035,44,180807,Y,N,Y,;
4035,45,180808,Y,N,Y,;
4035,24,164319,Y,N,Y,;
4035,26,162515,Y,N,Y,;
4035,2,97933,Y,Y,N,;
4035,4,97933,N,Y,Y,;
4035,5,97275,Y,Y,N,;
4035,7,97275,N,Y,Y,;
4035,11,97215,Y,Y,N,;
4035,13,97215,N,Y,Y,;
4035,48,178673,Y,Y,N,;
4035,50,178673,N,Y,Y,;
4035,44,96872,Y,Y,N,;
4035,46,96872,N,Y,Y,;
4035,48,170449,Y,Y,N,;
4035,50,170449,N,Y,Y,;
4035,32,178637,Y,Y,N,;
4035,34,178637,N,Y,Y,;
4035,32,98247,Y,Y,N,;
4035,34,98247,N,Y,Y,;
4035,20,97748,Y,Y,N,;
4035,22,97748,N,Y,Y,;
4035,20,185686,Y,Y,N,;
4035,22,185686,N,Y,Y,;
4035,20,137363,Y,Y,N,;
4035,22,137363,N,Y,Y,;
4035,26,137364,Y,Y,N,;
4035,28,137364,N,Y,Y,;
4035,48,97946,Y,Y,N,;
4035,50,97946,N,Y,Y,;
4035,26,98013,Y,Y,N,;
4035,28,98013,N,Y,Y,;
4035,12,97215,Y,N,Y,;
4035,6,97275,Y,N,Y,;
4035,32,98203,Y,N,Y,;
4035,48,98144,Y,N,Y,;
4035,38,98453,Y,N,Y,;
4035,14,97390,Y,N,Y,;
4035,49,189419,Y,N,Y,;
4035,35,97082,Y,N,Y,;
4035,41,97369,Y,N,Y,;
4035,20,97712,Y,N,Y,;
4035,50,97146,Y,N,Y,;
4035,44,98778,Y,N,Y,;
4035,18,97614,Y,N,Y,;
4035,45,96872,Y,N,Y,;
4035,49,178673,Y,N,Y,;
4035,20,179908,Y,N,Y,;
4035,33,98247,Y,N,Y,;
4035,21,97748,Y,N,Y,;
4035,33,178637,Y,N,Y,;
4035,49,170449,Y,N,Y,;
4035,21,137363,Y,N,Y,;
4035,27,137364,Y,N,Y,;
4035,21,185686,Y,N,Y,;
4035,17,97556,Y,N,Y,;
4035,23,97846,Y,N,Y,;
4035,29,98093,Y,N,Y,;
4035,27,98013,Y,N,Y,;
4035,49,97946,Y,N,Y,;
4035,39,168956,N,Y,Y,;
4035,45,180805,Y,Y,N,;
4035,47,180805,N,Y,Y,;
4035,28,164334,Y,Y,N,;
4035,30,164334,N,Y,Y,;
4035,12,97641,Y,N,Y,;
4035,2,98362,Y,N,Y,;
4035,3,97933,Y,N,Y,;
4328,33,98247,Y,N,Y,;
4328,47,164337,Y,N,Y,;
4328,33,178637,Y,N,Y,;
4328,21,185686,Y,N,Y,;
4328,49,97946,Y,N,Y,;
4328,27,98013,Y,N,Y,;
4328,21,137363,Y,N,Y,;
4328,27,137364,Y,N,Y,;
4328,49,170449,Y,N,Y,;
4328,3,97933,Y,N,Y,;
4328,6,97275,Y,N,Y,;
4328,12,97215,Y,N,Y,;
4328,45,96872,Y,N,Y,;
4328,34,179038,Y,N,Y,;
4328,32,138250,Y,N,Y,;
4328,23,164332,Y,N,Y,;
4328,28,164333,Y,N,Y,;
4328,46,159098,Y,N,Y,;
4328,29,183695,Y,N,Y,;
4328,28,165815,Y,N,Y,;
4328,22,168955,Y,N,Y,;
4328,44,179039,Y,N,Y,;
4328,32,187086,Y,N,Y,;
4328,23,97644,Y,N,Y,;
4328,22,187094,Y,N,Y,;
4328,41,162046,Y,N,Y,;
4328,21,97748,Y,N,Y,;
6124,33,178637,Y,N,Y,;
6124,35,97082,Y,N,Y,;
6124,41,97369,Y,N,Y,;
6124,48,186880,Y,N,Y,;
6124,24,164319,Y,N,Y,;
6124,43,162523,Y,N,Y,;
6124,29,183695,Y,N,Y,;
6124,28,165815,Y,N,Y,;
6124,41,162046,Y,N,Y,;
6124,47,164337,Y,N,Y,;
6124,22,168955,Y,N,Y,;
6124,44,179039,Y,N,Y,;
6124,34,162516,Y,N,Y,;
6124,35,179036,Y,N,Y,;
6124,25,164323,Y,N,Y,;
6124,47,162047,Y,N,Y,;
6124,44,180807,Y,N,Y,;
6124,45,180808,Y,N,Y,;
6124,32,138250,Y,N,Y,;
6124,23,164332,Y,N,Y,;
6124,28,164333,Y,N,Y,;
6124,24,179037,Y,N,Y,;
6124,46,180806,Y,N,Y,;
6124,28,163374,Y,N,Y,;
6124,22,164503,Y,N,Y,;
6124,2,98362,Y,N,Y,;
6124,3,97933,Y,N,Y,;
6124,5,98588,Y,N,Y,;
6124,38,168956,Y,N,Y,;
6124,46,180805,Y,N,Y,;
6124,29,164334,Y,N,Y,;
6124,46,164324,Y,N,Y,;
6124,35,164320,Y,N,Y,;
6124,16,164318,Y,N,Y,;
6124,20,178628,Y,N,Y,;
6124,31,162522,Y,N,Y,;
6124,32,187086,Y,N,Y,;
6124,23,97644,Y,N,Y,;
6124,22,187094,Y,N,Y,;
6124,44,180804,Y,N,Y,;
6124,34,179038,Y,N,Y,;
6124,46,159098,Y,N,Y,;
6124,25,165463,Y,N,Y,;
6124,28,165464,Y,N,Y,;
6124,26,162515,Y,N,Y,;
6124,41,186878,Y,N,Y,;
6124,49,189419,Y,N,Y,;
6124,20,179908,Y,N,Y,;
6124,2,97933,Y,Y,N,;
6124,4,97933,N,Y,Y,;
6124,5,97275,Y,Y,N,;
6124,7,97275,N,Y,Y,;
6124,11,97215,Y,Y,N,;
6124,13,97215,N,Y,Y,;
6124,48,170449,Y,Y,N,;
6124,50,170449,N,Y,Y,;
6124,34,97082,Y,Y,N,;
6124,36,97082,N,Y,Y,;
6124,40,97369,Y,Y,N,;
6124,42,97369,N,Y,Y,;
6124,32,178637,Y,Y,N,;
6124,34,178637,N,Y,Y,;
6124,48,97946,Y,Y,N,;
6124,50,97946,N,Y,Y,;
6124,20,185686,Y,Y,N,;
6124,22,185686,N,Y,Y,;
6124,26,98013,Y,Y,N,;
6124,28,98013,N,Y,Y,;
6124,48,178673,Y,Y,N,;
6124,50,178673,N,Y,Y,;
6124,20,137363,Y,Y,N,;
6124,22,137363,N,Y,Y,;
6124,26,137364,Y,Y,N,;
6124,28,137364,N,Y,Y,;
6124,32,98247,Y,Y,N,;
6124,34,98247,N,Y,Y,;
6124,20,97748,Y,Y,N,;
6124,22,97748,N,Y,Y,;
6124,44,96872,Y,Y,N,;
6124,46,96872,N,Y,Y,;
6124,49,97946,Y,N,Y,;
6124,17,97556,Y,N,Y,;
6124,23,97846,Y,N,Y,;
6124,29,98093,Y,N,Y,;
6124,27,98013,Y,N,Y,;
6124,21,185686,Y,N,Y,;
6124,20,97712,Y,N,Y,;
6124,32,98203,Y,N,Y,;
6124,48,98144,Y,N,Y,;
6124,38,98453,Y,N,Y,;
6124,14,97390,Y,N,Y,;
6124,21,137363,Y,N,Y,;
6124,27,137364,Y,N,Y,;
6124,49,178673,Y,N,Y,;
6124,33,98247,Y,N,Y,;
6124,21,97748,Y,N,Y,;
6124,50,97146,Y,N,Y,;
6124,44,98778,Y,N,Y,;
6124,45,96872,Y,N,Y,;
6124,3,98433,Y,N,Y,;
6124,2,188870,Y,N,Y,;
6124,13,98141,Y,N,Y,;
6124,12,97641,Y,N,Y,;
6124,6,98630,Y,N,Y,;
6124,6,97275,Y,N,Y,;
6124,12,97214,Y,N,Y,;
6124,12,97215,Y,N,Y,;
6124,2,97037,Y,N,Y,;
6124,49,170449,Y,N,Y,;
6124,18,97614,Y,N,Y,;
7143,41,187972,Y,N,Y,;
7143,31,98171,Y,N,Y,;
7143,47,97011,Y,N,Y,;
7143,25,97928,Y,N,Y,;
8988,41,187972,Y,N,Y,;
8988,31,98171,Y,N,Y,;
8988,47,97011,Y,N,Y,;
8988,25,97928,Y,N,Y,;
9628,45,96872,Y,N,Y,;
9628,46,159098,Y,N,Y,;
9628,33,98247,Y,N,Y,;
9628,21,97748,Y,N,Y,;
9628,3,97933,Y,N,Y,;
9628,33,178637,Y,N,Y,;
9628,21,185686,Y,N,Y,;
9628,49,97946,Y,N,Y,;
9628,21,137363,Y,N,Y,;
9628,27,137364,Y,N,Y,;
9628,27,98013,Y,N,Y,;
9628,29,183695,Y,N,Y,;
9628,28,165815,Y,N,Y,;
9628,34,179038,Y,N,Y,;
9628,32,187086,Y,N,Y,;
9628,23,97644,Y,N,Y,;
9628,22,187094,Y,N,Y,;
9628,12,97215,Y,N,Y,;
9628,6,97275,Y,N,Y,;
9628,41,162046,Y,N,Y,;
9628,47,164337,Y,N,Y,;
9628,32,138250,Y,N,Y,;
9628,23,164332,Y,N,Y,;
9628,28,164333,Y,N,Y,;
9628,22,168955,Y,N,Y,;
9628,44,179039,Y,N,Y,;
9628,49,170449,Y,N,Y,;
10061,7,98555,Y,N,Y,;
10061,9,97004,Y,N,Y,;
10061,4,98520,Y,N,Y,;
10061,7,97728,Y,N,Y,;
10061,4,97979,Y,N,Y,;
10061,5,96917,Y,N,Y,;
10061,4,98329,Y,N,Y,;
10061,7,98148,Y,N,Y,;
10061,9,96997,Y,N,Y,;
10061,11,97977,Y,N,Y,;
10061,7,178642,Y,N,Y,;
10061,9,97223,Y,N,Y,;
10061,2,98367,Y,N,Y,;
10061,6,98663,Y,N,Y,;
10061,17,97559,Y,N,Y,;
10061,23,97849,Y,N,Y,;
10061,37,98390,Y,N,Y,;
10061,18,97617,Y,N,Y,;
10061,24,97891,Y,N,Y,;
10061,11,97149,Y,N,Y,;
10061,8,96864,Y,N,Y,;
10061,10,97065,Y,N,Y,;
10061,46,96904,Y,N,Y,;
10061,28,98064,Y,N,Y,;
10061,36,98388,Y,N,Y,;
10061,4,98542,Y,N,Y,;
10061,3,98435,Y,N,Y,;
10061,5,185220,Y,N,Y,;
10061,34,98283,Y,N,Y,;
10061,40,98546,Y,N,Y,;
10061,33,98248,Y,N,Y,;
10061,21,97753,Y,N,Y,;
10061,35,98320,Y,N,Y,;
10061,29,98094,Y,N,Y,;
10061,41,98618,Y,N,Y,;
10061,47,96942,Y,N,Y,;
10061,36,96968,Y,N,Y,;
10061,40,97156,Y,N,Y,;
10061,28,98065,Y,N,Y,;
10061,51,98690,Y,N,Y,;
10061,22,177938,Y,N,Y,;
10061,45,96874,Y,N,Y,;
10061,32,98205,Y,N,Y,;
10061,38,98454,Y,N,Y,;
10061,47,97816,Y,N,Y,;
10061,22,97753,N,Y,Y,;
10061,29,96818,Y,N,Y,;
10061,38,187227,Y,N,Y,;
10061,34,98284,Y,N,Y,;
10061,16,97511,Y,N,Y,;
10061,22,97796,Y,N,Y,;
10061,10,97138,Y,Y,N,;
10061,12,97138,N,Y,Y,;
10061,3,98369,N,Y,Y,;
10061,51,98527,Y,Y,N,;
10061,32,98248,Y,Y,N,;
10061,34,98248,N,Y,Y,;
10061,20,97753,Y,Y,N,;
10061,44,96874,Y,Y,N,;
10061,46,96874,N,Y,Y,;
10061,13,180775,Y,N,Y,;
10061,21,180784,Y,N,Y,;
10061,36,162554,Y,N,Y,;
10061,35,180776,Y,N,Y,;
10061,51,166096,Y,N,Y,;
10061,50,166095,Y,N,Y,;
10061,49,180814,Y,N,Y,;
10061,24,180818,Y,N,Y,;
10061,21,162668,Y,N,Y,;
10061,22,180783,Y,N,Y,;
10061,33,162553,Y,N,Y,;
10061,43,164448,Y,N,Y,;
10061,32,180779,Y,N,Y,;
10061,45,180781,Y,N,Y,;
10061,51,164462,Y,N,Y,;
10061,44,164461,Y,N,Y,;
10061,38,180802,Y,N,Y,;
10061,36,185492,Y,N,Y,;
10061,41,164456,Y,N,Y,;
10061,25,162527,Y,N,Y,;
10061,38,180780,Y,N,Y,;
10061,39,179075,Y,N,Y,;
10061,42,164465,Y,N,Y,;
10061,25,163380,Y,N,Y,;
10061,50,164540,Y,N,Y,;
10061,34,180800,Y,N,Y,;
10061,51,164541,Y,N,Y,;
10061,35,180801,Y,N,Y,;
10061,49,164455,Y,N,Y,;
10061,48,164454,Y,N,Y,;
10061,40,163376,Y,N,Y,;
10061,27,163375,Y,N,Y,;
10061,31,162524,Y,N,Y,;
10061,30,162555,Y,N,Y,;
10061,21,181251,Y,N,Y,;
10061,46,163379,Y,N,Y,;
10061,47,180774,Y,N,Y,;
10061,43,164460,Y,N,Y,;
10061,41,164451,Y,N,Y,;
10061,43,164458,Y,N,Y,;
10061,26,180778,Y,N,Y,;
10061,7,98261,Y,N,Y,;
10061,5,97258,Y,N,Y,;
10061,11,97138,Y,N,Y,;
10061,6,98662,Y,N,Y,;
10061,4,98518,Y,N,Y,;
10061,9,97477,Y,N,Y,;
10061,12,98441,Y,N,Y,;
10061,50,164467,Y,N,Y,;
10061,48,164466,Y,N,Y,;
10061,32,180777,Y,N,Y,;
10061,36,164452,Y,N,Y,;
10061,42,164453,Y,N,Y,;
10061,24,162518,Y,N,Y,;
10061,21,180783,Y,Y,N,;
10061,23,180783,N,Y,Y,;
10061,4,177944,Y,N,Y,;
10061,12,97217,Y,N,Y,;
10061,11,136570,Y,N,Y,;
10061,7,98459,Y,N,Y,;
10061,2,98627,Y,N,Y,;
10061,2,98369,Y,N,Y,;
10061,9,97000,Y,N,Y,;
10061,7,98754,Y,N,Y,;
10188,12,180799,Y,N,Y,;
10188,36,98388,Y,N,Y,;
10188,51,164541,Y,N,Y,;
10188,35,180801,Y,N,Y,;
10188,51,166096,Y,N,Y,;
10188,50,166095,Y,N,Y,;
10188,49,180814,Y,N,Y,;
10188,24,180818,Y,N,Y,;
10188,38,180802,Y,N,Y,;
10188,36,185492,Y,N,Y,;
10188,33,170280,Y,N,Y,;
10188,36,179313,Y,N,Y,;
10188,28,180815,Y,N,Y,;
10188,25,163380,Y,N,Y,;
10188,33,164529,Y,N,Y,;
10188,16,165460,Y,N,Y,;
10188,19,165462,Y,N,Y,;
10188,18,165461,Y,N,Y,;
10188,36,164548,Y,N,Y,;
10188,30,164528,Y,N,Y,;
10188,51,165466,Y,N,Y,;
10188,33,165465,Y,N,Y,;
10188,51,187512,Y,N,Y,;
10188,51,178635,Y,N,Y,;
10188,51,164531,Y,N,Y,;
10188,26,180803,Y,N,Y,;
10188,46,186871,Y,N,Y,;
10188,50,164540,Y,N,Y,;
10188,41,179079,Y,N,Y,;
10188,9,97000,Y,N,Y,;
10188,2,189811,Y,N,Y,;
10188,7,97867,Y,N,Y,;
10188,2,98369,Y,N,Y,;
10188,11,97138,Y,N,Y,;
10188,9,106130,Y,N,Y,;
10188,12,98413,Y,N,Y,;
10188,7,98459,Y,N,Y,;
10188,7,178642,Y,N,Y,;
10188,9,97223,Y,N,Y,;
10188,2,98208,Y,N,Y,;
10188,11,98015,Y,N,Y,;
10188,12,97257,Y,N,Y,;
10188,33,98248,Y,N,Y,;
10188,21,97753,Y,N,Y,;
10188,42,98685,Y,N,Y,;
10188,37,98390,Y,N,Y,;
10188,17,97564,Y,N,Y,;
10188,26,98559,Y,N,Y,;
10188,45,96874,Y,N,Y,;
10188,18,97617,Y,N,Y,;
10188,24,97891,Y,N,Y,;
10188,14,97394,Y,N,Y,;
10188,34,180800,Y,N,Y,;
10202,3,98364,N,Y,Y,;
10202,10,97064,Y,N,Y,;
10202,6,98590,N,Y,Y,;
10202,2,98364,Y,N,Y,;
10202,5,98590,Y,N,Y,;
10202,2,98233,Y,N,Y,;
10202,7,187713,Y,N,Y,;
10202,18,97615,Y,N,Y,;
10202,21,98526,Y,N,Y,;
10202,24,97889,Y,N,Y,;
10202,40,97900,Y,N,Y,;
10202,46,97991,Y,N,Y,;
10202,47,98756,Y,N,Y,;
10202,30,98137,Y,N,Y,;
10202,21,97750,Y,N,Y,;
10202,32,98204,Y,N,Y,;
10202,20,97715,Y,N,Y,;
10202,44,98776,Y,N,Y,;
10202,27,98014,Y,N,Y,;
10202,17,97558,Y,N,Y,;
10202,23,97848,Y,N,Y,;
10202,25,97259,Y,N,Y,;
10202,43,98776,Y,Y,N,;
10202,45,98776,N,Y,Y,;
10202,29,185495,Y,N,Y,;
10202,43,179034,Y,N,Y,;
10202,41,179074,Y,N,Y,;
10202,45,180719,Y,N,Y,;
10202,45,164406,Y,N,Y,;
