FACILITY_ID,TOWER_ID,FAC_CALLSIGN,FAC_CHANNEL,FAC_SERVICE,COUNTY,STATE,LOCATION_TYPE,LATITUDE,LONGITUDE,COORD_RADIUS,END_OF_LINE                                                                                            
     999101,     30153,WIJ783              ,         19,YK   ,MONMOUTH                                          ,NJ                                                ,F    ,40.2037222,74.2704167,            ,;              
     999102,     30143,WIJ783              ,         19,YK   ,MONMOUTH                                          ,NJ                                                ,F    ,40.3959444,74.1745833,            ,;              
     999105,     30153,WIJ783              ,         20,YK   ,MONMOUTH                                          ,NJ                                                ,F    ,40.2037222,74.2704167,            ,;              
     999106,     30143,WIJ783              ,         20,YK   ,MONMOUTH                                          ,NJ                                                ,F    ,40.3959444,74.1745833,            ,;              
     999109,     30123,WIK355              ,         19,PW   ,SOMERSET                                          ,NJ                                                ,F    ,40.5692778,    74.611,            ,;              
     999111,     30111,WIK841              ,         19,PW   ,SOMERSET                                          ,NJ                                                ,F    ,   40.6215,74.5037778,            ,;              
     999112,     30120,WIK841              ,         19,PW   ,SOMERSET                                          ,NJ                                                ,F    ,40.5848333,74.4926667,            ,;              
     999113,     30106,WIK841              ,         19,PW   ,SOMERSET                                          ,NJ                                                ,F    ,40.6467778,74.5696111,            ,;              
     999114,     30100,WIK841              ,         19,PW   ,SOMERSET                                          ,NJ                                                ,F    ,40.6517778,74.4762778,            ,;              
     999115,     30107,WIK841              ,         19,PW   ,SOMERSET                                          ,NJ                                                ,F    ,40.6456667,74.5243333,            ,;              
     999117,     30072,WIL429              ,         19,YW   ,ESSEX                                             ,NJ                                                ,F    ,40.8361111,74.2188889,            ,;              
     999118,     30077,WIL429              ,         19,YW   ,ESSEX                                             ,NJ                                                ,F    ,40.8166667,74.2213889,            ,;              
     999120,     30072,WIL429              ,         20,YW   ,ESSEX                                             ,NJ                                                ,F    ,40.8361111,74.2188889,            ,;              
     999121,     30077,WIL429              ,         20,YW   ,ESSEX                                             ,NJ                                                ,F    ,40.8166667,74.2213889,            ,;              
     999123,     30265,WIL552              ,         15,YW   ,OCEAN                                             ,NJ                                                ,F    ,39.9736111,    74.195,            ,;              
     999124,     30271,WIL552              ,         15,YW   ,OCEAN                                             ,NJ                                                ,F    ,39.6020556,74.3448611,            ,;              
     999125,     30157,WIL552              ,         15,YW   ,OCEAN                                             ,NJ                                                ,F    ,40.0828889,74.4829167,            ,;              
     999126,     30156,WIL552              ,         15,YW   ,OCEAN                                             ,NJ                                                ,F    ,40.1021944,  74.16075,            ,;              
     999128,     30265,WIL552              ,         20,YW   ,OCEAN                                             ,NJ                                                ,F    ,39.9736111,    74.195,            ,;              
     999129,     30270,WIL552              ,         20,YW   ,OCEAN                                             ,NJ                                                ,F    ,39.7556667,  74.23125,            ,;              
     999130,     30271,WIL552              ,         20,YW   ,OCEAN                                             ,NJ                                                ,F    ,39.6020556,74.3448611,            ,;              
     999131,     30157,WIL552              ,         20,YW   ,OCEAN                                             ,NJ                                                ,F    ,40.0828889,74.4829167,            ,;              
     999132,     30156,WIL552              ,         20,YW   ,OCEAN                                             ,NJ                                                ,F    ,40.1021944,  74.16075,            ,;              
     999133,     30266,WIL552              ,         20,YW   ,OCEAN                                             ,NJ                                                ,F    ,39.9528889,74.1940278,            ,;              
     999135,     30060,WIL599              ,         19,PW   ,PASSAIC                                           ,NJ                                                ,F    ,40.9631667,74.2559722,            ,;              
     999136,     30062,WIL599              ,         19,PW   ,PASSAIC                                           ,NJ                                                ,F    ,40.9292778,74.2301389,            ,;              
     999138,     30063,WIL636              ,         19,PW   ,PASSAIC                                           ,NJ                                                ,F    ,40.9062222,74.1768056,            ,;              
     999139,     30064,WIL636              ,         19,PW   ,PASSAIC                                           ,NJ                                                ,F    ,40.9117778,74.1568056,            ,;              
     999141,     30082,WIL676              ,         19,PW   ,HUDSON                                            ,NJ                                                ,F    ,40.7645556,74.1479167,            ,;              
     999143,     30087,WIL676              ,         19,PW   ,HUDSON                                            ,NJ                                                ,F    ,40.7262778,  74.11025,            ,;              
     999144,     30148,WIL678              ,         19,PW   ,MONMOUTH                                          ,NJ                                                ,F    ,40.2642778,74.2781944,            ,;              
     999145,     30149,WIL678              ,         19,PW   ,MONMOUTH                                          ,NJ                                                ,F    ,40.2642778,74.2779167,            ,;              
     999147,     30121,WIL720              ,         19,PW   ,MIDDLESEX                                         ,NJ                                                ,F    ,    40.584,74.4173611,            ,;              
     999148,     30125,WIL720              ,         19,PW   ,MIDDLESEX                                         ,NJ                                                ,F    ,40.5820556,74.4131944,            ,;              
     999150,     30074,WIL791              ,         19,PW   ,BERGEN                                            ,NJ                                                ,F    ,40.8342778,74.0515278,            ,;              
     999152,     30098,WIL797              ,         19,PW   ,UNION                                             ,NJ                                                ,F    ,40.6826111,  74.40625,            ,;              
     999154,     30164,WIL824              ,         19,PW   ,BERGEN                                            ,NJ                                                ,F    ,40.8242778,73.9884722,            ,;              
     999156,     30131,WIL900              ,         14,YW   ,SOMERSET                                          ,NJ                                                ,F    ,40.5317778,74.6326667,            ,;              
     999157,     30137,WIL900              ,         14,YW   ,SOMERSET                                          ,NJ                                                ,F    ,40.4708333,74.7277778,            ,;              
     999158,     30089,WIL900              ,         14,YW   ,SOMERSET                                          ,NJ                                                ,F    ,40.7023611,74.5816667,            ,;              
     999159,     30114,WIL900              ,         14,YW   ,SOMERSET                                          ,NJ                                                ,F    ,40.6114167,74.5697222,            ,;              
     999161,     30124,WIL900              ,         14,YW   ,SOMERSET                                          ,NJ                                                ,F    ,40.5691667,74.6111111,            ,;              
     999162,     30131,WIL900              ,         19,YW   ,SOMERSET                                          ,NJ                                                ,F    ,40.5317778,74.6326667,            ,;              
     999163,     30137,WIL900              ,         19,YW   ,SOMERSET                                          ,NJ                                                ,F    ,40.4708333,74.7277778,            ,;              
     999164,     30089,WIL900              ,         19,YW   ,SOMERSET                                          ,NJ                                                ,F    ,40.7023611,74.5816667,            ,;              
     999165,     30114,WIL900              ,         19,YW   ,SOMERSET                                          ,NJ                                                ,F    ,40.6114167,74.5697222,            ,;              
     999166,     30115,WIL900              ,         19,YW   ,SOMERSET                                          ,NJ                                                ,F    ,    40.604,   74.4885,            ,;              
     999168,     30124,WIL900              ,         19,YW   ,SOMERSET                                          ,NJ                                                ,F    ,40.5691667,74.6111111,            ,;              
     999169,     30081,WIL924              ,         19,PW   ,ESSEX                                             ,NJ                                                ,F    ,40.7667778,74.2329167,            ,;              
     999170,     30080,WIL924              ,         19,PW   ,ESSEX                                             ,NJ                                                ,F    ,40.7681667,74.2351389,            ,;              
     999173,     30071,WIL942              ,         19,PW   ,BERGEN                                            ,NJ                                                ,F    ,40.8592778,74.0245833,            ,;              
     999175,     30118,WIL967              ,         19,PW   ,UNION                                             ,NJ                                                ,F    ,40.6042778,74.2745833,            ,;              
     999177,     30134,WIM222              ,         19,PW   ,MIDDLESEX                                         ,NJ                                                ,F    ,40.5070556,74.2640278,            ,;              
     999179,     30099,WIM531              ,         19,PW   ,UNION                                             ,NJ                                                ,F    ,40.6709444,74.2195833,            ,;              
     999180,     30103,WIM531              ,         19,PW   ,UNION                                             ,NJ                                                ,F    ,40.6620556,74.2156944,            ,;              
     999182,     30146,WIM583              ,         19,PW   ,MONMOUTH                                          ,NJ                                                ,F    ,40.3317778,74.2298611,            ,;              
     999183,     30145,WIM583              ,         19,PW   ,MONMOUTH                                          ,NJ                                                ,F    ,40.3270556,74.2659722,            ,;              
     999185,     30144,WIM583              ,         19,PW   ,MONMOUTH                                          ,NJ                                                ,F    ,40.3281944,74.2708889,            ,;              
     999186,     30079,WIM608              ,         19,IG   ,ESSEX                                             ,NJ                                                ,F    ,   40.8015,74.2451389,            ,;              
     999188,     30073,WIM835              ,         19,PW   ,BERGEN                                            ,NJ                                                ,F    ,40.8417778,  74.09375,            ,;              
     999190,     30110,WPGX673             ,         19,PW   ,UNION                                             ,NJ                                                ,F    ,40.6478889,74.2401389,           0,;              
     999192,     30139,WPGX713             ,         19,PW   ,MIDDLESEX                                         ,NJ                                                ,F    ,40.4548333,74.3101389,            ,;              
     999193,     30138,WPGX713             ,         19,PW   ,MIDDLESEX                                         ,NJ                                                ,F    ,40.4801111,74.3084722,            ,;              
     999195,     30102,WPIG291             ,         19,PW   ,UNION                                             ,NJ                                                ,F    ,40.6512222,74.2615278,            ,;              
     999197,     30162,WPLU548             ,         19,PW   ,BERGEN                                            ,NJ                                                ,F    ,40.8456667,73.9706944,            ,;              
     999199,     30092,WPLV668             ,         19,PW   ,HUDSON                                            ,NJ                                                ,F    ,40.7092778,74.0704167,            ,;              
     999200,     30091,WPLV668             ,         19,PW   ,HUDSON                                            ,NJ                                                ,F    ,    40.709,74.0873611,            ,;              
     999202,     30068,WPLX446             ,         19,PW   ,BERGEN                                            ,NJ                                                ,F    ,40.8701111,  74.10375,            ,;              
     999203,     30066,WPLX446             ,         19,PW   ,BERGEN                                            ,NJ                                                ,F    ,40.8767778,74.1026389,            ,;              
     999204,     30067,WPLX446             ,         19,PW   ,BERGEN                                            ,NJ                                                ,F    ,40.8756667,74.1090278,            ,;              
     999206,     30078,WPLX616             ,         19,PW   ,BERGEN                                            ,NJ                                                ,F    ,40.8170556,74.0751389,            ,;              
     999208,     30070,WPLX623             ,         19,PW   ,BERGEN                                            ,NJ                                                ,F    ,40.8537222,74.1140278,            ,;              
     999210,     30069,WPLX683             ,         19,PW   ,BERGEN                                            ,NJ                                                ,F    ,40.8737222,  74.03875,            ,;              
     999212,     30094,WPMC452             ,         19,YW   ,UNION                                             ,NJ                                                ,F    ,40.6953889,74.2768056,            ,;              
     999213,     30096,WPMC452             ,         19,YW   ,UNION                                             ,NJ                                                ,F    ,40.6937222,74.2690278,            ,;              
     999214,     30090,WPMC452             ,         19,YW   ,UNION                                             ,NJ                                                ,F    ,40.7098333,74.2804167,            ,;              
     999215,     30097,WPMC452             ,         19,YW   ,UNION                                             ,NJ                                                ,F    ,40.6876111,  74.24125,            ,;              
     999216,     30095,WPMC452             ,         19,YW   ,UNION                                             ,NJ                                                ,F    ,40.6953889,74.2689167,            ,;              
     999218,     30151,WPMW554             ,         19,IG   ,MONMOUTH                                          ,NJ                                                ,F    ,40.2256667,74.0548611,            ,;              
     999220,     30173,WPMW554             ,         19,IG   ,MONMOUTH                                          ,NJ                                                ,F    ,40.3964167,73.9781111,            ,;              
     999222,     30151,WPMW554             ,         20,IG   ,MONMOUTH                                          ,NJ                                                ,F    ,40.2256667,74.0548611,            ,;              
     999224,     30272,WPRW624             ,         17,IG   ,SANTA CLARA                                       ,CA                                                ,F    ,37.4468889,122.169417,            ,;              
     999225,     30283,WPRW624             ,         17,IG   ,SANTA CLARA                                       ,CA                                                ,F    ,37.2874444,121.865778,            ,;              
     999226,     30279,WPRW624             ,         17,IG   ,SANTA CLARA                                       ,CA                                                ,F    ,   37.3555,121.906056,            ,;              
     999230,     30286,WPRW624             ,         17,IG   ,SANTA CLARA                                       ,CA                                                ,F    ,37.1185556,121.671611,            ,;              
     999232,     30273,WPSE913             ,         16,YW   ,SANTA CLARA                                       ,CA                                                ,F    ,37.4468611,122.169389,            ,;              
     999233,     30284,WPSE913             ,         16,YW   ,SANTA CLARA                                       ,CA                                                ,F    ,37.2874167,121.865778,            ,;              
     999234,     30280,WPSE913             ,         16,YW   ,SANTA CLARA                                       ,CA                                                ,F    ,37.3554722,121.906056,            ,;              
     999237,     30286,WPSE913             ,         16,YW   ,SANTA CLARA                                       ,CA                                                ,F    ,37.1185556,121.671611,            ,;              
     999239,     30273,WPSE913             ,         17,YW   ,SANTA CLARA                                       ,CA                                                ,F    ,37.4468611,122.169389,            ,;              
     999240,     30284,WPSE913             ,         17,YW   ,SANTA CLARA                                       ,CA                                                ,F    ,37.2874167,121.865778,            ,;              
     999241,     30280,WPSE913             ,         17,YW   ,SANTA CLARA                                       ,CA                                                ,F    ,37.3554722,121.906056,            ,;              
     999244,     30286,WPSE913             ,         17,YW   ,SANTA CLARA                                       ,CA                                                ,F    ,37.1185556,121.671611,            ,;              
     999246,     30281,WPSK266             ,         17,PW   ,SANTA CLARA                                       ,CA                                                ,F    ,37.3063333,121.854111,            ,;              
     999247,     30283,WPSP534             ,         17,YW   ,SANTA CLARA                                       ,CA                                                ,F    ,37.2874444,121.865778,            ,;              
     999248,     30273,WPSP534             ,         17,YW   ,SANTA CLARA                                       ,CA                                                ,F    ,37.4468611,122.169389,            ,;              
     999249,     30278,WPSP534             ,         17,YW   ,SANTA CLARA                                       ,CA                                                ,F    ,   37.4055,   121.933,            ,;              
     999250,     30279,WPSP534             ,         17,YW   ,SANTA CLARA                                       ,CA                                                ,F    ,   37.3555,121.906056,            ,;              
     999251,     30275,WPSP534             ,         17,YW   ,SANTA CLARA                                       ,CA                                                ,F    ,37.4110556,122.074139,            ,;              
     999254,     30286,WPSP534             ,         17,YW   ,SANTA CLARA                                       ,CA                                                ,F    ,37.1185556,121.671611,            ,;              
     999256,     30158,WPSS243             ,         14,PW   ,OCEAN                                             ,NJ                                                ,F    ,40.0153889,74.1840278,            ,;              
     999257,     30264,WPSS243             ,         14,PW   ,OCEAN                                             ,NJ                                                ,F    ,39.9873333,74.1848611,            ,;              
     999261,     30282,WPTH543             ,         16,YW   ,SANTA CLARA                                       ,CA                                                ,F    ,    37.305,121.853333,            ,;              
     999262,     30276,WPTH543             ,         16,YW   ,SANTA CLARA                                       ,CA                                                ,F    ,37.4202778,   121.935,            ,;              
     999263,     30274,WPTH543             ,         16,YW   ,SANTA CLARA                                       ,CA                                                ,F    ,37.4111111,122.073056,            ,;              
     999264,     30277,WPTH543             ,         16,YW   ,SANTA CLARA                                       ,CA                                                ,F    ,37.4008333,121.940278,            ,;              
     999265,     30282,WPTH543             ,         17,YW   ,SANTA CLARA                                       ,CA                                                ,F    ,    37.305,121.853333,            ,;              
     999266,     30276,WPTH543             ,         17,YW   ,SANTA CLARA                                       ,CA                                                ,F    ,37.4202778,   121.935,            ,;              
     999267,     30274,WPTH543             ,         17,YW   ,SANTA CLARA                                       ,CA                                                ,F    ,37.4111111,122.073056,            ,;              
     999268,     30277,WPTH543             ,         17,YW   ,SANTA CLARA                                       ,CA                                                ,F    ,37.4008333,121.940278,            ,;              
     999269,     30286,WPTJ628             ,         16,YW   ,SANTA CLARA                                       ,CA                                                ,F    ,37.1185556,121.671611,            ,;              
     999271,     30286,WPTJ628             ,         17,YW   ,SANTA CLARA                                       ,CA                                                ,F    ,37.1185556,121.671611,            ,;              
     999273,     30142,WPVM588             ,         14,YW   ,SOMERSET                                          ,NJ                                                ,F    ,40.4127778,74.6016667,            ,;              
     999274,     30108,WPVM588             ,         19,YW   ,SOMERSET                                          ,NJ                                                ,F    ,40.6364722,74.4381667,            ,;              
     999275,     30142,WPVM588             ,         19,YW   ,SOMERSET                                          ,NJ                                                ,F    ,40.4127778,74.6016667,            ,;              
     999276,     30105,WPVM588             ,         19,YW   ,SOMERSET                                          ,NJ                                                ,F    ,40.6470556,74.6212778,            ,;              
     999277,     30088,WPVM588             ,         19,YW   ,SOMERSET                                          ,NJ                                                ,F    ,40.7153889,74.7196111,            ,;              
     999278,     30169,WPVS875             ,         19,YW   ,NASSAU                                            ,NY                                                ,F    ,40.7262222,73.5541667,            ,;              
     999279,     30166,WPVS875             ,         19,YW   ,NASSAU                                            ,NY                                                ,F    ,40.7972222,73.6298056,            ,;              
     999280,     30165,WPVS875             ,         19,YW   ,NASSAU                                            ,NY                                                ,F    ,40.8219444,73.4794444,            ,;              
     999281,     30170,WPVS875             ,         19,YW   ,NASSAU                                            ,NY                                                ,F    ,40.6902778,73.7027778,            ,;              
     999283,     30269,WPXC650             ,         15,YW   ,OCEAN                                             ,NJ                                                ,F    ,39.7605556,74.2602778,            ,;              
     999284,     30267,WPXC650             ,         15,YW   ,OCEAN                                             ,NJ                                                ,F    ,39.9016667,74.4066667,            ,;              
     999285,     30155,WPXC650             ,         15,YW   ,OCEAN                                             ,NJ                                                ,F    ,40.1102778,74.3530556,            ,;              
     999286,     30269,WPXC650             ,         20,YW   ,OCEAN                                             ,NJ                                                ,F    ,39.7605556,74.2602778,            ,;              
