type,station,allowed_channel_0,allowed_channel_1,allowed_channel_2,allowed_channel_3,allowed_channel_4,allowed_channel_5,allowed_channel_6,allowed_channel_7,allowed_channel_8,allowed_channel_9,allowed_channel_10,allowed_channel_11,allowed_channel_12,allowed_channel_13,allowed_channel_14,allowed_channel_15,allowed_channel_16
UHF-USA,61072,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
FIXED-USA,999277,19
FIXED-CA,179173,29
UHF-USA,22644,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
UHF-USA,12793,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
UHF-USA,58341,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
FIXED-USA,999283,15
UHF-USA,74137,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
UHF-USA,11909,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
FIXED-CA,179511,34
UHF-USA,24978,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
UHF-USA,7623,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
FIXED-CA,162685,18
UHF-USA,73318,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
FIXED-USA,999539,19
UHF-USA,71861,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
UHF-USA,12930,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
FIXED-USA,999120,20
FIXED-CA,179222,49
UHF-USA,35090,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
UHF-USA,48837,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
FIXED-CA,179782,39
UHF-USA,35611,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
UHF-USA,34200,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
UHF-USA,52430,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
UHF-USA,58618,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
UHF-USA,71078,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
FIXED-CA,179581,30
FIXED-USA,999019,20
UHF-USA,48834,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
FIXED-CA,179301,43
FIXED-USA,999278,19
FIXED-CA,162790,17
UHF-USA,67002,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
FIXED-CA,179197,43
FIXED-CA,178931,22
FIXED-CA,180287,36
FIXED-CA,180111,40
FIXED-CA,98147,16
FIXED-CA,179181,27
FIXED-CA,97895,39
FIXED-CA,179436,30
FIXED-CA,180256,22
FIXED-CA,162789,44
FIXED-CA,162743,36
FIXED-CA,179323,49
FIXED-CA,180762,33
FIXED-USA,999365,19
UHF-USA,68597,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
UHF-USA,9375,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
UHF-USA,69447,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
UHF-USA,83945,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
UHF-USA,68545,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
FIXED-CA,179825,48
FIXED-CA,179161,43
FIXED-USA,999455,19
UHF-USA,49153,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
FIXED-CA,98474,44
UHF-USA,23277,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
UHF-USA,41212,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
FIXED-MX,187094,22
FIXED-USA,999023,17
UHF-USA,30187,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
UHF-USA,19200,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
UHF-USA,72062,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
FIXED-USA,999523,15
FIXED-USA,999369,19
UHF-USA,27140,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
UHF-USA,38584,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
UHF-USA,84224,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
FIXED-MX,180801,35
UHF-USA,146,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
UHF-USA,67971,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
UHF-USA,22211,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
FIXED-CA,179168,24
FIXED-CA,98318,35
UHF-USA,18732,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
