FACILITY_ID,TOWER_ID,FAC_CALLSIGN,FAC_CHANNEL,FAC_SERVICE,FAC_ZONE,DMA_STATE,DMA_CITY,COUNTRY,SERVICE_POPULATION,LATITUDE,LONGITUDE,NETWORK_AFFIL,STATION_STATUS,STATION_FLAG,,,END_OF_LINE                                                                                                                                                                                               
179411,40127,VACANT              ,24,DT   , ,                                                  ,                                                  ,CA                  ,                  ,51.7333333,96.9333333,                                                                                                    ,                    ,C                   ,,,;
179412,40127,VACANT              ,26,DT   , ,                                                  ,                                                  ,CA                  ,                  ,51.7333333,96.9333333,                                                                                                    ,                    ,C                   ,,,;
179413,40127,VACANT              ,29,DT   , ,                                                  ,                                                  ,CA                  ,                  ,51.7333333,96.9333333,                                                                                                    ,                    ,C                   ,,,;
179414,40127,VACANT              ,35,DT   , ,                                                  ,                                                  ,CA                  ,                  ,51.7333333,96.9333333,                                                                                                    ,                    ,C                   ,,,;
179415,40127,VACANT              ,41,DT   , ,                                                  ,                                                  ,CA                  ,                  ,51.7333333,96.9333333,                                                                                                    ,                    ,C                   ,,,;
179416,40127,VACANT              ,48,DT   , ,                                                  ,                                                  ,CA                  ,                  ,51.7333333,96.9333333,                                                                                                    ,                    ,C                   ,,,;
179417,40201,VACANT              ,11,DT   , ,                                                  ,                                                  ,CA                  ,                  ,50.6727778,99.6027778,                                                                                                    ,                    ,C                   ,,,;
179418,40201,CKX-TV-             ,19,DT   , ,                                                  ,                                                  ,CA                  ,                  ,50.6727778,99.6027778,                                                                                                    ,                    ,C                   ,,,;
179419,40324,CKX-TV-             ,9,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.2805556,100.986667,                                                                                                    ,                    ,C                   ,,,;
179426,40318,VACANT              ,43,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.2666667,101,                                                                                                    ,                    ,C                   ,,,;
179427,40324,VACANT              ,47,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.2805556,100.986667,                                                                                                    ,                    ,C                   ,,,;
179428,40318,VACANT              ,48,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.2666667,101,                                                                                                    ,                    ,C                   ,,,;
179429,40200,VACANT              ,2,DT   , ,                                                  ,                                                  ,CA                  ,                  ,50.2833333,100.110278,                                                                                                    ,                    ,C                   ,,,;
179430,40202,VACANT              ,17,DT   , ,                                                  ,                                                  ,CA                  ,                  ,50.2333333,99.85,                                                                                                    ,                    ,C                   ,,,;
179431,40200,CKND-TV             ,44,DT   , ,                                                  ,                                                  ,CA                  ,                  ,50.2833333,100.110278,                                                                                                    ,                    ,C                   ,,,;
179432,40331,VACANT              ,30,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.1833333,98.0833333,                                                                                                    ,                    ,C                   ,,,;
179433,40331,VACANT              ,50,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.1833333,98.0833333,                                                                                                    ,                    ,C                   ,,,;
179434,40203,VACANT              ,23,DT   , ,                                                  ,                                                  ,CA                  ,                  ,50.2166667,99.4833333,                                                                                                    ,                    ,C                   ,,,;
179435,40203,VACANT              ,39,DT   , ,                                                  ,                                                  ,CA                  ,                  ,50.2166667,99.4833333,                                                                                                    ,                    ,C                   ,,,;
179436,40321,VACANT              ,30,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.6794444,100.618889,                                                                                                    ,                    ,C                   ,,,;
179437,40321,CBWFT-1             ,32,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.6794444,100.618889,                                                                                                    ,                    ,C                   ,,,;
179438,40332,VACANT              ,18,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.1333333,98.6166667,                                                                                                    ,                    ,C                   ,,,;
179439,40332,VACANT              ,24,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.1333333,98.6166667,                                                                                                    ,                    ,C                   ,,,;
179440,40332,VACANT              ,36,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.1333333,98.6166667,                                                                                                    ,                    ,C                   ,,,;
179441,40332,VACANT              ,41,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.1333333,98.6166667,                                                                                                    ,                    ,C                   ,,,;
179442,40332,VACANT              ,42,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.1333333,98.6166667,                                                                                                    ,                    ,C                   ,,,;
179443,40332,VACANT              ,47,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.1333333,98.6166667,                                                                                                    ,                    ,C                   ,,,;
179444,40206,CBWFT-6             ,11,DT   , ,                                                  ,                                                  ,CA                  ,                  ,50.6161111,96.38,                                                                                                    ,                    ,C                   ,,,;
179445,40206,VACANT              ,38,DT   , ,                                                  ,                                                  ,CA                  ,                  ,50.6161111,96.38,                                                                                                    ,                    ,C                   ,,,;
179446,40344,VACANT              ,23,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.1183333,96.0225,                                                                                                    ,                    ,C                   ,,,;
179447,40344,CBWT-3              ,29,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.1183333,96.0225,                                                                                                    ,                    ,C                   ,,,;
179448,40336,CHMI-TV             ,13,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.8738889,97.7402778,                                                                                                    ,                    ,C                   ,,,;
179450,40329,VACANT              ,17,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.95,98.4166667,                                                                                                    ,                    ,C                   ,,,;
179451,40336,VACANT              ,32,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.8738889,97.7402778,                                                                                                    ,                    ,C                   ,,,;
179452,40116,VACANT              ,4,DT   , ,                                                  ,                                                  ,CA                  ,                  ,51.2833333,101.466667,                                                                                                    ,                    ,C                   ,,,;
179453,40116,VACANT              ,28,DT   , ,                                                  ,                                                  ,CA                  ,                  ,51.2833333,101.466667,                                                                                                    ,                    ,C                   ,,,;
179455,40208,VACANT              ,17,DT   , ,                                                  ,                                                  ,CA                  ,                  ,50.15,96.8666667,                                                                                                    ,                    ,C                   ,,,;
179456,40208,VACANT              ,26,DT   , ,                                                  ,                                                  ,CA                  ,                  ,50.15,96.8666667,                                                                                                    ,                    ,C                   ,,,;
179457,40119,VACANT              ,3,DT   , ,                                                  ,                                                  ,CA                  ,                  ,51.0708333,99.5211111,                                                                                                    ,                    ,C                   ,,,;
179458,40119,CBWFT-4             ,14,DT   , ,                                                  ,                                                  ,CA                  ,                  ,51.0708333,99.5211111,                                                                                                    ,                    ,C                   ,,,;
179459,40120,VACANT              ,38,DT   , ,                                                  ,                                                  ,CA                  ,                  ,51.0666667,99.5166667,                                                                                                    ,                    ,C                   ,,,;
179461,40343,VACANT              ,11,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.5333333,96.6833333,                                                                                                    ,                    ,C                   ,,,;
179462,40074,VACANT              ,29,DT   , ,                                                  ,                                                  ,CA                  ,                  ,52.1,101.266667,                                                                                                    ,                    ,C                   ,,,;
179463,40074,VACANT              ,33,DT   , ,                                                  ,                                                  ,CA                  ,                  ,52.1,101.266667,                                                                                                    ,                    ,C                   ,,,;
179464,40346,VACANT              ,17,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.1,95.8333333,                                                                                                    ,                    ,C                   ,,,;
179465,40346,VACANT              ,34,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.1,95.8333333,                                                                                                    ,                    ,C                   ,,,;
179466,40346,VACANT              ,41,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.1,95.8333333,                                                                                                    ,                    ,C                   ,,,;
179467,40346,VACANT              ,42,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.1,95.8333333,                                                                                                    ,                    ,C                   ,,,;
179468,40346,VACANT              ,47,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.1,95.8333333,                                                                                                    ,                    ,C                   ,,,;
179469,40319,VACANT              ,13,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.85,100.916667,                                                                                                    ,                    ,C                   ,,,;
179470,40319,VACANT              ,35,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.85,100.916667,                                                                                                    ,                    ,C                   ,,,;
179471,40345,VACANT              ,22,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.7333333,95.2333333,                                                                                                    ,                    ,C                   ,,,;
179472,40345,VACANT              ,24,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.7333333,95.2333333,                                                                                                    ,                    ,C                   ,,,;
179473,40345,VACANT              ,28,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.7333333,95.2333333,                                                                                                    ,                    ,C                   ,,,;
179474,40345,VACANT              ,31,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.7333333,95.2333333,                                                                                                    ,                    ,C                   ,,,;
179475,40345,VACANT              ,40,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.7333333,95.2333333,                                                                                                    ,                    ,C                   ,,,;
179476,40345,VACANT              ,46,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.7333333,95.2333333,                                                                                                    ,                    ,C                   ,,,;
179477,40333,VACANT              ,2,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.8833333,97.15,                                                                                                    ,                    ,C                   ,,,;
179478,40337,VACANT              ,3,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.7708333,97.5097222,                                                                                                    ,                    ,C                   ,,,;
179479,40333,VACANT              ,5,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.8833333,97.15,                                                                                                    ,                    ,C                   ,,,;
179480,40337,VACANT              ,6,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.7708333,97.5097222,                                                                                                    ,                    ,C                   ,,,;
179482,40337,CKND-TV             ,9,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.7708333,97.5097222,                                                                                                    ,                    ,C                   ,,,;
179483,40333,VACANT              ,25,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.8833333,97.15,                                                                                                    ,                    ,C                   ,,,;
179484,40337,CBWT                ,27,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.7708333,97.5097222,                                                                                                    ,                    ,C                   ,,,;
179487,40335,VACANT              ,28,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.8952778,97.1380556,                                                                                                    ,                    ,C                   ,,,;
179488,40339,CIIT-TV             ,35,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.7472222,97.1436111,                                                                                                    ,                    ,C                   ,,,;
179489,40338,HDTV                ,40,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.7555556,97.1311111,                                                                                                    ,                    ,C                   ,,,;
179490,40333,VACANT              ,42,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.8833333,97.15,                                                                                                    ,                    ,C                   ,,,;
179491,40333,VACANT              ,43,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.8833333,97.15,                                                                                                    ,                    ,C                   ,,,;
179492,40341,VACANT              ,46,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.58,97.1677778,                                                                                                    ,                    ,C                   ,,,;
179493,40333,VACANT              ,48,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.8833333,97.15,                                                                                                    ,                    ,C                   ,,,;
179494,40333,VACANT              ,49,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.8833333,97.15,                                                                                                    ,                    ,C                   ,,,;
179495,40337,CBWFT               ,51,DT   , ,                                                  ,                                                  ,CA                  ,                  ,49.7708333,97.5097222,                                                                                                    ,                    ,C                   ,,,;
179496,40487,VACANT              ,3,DT   , ,                                                  ,                                                  ,CA                  ,                  ,47.3775,65.4397222,                                                                                                    ,                    ,C                   ,,,;
179497,40487,VACANT              ,28,DT   , ,                                                  ,                                                  ,CA                  ,                  ,47.3775,65.4397222,                                                                                                    ,                    ,C                   ,,,;
179498,40487,CBAFT-3             ,36,DT   , ,                                                  ,                                                  ,CA                  ,                  ,47.3775,65.4397222,                                                                                                    ,                    ,C                   ,,,;
179499,40488,VACANT              ,51,DT   , ,                                                  ,                                                  ,CA                  ,                  ,47.25,65.0833333,                                                                                                    ,                    ,C                   ,,,;
179500,40486,VACANT              ,23,DT   , ,                                                  ,                                                  ,CA                  ,                  ,47.6,65.65,                                                                                                    ,                    ,C                   ,,,;
179501,40486,VACANT              ,24,DT   , ,                                                  ,                                                  ,CA                  ,                  ,47.6,65.65,                                                                                                    ,                    ,C                   ,,,;
179502,40564,CBAT-TV             ,6,DT   , ,                                                  ,                                                  ,CA                  ,                  ,46.6491667,67.5930556,                                                                                                    ,                    ,C                   ,,,;
179504,40563,VACANT              ,28,DT   , ,                                                  ,                                                  ,CA                  ,                  ,46.65,67.5833333,                                                                                                    ,                    ,C                   ,,,;
179505,40563,VACANT              ,43,DT   , ,                                                  ,                                                  ,CA                  ,                  ,46.65,67.5833333,                                                                                                    ,                    ,C                   ,,,;
179506,40572,VACANT              ,47,DT   , ,                                                  ,                                                  ,CA                  ,                  ,46.4666667,64.7166667,                                                                                                    ,                    ,C                   ,,,;
179507,40438,VACANT              ,4,DT   , ,                                                  ,                                                  ,CA                  ,                  ,48.1352778,66.1166667,                                                                                                    ,                    ,C                   ,,,;
179508,40439,VACANT              ,7,DT   , ,                                                  ,                                                  ,CA                  ,                  ,48.0827778,66.5813889,                                                                                                    ,                    ,C                   ,,,;
179509,40439,CBAFT-7             ,9,DT   , ,                                                  ,                                                  ,CA                  ,                  ,48.0827778,66.5813889,                                                                                                    ,                    ,C                   ,,,;
179510,40439,CKCD-TV             ,21,DT   , ,                                                  ,                                                  ,CA                  ,                  ,48.0827778,66.5813889,                                                                                                    ,                    ,C                   ,,,;
179511,40438,CBAT-TV             ,34,DT   , ,                                                  ,                                                  ,CA                  ,                  ,48.1352778,66.1166667,                                                                                                    ,                    ,C                   ,,,;
179512,40442,VACANT              ,35,DT   , ,                                                  ,                                                  ,CA                  ,                  ,48,66.6666667,                                                                                                    ,                    ,C                   ,,,;
179513,40489,CBAT-TV             ,6,DT   , ,                                                  ,                                                  ,CA                  ,                  ,47.0588889,65.5772222,                                                                                                    ,                    ,C                   ,,,;
179514,40489,VACANT              ,49,DT   , ,                                                  ,                                                  ,CA                  ,                  ,47.0588889,65.5772222,                                                                                                    ,                    ,C                   ,,,;
179515,40568,VACANT              ,17,DT   , ,                                                  ,                                                  ,CA                  ,                  ,46.1833333,65.8833333,                                                                                                    ,                    ,C                   ,,,;
179516,40655,VACANT              ,50,DT   , ,                                                  ,                                                  ,CA                  ,                  ,45.9,64.5166667,                                                                                                    ,                    ,C                   ,,,;
179517,40479,CIMT-TV             ,4,DT   , ,                                                  ,                                                  ,CA                  ,                  ,47.3897222,68.3166667,                                                                                                    ,                    ,C                   ,,,;
179518,40480,CBAFT-2             ,13,DT   , ,                                                  ,                                                  ,CA                  ,                  ,47.3902778,68.3163889,                                                                                                    ,                    ,C                   ,,,;
179519,40481,VACANT              ,14,DT   , ,                                                  ,                                                  ,CA                  ,                  ,47.3666667,68.3333333,                                                                                                    ,                    ,C                   ,,,;
179520,40479,VACANT              ,32,DT   , ,                                                  ,                                                  ,CA                  ,                  ,47.3897222,68.3166667,                                                                                                    ,                    ,C                   ,,,;
179521,40481,VACANT              ,36,DT   , ,                                                  ,                                                  ,CA                  ,                  ,47.3666667,68.3333333,                                                                                                    ,                    ,C                   ,,,;
179522,40565,VACANT              ,3,DT   , ,                                                  ,                                                  ,CA                  ,                  ,46.42,67.5594444,                                                                                                    ,                    ,C                   ,,,;
179523,40565,CKLT-TV             ,24,DT   , ,                                                  ,                                                  ,CA                  ,                  ,46.42,67.5594444,                                                                                                    ,                    ,C                   ,,,;
179524,40654,VACANT              ,5,DT   , ,                                                  ,                                                  ,CA                  ,                  ,45.5825,65.7947222,                                                                                                    ,                    ,C                   ,,,;
179525,40567,VACANT              ,11,DT   , ,                                                  ,                                                  ,CA                  ,                  ,46.0405556,66.4908333,                                                                                                    ,                    ,C                   ,,,;
179526,40645,CBAFT-1             ,19,DT   , ,                                                  ,                                                  ,CA                  ,                  ,45.9475,66.595,                                                                                                    ,                    ,C                   ,,,;
179527,40646,CBAFT-1             ,31,DT   , ,                                                  ,                                                  ,CA                  ,                  ,45.9475,66.5944444,                                                                                                    ,                    ,C                   ,,,;
179528,40644,VACANT              ,32,DT   , ,                                                  ,                                                  ,CA                  ,                  ,45.9666667,66.65,                                                                                                    ,                    ,C                   ,,,;
179531,40567,CIHF-TV             ,44,DT   , ,                                                  ,                                                  ,CA                  ,                  ,46.0405556,66.4908333,                                                                                                    ,                    ,C                   ,,,;
179532,40644,VACANT              ,48,DT   , ,                                                  ,                                                  ,CA                  ,                  ,45.9666667,66.65,                                                                                                    ,                    ,C                   ,,,;
179533,40566,VACANT              ,50,DT   , ,                                                  ,                                                  ,CA                  ,                  ,46.05,66.75,                                                                                                    ,                    ,C                   ,,,;
179534,40484,VACANT              ,15,DT   , ,                                                  ,                                                  ,CA                  ,                  ,47.05,67.7333333,                                                                                                    ,                    ,C                   ,,,;
179535,40484,VACANT              ,49,DT   , ,                                                  ,                                                  ,CA                  ,                  ,47.05,67.7333333,                                                                                                    ,                    ,C                   ,,,;
179536,40641,VACANT              ,36,DT   , ,                                                  ,                                                  ,CA                  ,                  ,45.6,67.3333333,                                                                                                    ,                    ,C                   ,,,;
179537,40641,VACANT              ,51,DT   , ,                                                  ,                                                  ,CA                  ,                  ,45.6,67.3333333,                                                                                                    ,                    ,C                   ,,,;
179538,40642,VACANT              ,32,DT   , ,                                                  ,                                                  ,CA                  ,                  ,45.1666667,67.3,                                                                                                    ,                    ,C                   ,,,;
179539,40642,VACANT              ,45,DT   , ,                                                  ,                                                  ,CA                  ,                  ,45.1666667,67.3,                                                                                                    ,                    ,C                   ,,,;
179540,40490,VACANT              ,30,DT   , ,                                                  ,                                                  ,CA                  ,                  ,47.0555556,65.4888889,                                                                                                    ,                    ,C                   ,,,;
179541,40490,CIHF-TV             ,40,DT   , ,                                                  ,                                                  ,CA                  ,                  ,47.0555556,65.4888889,                                                                                                    ,                    ,C                   ,,,;
179542,40657,VACANT              ,2,DT   , ,                                                  ,                                                  ,CA                  ,                  ,45.8516667,64.8130556,                                                                                                    ,                    ,C                   ,,,;
179543,40659,CBAT-TV             ,7,DT   , ,                                                  ,                                                  ,CA                  ,                  ,45.8088889,64.7497222,                                                                                                    ,                    ,C                   ,,,;
179544,40574,CBAFT               ,11,DT   , ,                                                  ,                                                  ,CA                  ,                  ,46.1447222,64.9038889,                                                                                                    ,                    ,C                   ,,,;
179545,40575,VACANT              ,25,DT   , ,                                                  ,                                                  ,CA                  ,                  ,46.1,64.7833333,                                                                                                    ,                    ,C                   ,,,;
179548,40659,CIHF-TV             ,27,DT   , ,                                                  ,                                                  ,CA                  ,                  ,45.8088889,64.7497222,                                                                                                    ,                    ,C                   ,,,;
179549,40657,CKCW-TV             ,29,DT   , ,                                                  ,                                                  ,CA                  ,                  ,45.8516667,64.8130556,                                                                                                    ,                    ,C                   ,,,;
179550,40575,VACANT              ,33,DT   , ,                                                  ,                                                  ,CA                  ,                  ,46.1,64.7833333,                                                                                                    ,                    ,C                   ,,,;
179551,40575,VACANT              ,39,DT   , ,                                                  ,                                                  ,CA                  ,                  ,46.1,64.7833333,                                                                                                    ,                    ,C                   ,,,;
179552,40575,VACANT              ,48,DT   , ,                                                  ,                                                  ,CA                  ,                  ,46.1,64.7833333,                                                                                                    ,                    ,C                   ,,,;
179553,40491,VACANT              ,13,DT   , ,                                                  ,                                                  ,CA                  ,                  ,47,65.5666667,                                                                                                    ,                    ,C                   ,,,;
179554,40647,VACANT              ,33,DT   , ,                                                  ,                                                  ,CA                  ,                  ,45.85,66.4833333,                                                                                                    ,                    ,C                   ,,,;
