CO,14,30,87,2566,25382,33722,35388,38214,50170,50182,66222,66413,67999,72358,72359,77480,86532,166332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,306,307,308,3660,5319,6673,6864,11029,23422,35131,35841,35909,35923,35994,40820,42008,48013,49330,53545,55031,55055,58559,58560,58561,58568,58571,59988,62293,65355,65370,77452,77719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,307,308,8564,33691,34606,35131,35909,35920,35923,42008,48013,50044,53545,55055,58559,58560,58561,58568,58571,59988,62293,65355,77452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,308,3660,5319,6864,8564,9754,9781,11029,12524,17037,17433,22201,23422,33691,33770,34606,35131,35841,35867,35909,35920,35923,35994,40820,42008,42359,48013,49324,49326,49330,50044,51517,51518,53541,53544,53545,55031,55055,55762,58559,58560,58561,58568,58571,59988,60534,61173,62293,65355,65370,67910,68834,73701,77452,77719,84410,86263,125710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,334,2424,4939,10205,10242,18148,18736,20871,21533,22644,24508,25452,33745,33778,33875,34440,34564,35500,35663,35703,37511,43095,49153,51189,51429,51493,51499,51930,52891,52953,56550,57945,58609,58912,64987,65526,69619,70900,71586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,349,3658,8653,12520,12896,16539,16940,21149,24975,24976,33261,33471,35852,38586,38587,38588,38590,43184,51598,52907,59500,61214,70021,82476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,361,2708,2710,2711,4689,6096,6870,7893,9382,9630,9635,9913,9917,9922,10221,18780,18798,21253,21254,21259,25396,26025,37104,42665,49699,52408,60571,63046,64545,64549,65143,65680,67000,67895,68545,68547,71278,71422,71427,72207,72342,72945,73036,73042,73107,74098,74174,74417,77789,86204,86496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,363,412,414,587,4688,7933,8688,9762,9987,9989,9990,9999,10019,10133,10213,10259,10758,10897,15507,16517,20590,22207,23338,24812,24813,25045,25544,25932,27772,30576,37247,38437,40626,40759,47401,47705,47904,50347,50782,51567,53921,54963,55350,57832,57840,57907,57911,57912,59442,60552,64611,65074,65387,65670,65942,65943,65944,66378,69149,69397,69532,70251,70309,71119,71127,71329,72064,72313,73205,74091,74416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,411,417,1104,1222,3646,4685,6568,7908,9939,10253,11027,11118,11204,13960,13989,19431,20426,21158,22108,23128,24914,25040,25065,25067,25173,28462,28476,29292,30244,34167,34202,34204,34211,36117,36912,37102,39270,39738,40877,41397,41458,41892,46979,50147,50781,51597,53939,54414,55315,56523,56526,56549,59438,59441,59852,61216,64017,65130,65247,65666,65690,66185,66190,66536,67869,68007,68549,70138,71217,71280,71657,73153,73155,73189,73195,73203,73905,74137,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,412,414,586,587,594,4688,7933,8688,9762,9987,9989,9990,9999,10019,10133,10213,10259,10758,10897,13060,15507,16455,16517,17012,20590,22207,23338,24812,24813,25544,25932,27772,30576,35134,35385,37247,37806,38437,40626,40759,41095,47401,47705,47904,50347,50782,51567,53921,54452,54963,55350,57832,57840,57907,57911,57912,59442,60552,64611,65074,65387,65670,65942,65943,65944,66378,67077,67462,69080,69149,69292,69360,69397,69532,70251,70309,71089,71119,71121,71127,71130,71218,71329,72064,72313,73083,73205,74091,74416,,,,,,,,,,,,,,,,
CO,14,30,413,415,617,629,2325,7780,10318,11260,14312,14326,15567,16747,21252,30303,34329,40758,43424,49711,53734,54176,57274,57837,58725,58739,60653,60654,62136,62219,64352,64547,65749,67784,71508,71905,71928,72623,73113,73964,74034,74151,78908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,414,587,594,3133,3228,4688,5982,8688,9054,9064,9990,10133,12033,12793,15507,16517,17012,19199,20590,20624,21245,22485,24812,24813,25544,27140,27496,27504,30826,32326,35385,35582,37176,37247,37806,37808,37971,40211,40759,40761,40902,41095,47401,47705,48666,49157,50782,53905,53921,54452,54963,56548,57832,57840,60888,61008,61009,61011,61012,61013,64400,64611,65074,65919,67022,69080,69114,69124,69149,69292,69300,69360,69397,69416,69444,70097,70149,70251,70309,70699,71089,71127,71329,72064,72300,72871,73152,73205,74070,74176,74416,77677,81508,83822,136750,,,,,,,,,,
CO,14,30,415,617,629,2325,7780,10318,10869,11260,14312,14326,15567,19707,21252,30303,34329,40758,43870,49711,52075,53716,53734,54176,57274,58725,58739,60653,62136,62219,64352,64547,65749,66219,67784,68393,68400,68401,71508,71905,71928,72062,73113,73153,73964,74034,74151,78908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,416,3133,3228,3369,9015,9054,10587,12033,17012,17464,19199,21536,27140,27245,35385,37174,37176,40211,40902,48662,48666,55203,61003,61007,61008,61012,61013,67022,67140,69332,69416,69446,69447,70427,70699,71297,72064,72871,83969,136750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,417,4685,5982,5985,9939,11027,11118,11204,13924,18252,21158,23128,24813,24914,25065,25067,25454,27502,27504,34171,34196,34200,34202,34204,34207,34211,34222,35908,36912,37806,37808,37809,39738,40619,40761,41314,41458,41892,43870,46979,49439,50141,50147,50781,51597,54414,56549,57840,59438,59441,59852,60888,61216,64017,65130,65666,65681,65690,66185,66190,66804,67798,67869,68393,68394,68395,68401,68407,68408,70138,70251,71217,71280,71329,71657,71676,72062,73120,73153,73155,73189,73195,73203,73875,73907,73910,74137,74176,77677,83822,,,,,,,,,,,,,,,
CO,14,30,418,591,713,715,1002,3661,5360,7651,9971,11117,13991,17742,18267,19200,19439,19593,20030,21432,23942,24914,25173,28119,28468,28476,30580,32216,34167,34174,34177,34181,34195,34205,34212,34222,34243,35908,36504,37809,39561,41883,48546,48693,49235,49236,49240,51886,51969,51991,52078,52628,55315,57292,60820,60825,61026,61039,61217,64017,64338,65128,65204,65667,65758,67020,68905,68911,69479,71082,71221,71325,71353,71645,71861,72041,72060,72971,73188,73310,73999,74358,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,450,3072,9610,10132,13602,13933,20588,21252,22206,30187,30429,30577,40758,41493,43424,43952,46728,48413,50063,53115,53734,57476,58725,60654,67993,69940,69943,69944,70493,73113,73263,73264,73333,73344,74151,74156,74170,74197,74419,74422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,455,5800,6104,6568,8532,9908,9917,9922,10212,10267,11027,11033,16530,16817,19190,21253,21737,24303,25722,29706,36533,36839,36841,36851,39270,41070,41074,41221,41892,43870,49421,49439,51570,51913,53114,55107,59441,60556,66285,67001,67792,67893,67895,68433,68444,69273,70421,70491,71871,72052,72062,72123,72958,73153,73195,73354,73983,74094,74211,74420,82627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,586,594,9762,9987,10897,13060,25932,35134,40759,47401,65387,67077,69149,69292,71119,71121,71127,71130,74416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,587,594,7933,8688,9762,9987,9989,9990,9999,10019,10133,10213,10259,10758,10897,13060,15507,16455,16517,20590,22207,24812,25045,25544,25932,27772,30576,35134,35385,35582,40618,40759,47401,47705,47904,50347,51567,53921,54452,54963,55350,57832,57840,59442,60552,61111,64611,65074,65387,65670,65942,65943,65944,67077,69080,69149,69292,69360,69397,69444,69532,70251,70309,71119,71127,71218,71329,72064,72335,73205,74091,74416,81508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,591,701,706,713,715,717,720,1002,3359,4190,5360,6900,7651,9971,11113,11117,11907,12477,13206,16820,17320,18267,19200,19439,21258,21726,22819,23942,23960,24257,28119,28468,30283,30580,31649,34243,35090,35418,35908,36504,37732,37809,41883,42061,48693,49235,49236,49240,51969,52628,53585,55108,57292,60820,60825,60829,61026,61217,64033,64338,64339,65128,65204,65667,66174,67020,68058,68518,68519,68905,68910,68911,69479,70429,70689,71082,71221,71325,71353,71645,72060,72120,72971,73188,73310,73312,73642,74138,74358,81692,83310,83735,83946,84802,,,,,,,,,,,
CO,14,30,594,3133,4688,8688,9054,9762,9987,10133,12033,15507,16517,17012,20590,21245,22485,24812,24813,25544,25932,30826,32326,35385,35582,37247,37971,40211,40759,41095,47401,48666,49157,50782,53921,54452,54963,57832,57840,61008,64400,64611,65074,65387,67077,69080,69124,69149,69292,69332,69397,69416,69444,70251,71089,71119,71121,71127,71329,72064,72871,73152,73205,74070,74416,81508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,607,608,2769,2784,3658,11907,11951,12525,21726,25236,29557,29560,33440,33543,35648,35652,35692,37005,38584,38585,41212,42061,43176,43203,49712,52426,52429,52430,57545,57547,58267,60353,60354,66174,66469,66633,81507,81593,81692,86534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,608,2769,2784,11907,11951,12525,21726,25236,29557,33440,33543,35283,35648,35652,35692,37005,38585,38591,41212,42061,43176,43203,50198,57545,57547,58267,60353,60354,60830,66174,66469,68518,70482,73706,81507,81593,81692,86534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,617,629,2325,7780,10318,11260,13933,14312,16747,21252,30303,34329,40758,43424,47929,53734,54176,57274,57837,58725,58739,60653,60654,62136,62137,62219,64352,64547,64690,66219,67784,71508,71905,71928,72623,73113,73263,73264,73318,73374,73375,73964,74034,74151,74422,78908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,629,2325,7780,10318,11260,13933,14312,16747,21252,34329,40758,43424,47929,53734,54176,57274,57837,58725,58739,60653,60654,62136,62137,64352,64547,64690,71508,71905,71928,73113,73263,73264,73318,73374,73375,73964,74034,74151,74422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,664,34859,36920,37105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,701,706,710,713,715,717,720,721,1002,3359,4152,5360,6093,6554,10894,11113,11906,12472,12477,13995,16820,17320,17544,17611,21258,21801,23918,23942,23967,24257,24314,28119,30283,31649,32851,35090,35418,37179,37732,41065,41210,43169,43197,43846,48668,48693,49712,53517,54938,57292,60825,60827,60829,62207,64033,64338,64339,65128,68427,68910,69994,70429,70689,71221,71325,71363,72120,72307,73187,73255,73312,73642,74138,81669,83735,83740,83943,84802,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,706,710,713,715,717,720,1002,3359,4152,4190,5360,6093,6554,6900,11113,11906,12472,13206,16820,17320,17544,17611,21150,21258,22819,23918,23942,23960,23967,24257,28119,30283,31649,32851,35090,35418,37179,43846,48693,48813,49235,49236,53517,57292,60825,60829,62207,64033,64338,64339,65128,65667,68058,68427,68910,70429,71221,71325,71363,72120,72307,73255,73312,73642,74138,81669,83735,83740,83943,84802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,710,1002,3032,3359,4152,4190,6093,11113,12472,16820,17320,17544,21150,21801,23486,23918,23942,23960,23967,24618,31590,31649,32851,35090,35418,37179,41065,43846,54728,55108,60829,62207,63867,64338,64339,66908,68427,70430,71221,71325,71363,72307,73642,74138,81594,81669,82735,84802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,713,715,717,1002,3359,4190,5360,6900,7651,9971,11113,11117,12472,12477,13206,16820,17320,18267,19200,19439,21258,22819,23942,23960,24257,28119,28468,30283,30580,31649,34243,35090,35418,35908,36504,37732,37809,41883,48693,48813,49235,49236,49240,51969,52628,55108,57292,60820,60825,60829,61026,64033,64338,64339,65128,65204,65667,67020,68058,68905,68910,68911,69479,70429,70689,71082,71221,71325,71353,72060,72120,72971,73188,73310,73312,74138,74358,83735,84802,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,715,717,720,1002,5360,7651,9971,11117,11907,12477,16820,17320,17791,19439,21258,21726,23942,24257,24314,25236,28119,28468,30283,31649,32216,34243,36504,37732,41883,42061,43169,43176,43193,43203,48693,49235,49236,49240,51969,51991,57292,60820,60825,60829,60830,61026,64338,64339,65128,65204,65667,66174,66999,67020,68518,68519,68905,68910,68911,70429,71221,71325,71353,71645,72060,73188,73255,73310,73312,74138,74358,81692,83310,83735,83946,84802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,717,720,1002,3359,4190,5360,6900,11113,12472,12477,13206,16820,17320,17544,19439,21258,23942,24257,24314,28119,30283,31649,35090,35418,37179,37732,41883,43169,48693,48813,49235,49236,49240,51969,52078,53585,57292,60825,60829,62207,64033,64338,64339,65128,65667,67020,68058,68427,68905,68911,70429,70689,71221,71325,71353,72060,72120,72307,73255,73312,73642,74138,83310,83735,83946,84802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,720,721,1002,4149,4152,5360,6554,10894,11906,12477,13938,13995,16820,17320,17611,21258,21729,24257,24314,25236,28119,30283,31649,37732,41210,43168,43169,43176,43184,43197,48668,49712,53517,54280,57292,60827,60829,64338,65128,68427,68542,68905,68910,69994,70429,71221,71325,71326,71357,71363,72119,72307,73187,73255,73312,73642,74138,74192,81669,83310,83735,83740,83943,83945,83946,84253,84802,136749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,721,4152,4353,6554,10894,11906,13995,17611,24314,31570,41210,43169,43197,48668,49712,53517,54938,60827,69994,70419,71363,72119,72307,73187,73255,73642,74192,81669,83740,83943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,787,25221,35655,49632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,993,1151,32311,35084,35313,48589,55049,55528,57220,60795,76268,82613,84224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,999,4326,11291,11912,18283,33336,33337,36003,41230,42636,43649,48521,49397,51491,53843,59444,63164,64444,65528,65686,66633,67335,78314,166319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,1002,3359,4152,4190,5360,6900,7651,9971,11113,11117,12472,12477,13206,16820,17320,17544,18267,19200,19439,21258,22819,23918,23942,23960,23967,24257,24618,28119,28468,30283,31649,35090,35418,36504,37179,37732,41883,42061,43846,48693,48813,49235,49236,49240,51969,52078,53585,54728,55108,57292,58262,60820,60825,60829,61026,62207,63329,64033,64338,64339,65128,65204,65667,67020,68058,68427,68905,68910,68911,69479,70429,70689,71221,71325,71353,72060,72120,72307,72971,73188,73255,73310,73312,73642,74138,74358,83310,83735,83946,84802,,,,,,,,,,,,,,,
CO,14,30,1005,2566,7078,8986,10265,11910,11911,14885,18283,24485,25382,29557,29560,31368,31369,35255,35388,35434,35630,35666,37099,38214,47070,50170,50182,50198,51101,52426,52429,52430,52432,54420,57431,60353,60354,66222,66413,66469,67347,67766,67999,70105,72358,77063,77480,78322,81593,84225,166332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,1104,1222,4685,6568,9939,10267,11027,11118,11204,13960,16817,18753,19190,21158,22108,25040,25067,25454,30244,36912,39270,41458,41892,43870,46979,49421,49439,50141,50147,50781,54414,56549,59438,59441,59852,60556,61216,65130,65666,65690,66185,66190,66285,67798,67869,67893,68549,70138,70491,71217,72062,72958,73153,73155,73195,73354,73905,74137,74211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,1136,6359,6823,10177,22215,35823,36607,57449,57884,64974,64985,68889,69396,69582,77512,81451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,1151,32311,35084,35313,55049,55528,57220,60795,76268,82613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,1222,3646,6568,9939,11027,11118,11204,13960,19190,21158,22108,25040,25065,25067,28462,29292,30244,34204,36117,36533,39270,39738,40877,41070,41458,41671,41674,41892,43870,46979,49439,50147,50781,51913,54414,55315,56549,59438,59441,59852,61216,65666,65690,66185,66190,66285,67485,67869,68549,70138,71217,72052,72062,73153,73155,73195,73354,73905,73983,74007,74094,74137,74420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,1255,1270,28212,41238,59255,62427,62430,62442,78910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,1270,28212,41238,56028,57449,62427,62430,78910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,2130,4108,6601,7727,9881,11125,11559,12855,16788,19183,22093,24582,41225,53465,53819,54940,54948,55106,55454,57538,60018,60559,61251,62388,63901,64588,69338,69440,70649,70651,71085,71580,72076,74112,74559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,2174,2175,2245,2370,3001,3113,3255,4077,4110,8156,15320,18410,19561,26602,26676,26681,28954,29000,32142,39887,48237,48239,52073,53859,53863,54443,58340,58341,58342,60357,61573,64865,64983,67190,70287,73336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,2175,2370,3001,3113,3255,4077,4110,8156,15320,18410,19561,26602,26676,26681,28954,29000,32142,39887,48237,48239,52073,53859,53863,54443,58340,58341,58342,60357,61573,64865,64983,67190,70287,73336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,2245,3001,3255,4077,4110,8156,15320,18410,19561,26602,26676,26681,28954,39887,48237,48239,52073,53859,53863,54443,58340,58342,60357,61573,64865,64983,67190,70287,73336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,2325,7780,10318,10869,11260,14312,14326,15567,16743,16747,19707,21252,30303,34329,40758,43424,49711,52075,53716,53734,54176,57274,57837,58725,58739,60653,60654,62136,62219,64352,64547,65749,66219,67784,71508,71905,71928,72623,73113,73964,74034,74151,78908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,2370,3001,3113,4077,4110,8156,15320,26676,26681,28954,39887,52073,54443,58340,67190,70287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,2424,4939,10205,10242,18148,18736,20871,21533,22644,24508,25452,33745,33875,34440,34564,35500,35663,35703,37511,43095,49153,51189,51429,51499,51930,52887,52891,52953,56550,57945,58605,58609,58912,64987,65526,69619,70900,71586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,2495,2506,5906,5909,5914,10907,12395,12427,17399,25358,33752,34537,34868,35464,35606,56029,56032,56033,57370,58684,62424,71023,71072,78921,81447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,2506,4624,5909,10907,12395,12427,17399,21656,25358,33752,34537,34847,34868,35464,35606,35862,56029,56033,57370,58684,66781,71023,71072,81447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,2561,12523,12913,28280,32176,34457,40058,51479,56079,62354,64877,69692,73101,82910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,14,30,2566,7078,7675,8985,8986,10265,11910,14885,24485,25382,31368,31369,35388,35434,35666,37099,38214,50170,50182,50198,52432,54420,57431,60354,65370,66222,66413,67999,72358,77480,78322,84225,86532,166332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
