FACILITY_ID,FAC_CHANNEL,COUNTRY,TOWER_ID,SERVICE_POPULATION,
2370,20,USA                 ,1421,0,
66999,42,USA                 ,10259,0,
83270,43,USA                 ,1420,0,
83304,23,USA                 ,1422,0,
51467,24,USA                 ,10251,3,
132606,16,USA                 ,64,7,
84410,30,USA                 ,1126,10,
86208,27,USA                 ,59,40,
84157,21,USA                 ,1059,77,
77676,31,USA                 ,10227,86,
83707,25,USA                 ,1122,115,
83969,32,USA                 ,1105,220,
82576,19,USA                 ,662,253,
25687,13,USA                 ,10090,336,
86537,3,USA                 ,563,351,
82910,38,USA                 ,1337,352,
162016,25,USA                 ,27,376,
83929,42,USA                 ,1370,511,
166332,31,USA                 ,753,649,
83181,14,USA                 ,672,649,
83714,26,USA                 ,66,756,
83825,20,USA                 ,741,757,
86263,18,USA                 ,1203,764,
2561,50,USA                 ,10448,813,
66259,12,USA                 ,10036,967,
82575,8,USA                 ,287,1001,
66257,13,USA                 ,10061,1545,
48412,30,USA                 ,10032,1695,
162115,19,USA                 ,581,1817,
82611,26,USA                 ,94,1892,
86532,35,USA                 ,825,2280,
169030,16,USA                 ,124,2582,
51489,17,USA                 ,10188,2768,
82615,24,USA                 ,23,2992,
82574,7,USA                 ,868,3017,
166511,27,USA                 ,103,3307,
169028,21,USA                 ,54,3411,
83715,31,USA                 ,897,3571,
83945,42,USA                 ,1316,3899,
83965,9,USA                 ,1321,4124,
58571,34,USA                 ,10349,4146,
18745,14,USA                 ,10189,4148,
159007,31,USA                 ,68,4298,
58568,44,USA                 ,10347,4569,
82698,11,USA                 ,67,4846,
23179,36,USA                 ,10145,5510,
166534,51,USA                 ,156,5719,
59257,27,USA                 ,10023,5826,
60795,30,USA                 ,10250,6025,
47070,25,USA                 ,10211,7109,
48413,17,USA                 ,10056,7190,
92872,10,USA                 ,1071,7436,
60519,7,USA                 ,13,8753,
86534,49,USA                 ,1070,9250,
35913,40,USA                 ,10406,9777,
84453,51,USA                 ,494,9999,
40211,44,USA                 ,10271,10257,
35916,31,USA                 ,10378,10563,
57908,24,USA                 ,10181,10862,
21612,9,USA                 ,375,10876,
27501,4,USA                 ,10225,10917,
3113,17,USA                 ,1419,10974,
51373,30,USA                 ,10420,11065,
5237,3,USA                 ,87,11826,
55315,17,USA                 ,10176,12180,
67140,48,USA                 ,10366,12454,
85102,10,USA                 ,925,12463,
83735,43,USA                 ,1079,13331,
24287,5,USA                 ,58,14061,
84224,20,USA                 ,745,14146,
53545,35,USA                 ,10348,15398,
60520,13,USA                 ,14,15449,
86496,46,USA                 ,143,15458,
82613,33,USA                 ,746,15472,
84214,34,USA                 ,1007,15560,
82585,18,USA                 ,743,15671,
8170,13,USA                 ,10382,15796,
83946,49,USA                 ,1076,16253,
35923,44,USA                 ,10371,16688,
83310,45,USA                 ,1077,16746,
36625,5,USA                 ,10191,17726,
84225,46,USA                 ,900,18192,
53315,20,USA                 ,96,18300,
56971,14,USA                 ,10013,18725,
61071,13,USA                 ,128,18785,
28212,18,USA                 ,10035,18879,
64078,14,USA                 ,10031,19325,
82627,46,USA                 ,246,19354,
83992,13,USA                 ,757,19699,
8500,4,USA                 ,10197,20172,
35283,23,USA                 ,10320,21395,
77515,40,USA                 ,186,22625,
29455,39,USA                 ,10146,24049,
86204,31,USA                 ,142,24432,
84215,8,USA                 ,891,24459,
136750,47,USA                 ,1031,25950,
23487,35,USA                 ,10394,25990,
21163,13,USA                 ,10087,26077,
49285,11,USA                 ,10086,26436,
4349,8,USA                 ,10340,27215,
83740,23,USA                 ,1270,27296,
56171,36,USA                 ,10288,28709,
20373,10,USA                 ,479,29379,
55362,12,USA                 ,28,29689,
46753,45,USA                 ,10063,29940,
34341,13,USA                 ,10053,29992,
13814,11,USA                 ,11,30020,
39649,10,USA                 ,149,30075,
17679,6,USA                 ,10026,30314,
8651,10,USA                 ,12,30717,
77452,17,USA                 ,1128,30816,
55684,19,USA                 ,89,30948,
30932,45,USA                 ,10289,31106,
83306,30,USA                 ,274,31409,
61062,8,USA                 ,212,31470,
10869,25,USA                 ,10073,31526,
17685,2,USA                 ,10084,31749,
84253,41,USA                 ,1155,31862,
27496,41,USA                 ,10231,32582,
87,34,USA                 ,10210,32754,
63162,7,USA                 ,285,32769,
83943,25,USA                 ,1265,33210,
61063,11,USA                 ,129,33481,
41430,7,USA                 ,88,33600,
168339,27,USA                 ,10085,33933,
71125,36,USA                 ,10202,34049,
4352,36,USA                 ,10457,34230,
55683,14,USA                 ,20,34561,
10036,8,USA                 ,286,35035,
9382,48,USA                 ,10095,35578,
64400,46,USA                 ,10270,35907,
35912,45,USA                 ,10376,36136,
47971,12,USA                 ,289,36484,
63845,10,USA                 ,473,36701,
65523,17,USA                 ,580,37230,
83913,51,USA                 ,1143,37280,
58559,17,USA                 ,10368,37393,
41429,8,USA                 ,21,38375,
24218,22,USA                 ,10410,38727,
68663,22,USA                 ,10238,38744,
56172,25,USA                 ,10249,39227,
68905,34,USA                 ,10297,41162,
166319,49,USA                 ,760,41457,
58607,9,USA                 ,10240,41536,
136749,34,USA                 ,1160,41741,
79258,21,USA                 ,748,41882,
53329,9,USA                 ,89,42131,
38585,23,USA                 ,10321,42179,
48660,19,USA                 ,166,42731,
82735,24,USA                 ,1283,42889,
70287,44,USA                 ,1418,42918,
82619,34,USA                 ,394,43777,
63170,13,USA                 ,374,44138,
36317,25,USA                 ,10290,45116,
36318,27,USA                 ,10290,45194,
664,25,USA                 ,1389,45471,
27387,8,USA                 ,1379,45486,
81447,16,USA                 ,120,46048,
10204,17,USA                 ,10443,46077,
47981,7,USA                 ,290,46605,
51886,27,USA                 ,10177,46724,
55364,7,USA                 ,95,46738,
42008,33,USA                 ,1127,46812,
125710,18,USA                 ,1297,46927,
72362,12,USA                 ,582,48414,
1283,2,USA                 ,210,49209,
51469,26,USA                 ,10292,49305,
21613,10,USA                 ,211,49799,
41964,13,USA                 ,214,49877,
63182,29,USA                 ,379,50429,
53318,11,USA                 ,20,50718,
68136,47,USA                 ,10102,51236,
57368,48,USA                 ,10020,51909,
17680,13,USA                 ,158,52853,
66416,10,USA                 ,579,52961,
50592,13,USA                 ,121,53440,
16743,28,USA                 ,10051,53574,
34342,12,USA                 ,10052,53627,
70579,13,USA                 ,663,53962,
37444,42,USA                 ,10011,54191,
84802,29,USA                 ,1165,54670,
72053,3,USA                 ,1378,55555,
64339,19,USA                 ,10328,55654,
76001,5,USA                 ,69,56026,
55762,28,USA                 ,1295,56391,
41125,10,USA                 ,10280,58082,
25769,12,USA                 ,10224,58333,
41126,17,USA                 ,10280,58502,
2711,22,USA                 ,10028,58858,
5906,36,USA                 ,10010,58960,
51374,20,USA                 ,10436,59486,
53911,10,USA                 ,1119,60584,
61064,17,USA                 ,130,60999,
24574,22,USA                 ,10057,61637,
53539,27,USA                 ,1058,61820,
298,7,USA                 ,10350,61915,
14674,19,USA                 ,85,61917,
5914,31,USA                 ,10009,62366,
60740,29,USA                 ,277,62606,
61335,33,USA                 ,277,63524,
35921,40,USA                 ,10405,63722,
48305,8,USA                 ,113,64085,
34846,22,USA                 ,1391,65299,
35183,22,USA                 ,198,65742,
15567,16,USA                 ,10074,66319,
5011,47,USA                 ,10058,67452,
8843,19,USA                 ,10363,67495,
32621,18,USA                 ,1325,68543,
39662,10,USA                 ,112,68756,
22127,14,USA                 ,24,69292,
69693,3,USA                 ,10083,69665,
70097,28,USA                 ,10268,69956,
68713,12,USA                 ,288,70277,
53313,40,USA                 ,25,70369,
84088,23,USA                 ,193,70430,
81448,19,USA                 ,105,70650,
18286,17,USA                 ,287,70708,
74256,20,USA                 ,287,70745,
63177,14,USA                 ,287,70825,
48763,13,USA                 ,10395,71180,
68409,35,USA                 ,10158,72122,
49750,11,USA                 ,199,72642,
17399,33,USA                 ,10015,72943,
18083,42,USA                 ,10016,73140,
41493,49,USA                 ,10054,73422,
28501,12,USA                 ,167,75121,
27431,29,USA                 ,1123,75424,
257,45,USA                 ,10159,75992,
36914,9,USA                 ,1390,76535,
64544,13,USA                 ,1390,76717,
35187,45,USA                 ,201,76859,
41425,10,USA                 ,22,77149,
37103,23,USA                 ,1390,77552,
4146,11,USA                 ,1390,77879,
81445,18,USA                 ,993,78409,
57905,10,USA                 ,10180,78487,
13792,45,USA                 ,52,78968,
60683,8,USA                 ,747,80228,
18338,32,USA                 ,994,81237,
30461,48,USA                 ,10001,81590,
30462,50,USA                 ,10001,81590,
39284,46,USA                 ,10001,81591,
9099,36,USA                 ,10001,81729,
39281,38,USA                 ,10001,81729,
39282,42,USA                 ,10001,81729,
39283,44,USA                 ,10001,81729,
39285,40,USA                 ,10001,81729,
9100,34,USA                 ,10001,81769,
9098,30,USA                 ,10001,81770,
70578,23,USA                 ,570,82451,
68135,35,USA                 ,10132,82579,
10537,7,USA                 ,10239,82636,
21254,35,USA                 ,146,82687,
64596,13,USA                 ,10002,82742,
13813,18,USA                 ,3,83621,
68666,17,USA                 ,10238,83684,
49621,26,USA                 ,1,83783,
20015,20,USA                 ,1,83835,
64597,7,USA                 ,2,83871,
61066,10,USA                 ,213,83933,
47973,9,USA                 ,383,83933,
8284,13,USA                 ,278,84210,
34243,43,USA                 ,10221,84409,
69315,9,USA                 ,4,84416,
33756,13,USA                 ,122,84443,
43567,8,USA                 ,122,84798,
53908,19,USA                 ,1121,85070,
35822,9,USA                 ,744,85349,
40450,12,USA                 ,995,86483,
71072,16,USA                 ,10015,86646,
57911,48,USA                 ,10160,86680,
28078,31,USA                 ,10421,86845,
166331,48,USA                 ,669,87273,
49273,2,USA                 ,384,87624,
55685,13,USA                 ,26,88854,
58617,7,USA                 ,10279,89010,
35585,27,USA                 ,170,89105,
35567,7,USA                 ,55,89428,
21162,6,USA                 ,484,91376,
68910,39,USA                 ,10298,91551,
48589,15,USA                 ,745,91580,
34412,8,USA                 ,56,91668,
11034,20,USA                 ,10317,91870,
31437,18,USA                 ,200,92682,
14934,51,USA                 ,10422,93015,
21259,35,USA                 ,108,93784,
59279,8,USA                 ,110,93812,
47996,13,USA                 ,381,93892,
169027,46,USA                 ,17,93898,
77789,28,USA                 ,140,94046,
17683,7,USA                 ,380,95003,
57547,49,USA                 ,10293,95382,
5909,21,USA                 ,10014,95803,
60888,24,USA                 ,10232,95956,
48013,41,USA                 ,10367,96899,
35453,39,USA                 ,10004,96938,
61551,19,USA                 ,200,98487,
70423,13,USA                 ,10233,99641,
9913,21,USA                 ,181,99958,
55375,26,USA                 ,215,100301,
29464,27,USA                 ,10291,100830,
49240,27,USA                 ,10266,101078,
1255,34,USA                 ,281,102020,
23967,33,USA                 ,10331,102192,
50194,8,USA                 ,899,102960,
81503,12,USA                 ,145,103998,
66415,7,USA                 ,670,104903,
81441,36,USA                 ,1193,106079,
59281,10,USA                 ,106,106780,
22121,17,USA                 ,93,106800,
57912,25,USA                 ,10182,107226,
70158,50,USA                 ,10140,109268,
53324,22,USA                 ,92,110746,
58560,19,USA                 ,1205,111087,
10032,8,USA                 ,376,112459,
48546,45,USA                 ,10193,112538,
59494,14,USA                 ,742,112914,
26993,10,USA                 ,111,112985,
68911,18,USA                 ,10261,113328,
53320,15,USA                 ,64,113862,
71948,27,USA                 ,10144,114197,
57370,42,USA                 ,10020,114308,
70596,2,USA                 ,565,116235,
60675,16,USA                 ,671,116414,
20588,39,USA                 ,10030,116860,
4585,35,USA                 ,10319,116867,
58618,28,USA                 ,467,117507,
4353,32,USA                 ,10391,117958,
41969,16,USA                 ,162,118043,
37105,21,USA                 ,1388,118111,
41427,31,USA                 ,90,118150,
57907,28,USA                 ,10160,118474,
33959,33,USA                 ,10033,118653,
18079,9,USA                 ,18,119120,
47975,26,USA                 ,485,119516,
81464,21,USA                 ,161,119942,
42640,17,USA                 ,467,120254,
2959,13,USA                 ,10163,120470,
61068,26,USA                 ,165,120588,
66633,38,USA                 ,10218,121236,
8263,22,USA                 ,467,122368,
55107,32,USA                 ,10098,123170,
68137,24,USA                 ,10105,123695,
71071,15,USA                 ,10022,124105,
72623,14,USA                 ,340,124209,
49578,9,USA                 ,65,124712,
208,49,USA                 ,10126,125188,
71336,13,USA                 ,68,125535,
51656,5,USA                 ,10309,126153,
67048,13,USA                 ,184,127017,
166510,38,USA                 ,482,127022,
14042,18,USA                 ,568,127710,
48659,9,USA                 ,131,127798,
55686,12,USA                 ,91,128088,
52078,25,USA                 ,10267,128098,
30187,19,USA                 ,10030,129424,
31597,15,USA                 ,567,130040,
34859,16,USA                 ,1388,130247,
67001,14,USA                 ,10068,130651,
307,16,USA                 ,1204,130666,
58561,42,USA                 ,10351,131900,
36920,24,USA                 ,1388,133090,
8378,8,USA                 ,553,133103,
35464,39,USA                 ,10021,134836,
56032,32,USA                 ,80,135582,
24979,7,USA                 ,10409,136460,
41883,20,USA                 ,10296,136491,
62427,22,USA                 ,280,136695,
4145,7,USA                 ,1388,137546,
34347,7,USA                 ,164,138223,
24766,12,USA                 ,566,138479,
11029,30,USA                 ,10318,138574,
68717,29,USA                 ,86,139123,
73998,15,USA                 ,836,143123,
17320,15,USA                 ,10327,143171,
35321,12,USA                 ,823,144701,
22179,38,USA                 ,10284,145311,
24753,19,USA                 ,882,146694,
61067,8,USA                 ,169,146838,
72078,30,USA                 ,10092,147631,
55435,11,USA                 ,468,147790,
35724,11,USA                 ,126,148042,
66611,11,USA                 ,82,148055,
72361,11,USA                 ,749,148382,
17402,35,USA                 ,10024,149111,
21251,33,USA                 ,495,149823,
55370,10,USA                 ,64,151086,
65535,13,USA                 ,750,151247,
47670,22,USA                 ,127,151549,
53382,3,USA                 ,469,151742,
69328,48,USA                 ,192,152292,
15569,20,USA                 ,10075,152430,
55907,21,USA                 ,157,153260,
5243,18,USA                 ,123,153456,
14675,23,USA                 ,49,153953,
7726,45,USA                 ,10416,154355,
35200,11,USA                 ,279,154443,
35694,10,USA                 ,125,155125,
64551,12,USA                 ,1388,156859,
50588,11,USA                 ,155,157273,
4354,47,USA                 ,1282,157906,
9630,48,USA                 ,109,158622,
22124,8,USA                 ,29,159560,
66414,6,USA                 ,751,159871,
41892,41,USA                 ,10118,161632,
17686,10,USA                 ,159,162019,
31114,11,USA                 ,1206,162736,
62137,23,USA                 ,185,163303,
34348,5,USA                 ,160,164024,
52418,10,USA                 ,10257,164854,
166546,12,USA                 ,587,164996,
26428,10,USA                 ,1388,167849,
10324,11,USA                 ,10263,167969,
17688,2,USA                 ,163,168038,
32216,26,USA                 ,10219,168120,
70105,48,USA                 ,10215,169601,
52593,7,USA                 ,569,169637,
5290,12,USA                 ,86,169790,
35455,7,USA                 ,50,170596,
136751,13,USA                 ,357,171563,
68407,18,USA                 ,10121,171988,
72359,22,USA                 ,673,173104,
49579,28,USA                 ,99,173729,
28926,33,USA                 ,10066,175238,
70428,46,USA                 ,10111,175279,
28077,44,USA                 ,10437,175508,
18084,13,USA                 ,51,175711,
31649,47,USA                 ,10329,176026,
4754,9,USA                 ,10396,176821,
23880,13,USA                 ,10131,179007,
62293,15,USA                 ,1131,179108,
34606,31,USA                 ,10369,179140,
83822,27,USA                 ,935,179202,
47987,28,USA                 ,486,179926,
22245,48,USA                 ,1289,181533,
15498,8,USA                 ,144,182380,
4318,13,USA                 ,107,183248,
16747,21,USA                 ,256,185801,
52429,46,USA                 ,10257,186443,
71561,34,USA                 ,598,186721,
66996,29,USA                 ,10174,186727,
48556,10,USA                 ,1061,187077,
30282,5,USA                 ,10370,187150,
70413,33,USA                 ,10415,187308,
5335,7,USA                 ,10303,187379,
16962,7,USA                 ,10104,187740,
10907,45,USA                 ,10007,188877,
24749,22,USA                 ,991,189927,
83491,11,USA                 ,992,190443,
11699,27,USA                 ,10431,191022,
62272,8,USA                 ,1060,191905,
51479,19,USA                 ,1335,192771,
30580,31,USA                 ,10222,192993,
35959,5,USA                 ,84,193297,
32177,31,USA                 ,10431,193501,
63046,36,USA                 ,139,195470,
8309,32,USA                 ,10060,195906,
27220,16,USA                 ,487,196621,
10061,8,USA                 ,1334,196695,
33870,24,USA                 ,10241,196828,
18066,6,USA                 ,84,197104,
33078,13,USA                 ,1336,197757,
63901,47,USA                 ,10423,199408,
5010,23,USA                 ,10059,199486,
60639,17,USA                 ,10282,199552,
37247,50,USA                 ,10198,200363,
71119,23,USA                 ,10236,201656,
11912,17,USA                 ,583,202162,
68143,5,USA                 ,10101,202423,
61039,17,USA                 ,10195,203569,
34574,23,USA                 ,10109,205157,
41975,3,USA                 ,168,207906,
41238,20,USA                 ,282,208760,
78910,31,USA                 ,282,208961,
32958,26,USA                 ,275,212070,
35104,32,USA                 ,990,213541,
25395,45,USA                 ,147,214526,
71081,2,USA                 ,10006,215626,
72207,23,USA                 ,10037,217155,
68538,40,USA                 ,10377,217465,
31354,42,USA                 ,10241,218420,
7894,11,USA                 ,490,223131,
21160,13,USA                 ,488,224594,
70537,21,USA                 ,496,225041,
306,29,USA                 ,1130,225067,
1270,23,USA                 ,283,226020,
9917,24,USA                 ,148,226191,
36841,50,USA                 ,10067,227603,
21150,31,USA                 ,10362,228794,
43649,43,USA                 ,10150,229292,
52075,29,USA                 ,443,231169,
60728,24,USA                 ,216,231364,
51284,28,USA                 ,10107,232274,
1104,28,USA                 ,10115,233475,
33752,21,USA                 ,72,236189,
56033,33,USA                 ,72,236750,
81595,22,USA                 ,301,237112,
62382,12,USA                 ,81,237675,
65758,41,USA                 ,770,238203,
69940,18,USA                 ,191,238838,
41517,13,USA                 ,989,238897,
39241,28,USA                 ,10417,241170,
40619,36,USA                 ,639,241488,
12395,16,USA                 ,71,242698,
31351,30,USA                 ,10278,242844,
64985,51,USA                 ,10082,243194,
39142,30,USA                 ,10316,245676,
71549,10,USA                 ,132,246154,
308,20,USA                 ,1129,246464,
62136,41,USA                 ,257,248098,
2506,14,USA                 ,73,248203,
25538,32,USA                 ,10452,248781,
24314,31,USA                 ,1162,249024,
24978,30,USA                 ,10414,250130,
4691,33,USA                 ,104,251997,
9640,12,USA                 ,98,252220,
56028,36,USA                 ,208,252446,
66983,15,USA                 ,10194,253825,
52240,25,USA                 ,10418,254415,
53541,42,USA                 ,1125,254479,
35846,11,USA                 ,1326,254747,
51375,47,USA                 ,10435,255156,
55033,32,USA                 ,10315,256600,
83931,7,USA                 ,853,257705,
18748,14,USA                 ,10277,258004,
4350,11,USA                 ,10339,259789,
62219,48,USA                 ,342,260214,
17791,18,USA                 ,10220,262853,
62430,17,USA                 ,207,262932,
33658,19,USA                 ,104,263128,
608,26,USA                 ,1000,263958,
31352,35,USA                 ,10276,264085,
57449,49,USA                 ,10081,264101,
38584,38,USA                 ,1150,264171,
68401,44,USA                 ,10125,264993,
70424,13,USA                 ,10272,265062,
70430,43,USA                 ,10393,265675,
20030,41,USA                 ,10196,266102,
35811,7,USA                 ,988,266510,
50044,38,USA                 ,1201,266707,
4329,22,USA                 ,692,267005,
59988,24,USA                 ,1130,268095,
66258,8,USA                 ,206,269795,
65301,12,USA                 ,1241,270234,
60384,28,USA                 ,1240,272106,
49699,16,USA                 ,141,272373,
41375,28,USA                 ,10419,273020,
68851,7,USA                 ,255,274399,
48003,5,USA                 ,489,276544,
28521,7,USA                 ,218,278324,
29292,51,USA                 ,10113,278608,
9939,39,USA                 ,10116,278617,
73255,24,USA                 ,1161,280666,
14320,13,USA                 ,10047,282689,
59500,14,USA                 ,10379,283189,
30283,25,USA                 ,10323,284136,
81594,51,USA                 ,1277,284391,
53544,16,USA                 ,1063,284597,
52426,31,USA                 ,10217,284801,
58927,43,USA                 ,10310,286652,
29121,36,USA                 ,218,287251,
70412,5,USA                 ,10360,288033,
71023,38,USA                 ,77,289947,
70429,23,USA                 ,10323,290664,
68549,25,USA                 ,10114,291890,
51207,33,USA                 ,10306,293947,
35525,17,USA                 ,100,294164,
334,20,USA                 ,10166,294305,
29100,25,USA                 ,296,295582,
6865,7,USA                 ,1202,297584,
47995,19,USA                 ,291,298050,
69447,50,USA                 ,10364,298577,
17726,8,USA                 ,101,299472,
14678,14,USA                 ,10432,300828,
47705,40,USA                 ,10199,301593,
71070,41,USA                 ,10017,302304,
49632,28,USA                 ,9,302727,
35911,28,USA                 ,10372,303226,
83180,50,USA                 ,1384,305663,
55055,46,USA                 ,10315,307955,
6093,38,USA                 ,1280,308165,
4301,19,USA                 ,691,308822,
22129,21,USA                 ,62,309014,
67013,21,USA                 ,10304,309433,
48833,41,USA                 ,10432,309588,
35655,20,USA                 ,8,310040,
73101,15,USA                 ,1326,310278,
8241,23,USA                 ,10018,310804,
40058,23,USA                 ,10449,311662,
48834,45,USA                 ,10433,312489,
77719,43,USA                 ,1066,312565,
89714,15,USA                 ,1384,312774,
16599,3,USA                 ,10322,313815,
71338,10,USA                 ,102,314101,
25358,15,USA                 ,10008,314444,
61961,44,USA                 ,60,314732,
70414,43,USA                 ,10397,316159,
42710,35,USA                 ,10434,316454,
25221,33,USA                 ,6,317166,
49134,38,USA                 ,61,317267,
63867,51,USA                 ,1228,317725,
10535,38,USA                 ,10307,318006,
52432,33,USA                 ,10216,318007,
787,35,USA                 ,10003,318466,
40517,36,USA                 ,1048,318622,
77677,36,USA                 ,10229,318855,
13815,12,USA                 ,5,318908,
804,8,USA                 ,5,319182,
10173,10,USA                 ,5,319182,
4690,7,USA                 ,596,319302,
2768,13,USA                 ,1069,319644,
55372,19,USA                 ,97,320691,
34174,36,USA                 ,837,320979,
25236,15,USA                 ,1073,322501,
720,19,USA                 ,1164,323101,
67485,45,USA                 ,10096,323655,
12524,23,USA                 ,1124,324147,
36170,22,USA                 ,1048,325502,
33639,13,USA                 ,1046,326039,
74449,11,USA                 ,1047,326341,
51208,9,USA                 ,1045,326875,
35906,46,USA                 ,223,327032,
28155,43,USA                 ,1230,328434,
18894,10,USA                 ,10444,330163,
22570,10,USA                 ,276,330314,
8257,19,USA                 ,10019,332036,
3667,7,USA                 ,196,332649,
54275,10,USA                 ,599,332655,
51654,6,USA                 ,10308,332818,
61217,16,USA                 ,780,333773,
52077,24,USA                 ,10103,335424,
12729,11,USA                 ,119,335781,
52430,36,USA                 ,10217,335890,
70427,46,USA                 ,10365,336114,
64550,15,USA                 ,172,336838,
59280,29,USA                 ,182,337003,
710,44,USA                 ,1223,337014,
16539,49,USA                 ,1217,338716,
34177,48,USA                 ,778,338856,
27490,9,USA                 ,10229,338882,
34202,15,USA                 ,703,339221,
2709,49,USA                 ,171,339799,
4991,23,USA                 ,10175,339907,
35584,42,USA                 ,133,340421,
35131,26,USA                 ,1124,341229,
59852,42,USA                 ,10116,341402,
8523,19,USA                 ,896,341568,
29096,28,USA                 ,295,342480,
17625,43,USA                 ,303,343435,
4593,32,USA                 ,597,343556,
16389,39,USA                 ,10137,344364,
71645,47,USA                 ,926,344562,
32142,33,USA                 ,10463,344632,
349,22,USA                 ,10380,345190,
39644,2,USA                 ,197,345597,
1236,9,USA                 ,896,346389,
70420,50,USA                 ,10355,347427,
32851,33,USA                 ,1225,348835,
42007,9,USA                 ,1200,349099,
65355,39,USA                 ,1062,350144,
78908,30,USA                 ,343,351198,
69753,11,USA                 ,10307,352055,
40446,7,USA                 ,895,352714,
3660,40,USA                 ,1065,354104,
70417,4,USA                 ,10089,354319,
52907,31,USA                 ,1214,356147,
34895,50,USA                 ,10112,356224,
33722,15,USA                 ,896,356839,
10536,31,USA                 ,10305,357250,
4686,11,USA                 ,1163,358542,
40820,27,USA                 ,1065,358922,
77678,18,USA                 ,10230,358994,
53321,13,USA                 ,63,359251,
58616,41,USA                 ,10241,359315,
51466,10,USA                 ,898,359368,
71861,18,USA                 ,779,362462,
29885,50,USA                 ,10242,364536,
7675,15,USA                 ,997,365859,
63166,30,USA                 ,377,365876,
25577,42,USA                 ,1044,367475,
67347,39,USA                 ,831,368491,
70422,8,USA                 ,10358,372283,
10228,15,USA                 ,558,373676,
56029,18,USA                 ,78,373813,
37982,8,USA                 ,1041,374640,
3032,45,USA                 ,10392,375503,
6864,22,USA                 ,1067,375746,
65370,28,USA                 ,1068,376559,
55031,35,USA                 ,1066,377861,
21253,47,USA                 ,182,378634,
2495,44,USA                 ,75,379299,
68541,9,USA                 ,1213,379831,
34196,16,USA                 ,788,379857,
27507,11,USA                 ,1064,379985,
12427,26,USA                 ,76,382247,
41074,35,USA                 ,10099,382969,
67895,29,USA                 ,10041,385370,
48360,44,USA                 ,556,385888,
60736,12,USA                 ,273,385988,
61350,8,USA                 ,272,390764,
69993,12,USA                 ,10390,391931,
46755,38,USA                 ,187,392226,
9922,17,USA                 ,182,392622,
69544,26,USA                 ,505,395259,
16749,46,USA                 ,1043,396299,
64549,48,USA                 ,226,398192,
43192,10,USA                 ,1078,398237,
47285,9,USA                 ,471,398351,
17544,16,USA                 ,10361,398484,
43176,25,USA                 ,1074,401085,
51101,25,USA                 ,759,401740,
38437,47,USA                 ,10183,404389,
38590,26,USA                 ,1215,407200,
2769,20,USA                 ,915,407277,
17742,36,USA                 ,10196,407874,
18741,41,USA                 ,10281,409094,
17203,25,USA                 ,10066,409954,
12930,34,USA                 ,872,410840,
71558,15,USA                 ,221,412156,
63165,19,USA                 ,966,413300,
68408,28,USA                 ,10123,413358,
2777,13,USA                 ,914,413495,
71508,36,USA                 ,341,415529,
61072,34,USA                 ,220,417364,
34200,24,USA                 ,790,418537,
33745,24,USA                 ,472,418582,
34212,42,USA                 ,777,419371,
38587,20,USA                 ,1243,420814,
40618,28,USA                 ,725,421424,
3369,16,USA                 ,10336,421897,
18780,30,USA                 ,227,421949,
2942,9,USA                 ,1279,422236,
43846,21,USA                 ,1224,424432,
38497,40,USA                 ,10356,426268,
22485,43,USA                 ,10275,429640,
64338,34,USA                 ,10330,431061,
32176,35,USA                 ,10446,433037,
8291,7,USA                 ,470,433040,
27621,18,USA                 ,10034,434271,
70426,2,USA                 ,10326,435075,
19654,15,USA                 ,873,439876,
74358,39,USA                 ,10264,441439,
43203,32,USA                 ,1075,442361,
14315,11,USA                 ,10047,442969,
54938,49,USA                 ,1274,443308,
39648,9,USA                 ,195,443337,
189358,4,USA                 ,651,443419,
40250,27,USA                 ,378,443507,
48668,22,USA                 ,1220,447063,
35645,11,USA                 ,996,447214,
18301,50,USA                 ,606,449028,
71238,29,USA                 ,10430,449163,
57837,30,USA                 ,258,449506,
23473,10,USA                 ,10359,450155,
16940,41,USA                 ,1249,455002,
8322,31,USA                 ,152,460822,
4688,49,USA                 ,714,460979,
67766,46,USA                 ,758,461761,
2710,17,USA                 ,228,464222,
35097,39,USA                 ,205,465609,
35189,17,USA                 ,153,465946,
19191,20,USA                 ,557,467796,
21250,7,USA                 ,1219,468652,
9990,46,USA                 ,806,469234,
71024,10,USA                 ,79,470343,
34577,46,USA                 ,10143,476595,
50591,29,USA                 ,151,477074,
69479,22,USA                 ,846,477723,
10132,43,USA                 ,188,478973,
17005,13,USA                 ,194,480161,
51806,39,USA                 ,10383,480949,
62207,48,USA                 ,1171,481037,
34171,26,USA                 ,708,481576,
73036,24,USA                 ,175,481762,
28510,20,USA                 ,223,481824,
166512,23,USA                 ,1158,483063,
8260,5,USA                 ,271,483856,
57456,7,USA                 ,10246,484069,
70419,18,USA                 ,10413,486722,
58408,23,USA                 ,1341,487251,
11644,31,USA                 ,10034,488744,
9632,7,USA                 ,134,490048,
69271,49,USA                 ,263,490555,
21149,40,USA                 ,10388,492979,
65583,8,USA                 ,677,493488,
5982,42,USA                 ,859,494098,
24977,41,USA                 ,10384,494511,
23929,8,USA                 ,1231,498254,
63164,17,USA                 ,678,498329,
72335,44,USA                 ,722,500369,
68853,12,USA                 ,222,501820,
37238,50,USA                 ,10171,502157,
70536,15,USA                 ,600,507917,
25396,32,USA                 ,183,508578,
35255,49,USA                 ,10190,509801,
35418,38,USA                 ,10333,511000,
36839,27,USA                 ,10065,511739,
