FACILITY_ID,FAC_CHANNEL,COUNTRY,TOWER_ID,SERVICE_POPULATION,
35909,27,USA                 ,1232,903148,
69444,19,USA                 ,964,904611,
64974,50,USA                 ,10110,906119,
81509,39,USA                 ,395,908207,
63160,13,USA                 ,584,908220,
70651,31,USA                 ,1324,910583,
28496,10,USA                 ,761,911493,
44052,25,USA                 ,1115,911656,
7893,38,USA                 ,174,911696,
10587,50,USA                 ,1190,912399,
1151,17,USA                 ,887,913467,
57431,36,USA                 ,827,913908,
25735,23,USA                 ,1115,914931,
61005,7,USA                 ,1191,915955,
68542,30,USA                 ,1156,916125,
60793,10,USA                 ,883,916195,
73189,39,USA                 ,710,917639,
12913,34,USA                 ,1355,917902,
70415,36,USA                 ,10427,918796,
73319,38,USA                 ,402,919841,
25684,41,USA                 ,506,921026,
55049,45,USA                 ,890,921198,
29000,47,USA                 ,1409,921770,
11908,19,USA                 ,1115,923365,
55643,22,USA                 ,1141,923931,
35084,42,USA                 ,893,924213,
66378,21,USA                 ,713,925595,
48666,44,USA                 ,1039,926086,
40878,10,USA                 ,874,928463,
35630,19,USA                 ,762,929187,
55528,35,USA                 ,889,929836,
48667,12,USA                 ,1154,930054,
76268,29,USA                 ,890,930906,
43193,36,USA                 ,1008,931949,
30601,40,USA                 ,1113,932073,
29085,35,USA                 ,392,932288,
16363,22,USA                 ,605,932899,
61573,17,USA                 ,1393,933148,
73374,31,USA                 ,444,933378,
35313,26,USA                 ,892,934029,
586,25,USA                 ,10237,935855,
66908,40,USA                 ,1286,939372,
56079,38,USA                 ,1357,942756,
25685,51,USA                 ,300,943240,
993,24,USA                 ,885,943331,
2767,9,USA                 ,911,943783,
32311,27,USA                 ,888,944980,
53517,48,USA                 ,1260,946186,
9015,36,USA                 ,1190,947227,
23486,50,USA                 ,1285,948728,
34457,31,USA                 ,1356,949079,
81507,21,USA                 ,1145,950364,
66549,5,USA                 ,10234,952496,
51502,23,USA                 ,395,952931,
54011,49,USA                 ,403,953293,
68400,27,USA                 ,10119,954564,
48575,13,USA                 ,894,954819,
67462,16,USA                 ,10161,956304,
69692,49,USA                 ,1354,956535,
43197,16,USA                 ,1262,957680,
31590,46,USA                 ,1288,957804,
53928,7,USA                 ,886,958577,
12523,24,USA                 ,1359,959065,
41065,27,USA                 ,1287,959404,
23337,7,USA                 ,351,961797,
43328,13,USA                 ,1358,962300,
25686,42,USA                 ,601,963070,
71089,34,USA                 ,10274,967224,
53586,19,USA                 ,16,970833,
416,24,USA                 ,1190,972428,
5985,32,USA                 ,854,972715,
65667,29,USA                 ,930,973179,
70425,44,USA                 ,10258,973748,
26994,9,USA                 ,183,974825,
721,41,USA                 ,1266,975000,
73042,21,USA                 ,180,975912,
7078,28,USA                 ,907,978198,
12033,46,USA                 ,1039,978470,
10318,46,USA                 ,10045,978905,
21245,36,USA                 ,1032,981694,
37503,8,USA                 ,511,982874,
18740,22,USA                 ,10189,983004,
24914,36,USA                 ,700,983055,
2731,30,USA                 ,1116,983948,
10265,45,USA                 ,10255,984314,
69416,31,USA                 ,1033,984374,
33710,8,USA                 ,396,985154,
13933,50,USA                 ,355,989191,
29102,11,USA                 ,397,989443,
70482,17,USA                 ,1146,991051,
4148,33,USA                 ,875,991751,
36918,9,USA                 ,1118,993757,
69994,33,USA                 ,10389,997302,
64048,41,USA                 ,10412,1002857,
4689,41,USA                 ,305,1003268,
13993,12,USA                 ,1221,1003395,
23917,6,USA                 ,1227,1004416,
41212,39,USA                 ,1006,1006881,
23937,6,USA                 ,1097,1007131,
56527,16,USA                 ,395,1010001,
68406,18,USA                 ,10206,1012631,
12525,34,USA                 ,1148,1012663,
5875,28,USA                 ,499,1013712,
72060,42,USA                 ,929,1015095,
61012,28,USA                 ,1103,1017316,
23128,21,USA                 ,786,1017681,
58267,36,USA                 ,1003,1023886,
71111,40,USA                 ,10091,1025302,
7890,10,USA                 ,492,1026961,
13995,39,USA                 ,1261,1030340,
68394,40,USA                 ,10130,1030772,
4939,15,USA                 ,731,1031860,
66221,13,USA                 ,397,1032540,
35918,51,USA                 ,10375,1036845,
64352,15,USA                 ,254,1037956,
25040,36,USA                 ,415,1039055,
18798,42,USA                 ,177,1039222,
11951,30,USA                 ,1002,1043759,
24981,22,USA                 ,10411,1045368,
64690,32,USA                 ,445,1045562,
78915,19,USA                 ,395,1046338,
71657,34,USA                 ,707,1046770,
70251,36,USA                 ,800,1049049,
68939,9,USA                 ,504,1050451,
73905,24,USA                 ,417,1052038,
269,28,USA                 ,10128,1054223,
35648,15,USA                 ,1142,1055058,
9719,9,USA                 ,299,1055603,
37005,44,USA                 ,1001,1056100,
6476,40,USA                 ,466,1056239,
39270,31,USA                 ,418,1058118,
13960,18,USA                 ,417,1058606,
52408,42,USA                 ,306,1062437,
6885,36,USA                 ,402,1062906,
593,7,USA                 ,298,1063270,
61013,32,USA                 ,1027,1063964,
64992,11,USA                 ,10374,1068116,
1005,17,USA                 ,826,1072017,
14326,15,USA                 ,10043,1072066,
2770,7,USA                 ,1006,1072548,
33818,21,USA                 ,10402,1073112,
69170,8,USA                 ,666,1075147,
30429,15,USA                 ,10076,1079515,
38586,25,USA                 ,1254,1083115,
35652,28,USA                 ,1145,1083221,
33440,32,USA                 ,1001,1084434,
35096,25,USA                 ,398,1086688,
62009,44,USA                 ,603,1092431,
713,24,USA                 ,1013,1093080,
2708,41,USA                 ,179,1096064,
23342,13,USA                 ,706,1096473,
7622,30,USA                 ,10120,1100030,
60931,18,USA                 ,1024,1101947,
35991,22,USA                 ,665,1106295,
24812,20,USA                 ,801,1106395,
82476,50,USA                 ,1256,1108710,
41095,44,USA                 ,10273,1109044,
361,27,USA                 ,179,1109990,
31368,19,USA                 ,10253,1110846,
40761,38,USA                 ,856,1111795,
25683,38,USA                 ,266,1112514,
65128,14,USA                 ,928,1112780,
50590,7,USA                 ,150,1112847,
9635,39,USA                 ,180,1115218,
36912,23,USA                 ,704,1118643,
57274,16,USA                 ,251,1119401,
2787,12,USA                 ,1001,1121503,
33543,22,USA                 ,1004,1121692,
14867,13,USA                 ,813,1122919,
8661,5,USA                 ,397,1123824,
60637,27,USA                 ,967,1125776,
73964,45,USA                 ,252,1126931,
64017,31,USA                 ,783,1126963,
413,28,USA                 ,253,1127366,
62388,31,USA                 ,1361,1137160,
27696,7,USA                 ,787,1146771,
59137,13,USA                 ,932,1147665,
69440,36,USA                 ,1320,1150851,
81750,48,USA                 ,850,1152296,
74417,23,USA                 ,176,1153912,
19199,48,USA                 ,1029,1155632,
37099,47,USA                 ,830,1156794,
41893,12,USA                 ,512,1157986,
40902,39,USA                 ,1029,1158127,
50141,35,USA                 ,515,1158411,
36851,15,USA                 ,10042,1161811,
71280,41,USA                 ,711,1165953,
23918,23,USA                 ,1172,1165979,
38464,28,USA                 ,10179,1168614,
66172,8,USA                 ,10117,1170798,
4150,11,USA                 ,178,1172889,
37808,49,USA                 ,855,1174224,
70161,46,USA                 ,10151,1175050,
22590,9,USA                 ,931,1175243,
24813,17,USA                 ,797,1176067,
25078,24,USA                 ,10179,1176665,
57840,30,USA                 ,796,1178708,
11113,30,USA                 ,1175,1179016,
51490,49,USA                 ,10207,1183980,
6837,32,USA                 ,10178,1187168,
3359,15,USA                 ,1175,1188831,
35059,10,USA                 ,1253,1190170,
68395,35,USA                 ,10127,1192801,
54420,42,USA                 ,829,1195818,
37809,51,USA                 ,848,1196947,
23277,38,USA                 ,390,1198866,
4143,9,USA                 ,1264,1201582,
10894,34,USA                 ,1267,1202195,
70900,27,USA                 ,10187,1203614,
35190,45,USA                 ,387,1210982,
4297,8,USA                 ,690,1214848,
17830,44,USA                 ,10403,1214916,
73113,17,USA                 ,347,1217067,
53903,20,USA                 ,386,1220322,
41671,35,USA                 ,413,1220425,
66589,12,USA                 ,389,1221474,
6838,15,USA                 ,10178,1223766,
18267,17,USA                 ,934,1226250,
60825,16,USA                 ,1016,1228335,
65130,17,USA                 ,705,1232904,
11910,22,USA                 ,829,1233288,
72945,16,USA                 ,306,1234535,
10521,38,USA                 ,10428,1241274,
41210,45,USA                 ,1272,1244704,
73988,13,USA                 ,802,1244756,
74151,47,USA                 ,344,1246045,
17611,31,USA                 ,1269,1249573,
65528,22,USA                 ,385,1251611,
51491,43,USA                 ,391,1255676,
73371,13,USA                 ,251,1256002,
9989,44,USA                 ,809,1257120,
10245,9,USA                 ,1211,1257247,
65943,44,USA                 ,642,1258820,
70699,30,USA                 ,1101,1259763,
35685,10,USA                 ,908,1260673,
16530,15,USA                 ,245,1262650,
70041,10,USA                 ,252,1264507,
53734,25,USA                 ,345,1264666,
26025,32,USA                 ,230,1265476,
54385,12,USA                 ,933,1266787,
69114,17,USA                 ,860,1270505,
41237,32,USA                 ,881,1276370,
9088,7,USA                 ,339,1277730,
33471,28,USA                 ,1251,1279487,
59439,8,USA                 ,830,1280455,
60827,20,USA                 ,1271,1282488,
29095,12,USA                 ,399,1283606,
595,11,USA                 ,1176,1284498,
35434,45,USA                 ,830,1289332,
57292,32,USA                 ,1014,1291189,
60654,29,USA                 ,259,1292578,
34195,38,USA                 ,695,1292604,
48693,19,USA                 ,1012,1297794,
3133,21,USA                 ,1035,1299919,
417,19,USA                 ,711,1300889,
28119,41,USA                 ,1014,1300990,
6870,19,USA                 ,230,1301256,
21432,17,USA                 ,695,1303111,
78322,20,USA                 ,830,1303787,
29712,34,USA                 ,1292,1304560,
48239,20,USA                 ,10462,1310100,
11893,10,USA                 ,1294,1315570,
71236,24,USA                 ,1290,1316983,
591,48,USA                 ,1015,1317548,
35882,36,USA                 ,10375,1318116,
10549,35,USA                 ,10426,1318163,
66195,11,USA                 ,830,1321705,
11909,32,USA                 ,1291,1324504,
34440,32,USA                 ,654,1326264,
6554,50,USA                 ,1268,1326477,
10264,25,USA                 ,10248,1327317,
14302,43,USA                 ,10208,1329153,
53116,42,USA                 ,1294,1329561,
73130,7,USA                 ,1291,1329969,
29719,44,USA                 ,1293,1330052,
66807,19,USA                 ,10209,1330095,
37176,17,USA                 ,1030,1331637,
9054,18,USA                 ,1037,1332934,
57838,10,USA                 ,963,1334336,
33819,14,USA                 ,10247,1335884,
9781,26,USA                 ,1207,1336168,
70852,17,USA                 ,604,1339154,
10498,17,USA                 ,10208,1339208,
2566,50,USA                 ,900,1341577,
35576,19,USA                 ,1291,1345036,
66321,35,USA                 ,10341,1345580,
18334,12,USA                 ,964,1346159,
11906,15,USA                 ,1271,1346210,
63768,40,USA                 ,818,1347485,
57826,11,USA                 ,857,1349391,
73312,45,USA                 ,1083,1350344,
12144,21,USA                 ,968,1350480,
189357,5,USA                 ,721,1350632,
10195,29,USA                 ,820,1351328,
10179,22,USA                 ,820,1352034,
67089,16,USA                 ,878,1352148,
20427,7,USA                 ,589,1352451,
13994,7,USA                 ,1243,1352623,
6096,20,USA                 ,229,1353077,
39664,44,USA                 ,267,1353137,
6568,27,USA                 ,426,1354318,
53585,32,USA                 ,10334,1355936,
69292,20,USA                 ,965,1358411,
71329,18,USA                 ,799,1359105,
11683,11,USA                 ,821,1360293,
10221,49,USA                 ,229,1360975,
74100,13,USA                 ,880,1361604,
4035,17,USA                 ,10342,1361866,
21252,24,USA                 ,346,1362429,
2650,28,USA                 ,10078,1364289,
35042,7,USA                 ,879,1366315,
61504,45,USA                 ,1365,1367250,
28199,19,USA                 ,10154,1367367,
35870,9,USA                 ,822,1368526,
48837,34,USA                 ,10401,1369500,
61011,43,USA                 ,1025,1372443,
26602,34,USA                 ,1403,1374043,
10153,19,USA                 ,10106,1374379,
73937,12,USA                 ,1099,1376260,
70649,35,USA                 ,1363,1378892,
25045,26,USA                 ,643,1381117,
73187,27,USA                 ,1263,1382070,
73336,23,USA                 ,1405,1382568,
71928,43,USA                 ,249,1385850,
10897,47,USA                 ,807,1392995,
65046,13,USA                 ,1294,1394384,
67999,15,USA                 ,902,1395154,
2784,48,USA                 ,917,1398667,
60464,31,USA                 ,10399,1401710,
71363,17,USA                 ,1267,1405024,
81692,23,USA                 ,920,1416125,
24570,27,USA                 ,10404,1418535,
415,14,USA                 ,250,1418681,
69677,2,USA                 ,819,1421325,
56034,34,USA                 ,740,1422331,
73263,34,USA                 ,356,1423126,
9987,42,USA                 ,809,1424652,
21258,33,USA                 ,1081,1426752,
49713,13,USA                 ,240,1428948,
38214,51,USA                 ,900,1428983,
19200,34,USA                 ,852,1429070,
71082,26,USA                 ,852,1432689,
51488,28,USA                 ,816,1433142,
74007,28,USA                 ,412,1433198,
40782,6,USA                 ,10400,1433573,
22093,50,USA                 ,1362,1436844,
59013,36,USA                 ,735,1439102,
23302,43,USA                 ,736,1439346,
71580,33,USA                 ,1364,1439984,
60830,41,USA                 ,919,1441061,
69733,40,USA                 ,815,1441242,
35908,30,USA                 ,934,1442126,
74094,38,USA                 ,318,1442641,
77480,29,USA                 ,904,1444918,
25382,39,USA                 ,900,1446781,
66222,27,USA                 ,900,1446891,
13060,45,USA                 ,10236,1447723,
35388,24,USA                 ,906,1448642,
50182,40,USA                 ,901,1452483,
21726,51,USA                 ,921,1453037,
717,39,USA                 ,1086,1453195,
52628,23,USA                 ,852,1453218,
27140,42,USA                 ,1100,1454675,
50170,33,USA                 ,906,1456201,
71121,17,USA                 ,10236,1457706,
8620,30,USA                 ,734,1458212,
56548,14,USA                 ,1023,1459520,
46984,10,USA                 ,851,1462200,
70938,11,USA                 ,586,1463411,
73288,8,USA                 ,269,1466395,
73264,43,USA                 ,356,1466567,
35594,38,USA                 ,739,1467373,
30833,12,USA                 ,810,1472687,
19183,41,USA                 ,1360,1483688,
54414,17,USA                 ,10157,1483817,
11970,7,USA                 ,356,1484208,
594,32,USA                 ,963,1485353,
35134,19,USA                 ,10201,1488744,
74422,26,USA                 ,356,1495815,
73692,8,USA                 ,698,1498607,
70309,32,USA                 ,805,1506685,
67781,24,USA                 ,307,1506773,
41221,22,USA                 ,247,1507055,
70416,47,USA                 ,10155,1507472,
34439,20,USA                 ,738,1509496,
74419,36,USA                 ,358,1512190,
71905,32,USA                 ,249,1513862,
50205,13,USA                 ,905,1515563,
2175,25,USA                 ,1411,1516564,
18819,31,USA                 ,1314,1516931,
12508,7,USA                 ,903,1518882,
66536,14,USA                 ,618,1520420,
57832,25,USA                 ,809,1525631,
66174,28,USA                 ,924,1525751,
17012,16,USA                 ,1035,1528473,
67784,49,USA                 ,335,1529172,
34894,31,USA                 ,10152,1529332,
42061,29,USA                 ,925,1534411,
73363,12,USA                 ,356,1534995,
71325,18,USA                 ,1082,1540663,
10073,31,USA                 ,10425,1548841,
11117,38,USA                 ,843,1548922,
56642,9,USA                 ,1085,1551067,
16820,36,USA                 ,1086,1554455,
12520,45,USA                 ,1257,1564077,
30244,19,USA                 ,10157,1564467,
12521,13,USA                 ,923,1579833,
58725,44,USA                 ,348,1588062,
35903,10,USA                 ,1209,1588710,
21737,16,USA                 ,241,1588938,
6104,40,USA                 ,316,1592167,
589,9,USA                 ,1255,1594717,
5981,3,USA                 ,798,1597217,
412,26,USA                 ,809,1597401,
30303,26,USA                 ,333,1605732,
61009,15,USA                 ,1026,1607861,
2424,51,USA                 ,10168,1608620,
73983,22,USA                 ,410,1609284,
52891,23,USA                 ,10168,1609838,
37106,21,USA                 ,1312,1612006,
68518,31,USA                 ,919,1616152,
63865,44,USA                 ,986,1620559,
67494,7,USA                 ,737,1631612,
65143,50,USA                 ,229,1632694,
11907,25,USA                 ,919,1634821,
18736,31,USA                 ,10167,1642376,
66407,13,USA                 ,1034,1642722,
71085,15,USA                 ,1360,1643098,
74173,13,USA                 ,1088,1646202,
36117,46,USA                 ,414,1647431,
81451,32,USA                 ,477,1649187,
40758,19,USA                 ,348,1650685,
9375,28,USA                 ,10173,1652780,
74416,22,USA                 ,808,1656830,
64865,29,USA                 ,1404,1657670,
74138,28,USA                 ,1086,1664003,
35954,12,USA                 ,999,1666520,
21729,50,USA                 ,1312,1668412,
5360,30,USA                 ,1086,1671170,
13989,47,USA                 ,694,1676196,
18252,41,USA                 ,849,1676787,
53939,26,USA                 ,694,1679966,
69149,23,USA                 ,960,1682445,
71422,24,USA                 ,10039,1683587,
11371,42,USA                 ,10343,1684960,
60571,44,USA                 ,231,1687362,
24784,11,USA                 ,308,1690496,
35862,35,USA                 ,15,1692468,
58342,39,USA                 ,1405,1692639,
51930,28,USA                 ,10142,1692871,
71221,50,USA                 ,1089,1694238,
24303,26,USA                 ,10072,1695956,
64545,26,USA                 ,229,1697184,
58341,19,USA                 ,1410,1701455,
70021,34,USA                 ,1258,1702043,
73310,23,USA                 ,841,1702402,
71357,43,USA                 ,1319,1706133,
9754,46,USA                 ,1234,1720479,
144,49,USA                 ,1238,1721039,
11033,45,USA                 ,314,1722811,
58608,11,USA                 ,739,1723514,
13938,24,USA                 ,1312,1726094,
4149,29,USA                 ,1317,1727857,
41674,42,USA                 ,411,1727885,
35512,48,USA                 ,817,1739416,
19431,38,USA                 ,10156,1745842,
16950,50,USA                 ,817,1751199,
20590,15,USA                 ,864,1754541,
13950,4,USA                 ,401,1756287,
10177,20,USA                 ,476,1760581,
65919,40,USA                 ,941,1764744,
57538,26,USA                 ,10440,1767688,
1136,48,USA                 ,475,1768151,
61173,26,USA                 ,1296,1768698,
1002,26,USA                 ,1084,1769520,
73204,11,USA                 ,507,1770518,
69300,25,USA                 ,936,1771736,
32327,11,USA                 ,696,1772913,
40861,21,USA                 ,689,1776862,
36607,46,USA                 ,475,1778362,
69582,36,USA                 ,475,1781900,
34167,51,USA                 ,697,1783302,
57884,29,USA                 ,476,1784638,
69396,42,USA                 ,475,1785562,
22215,28,USA                 ,474,1786253,
67077,46,USA                 ,867,1786963,
6823,44,USA                 ,475,1787641,
72971,20,USA                 ,847,1788053,
68889,40,USA                 ,475,1790659,
28476,49,USA                 ,697,1790945,
6359,38,USA                 ,475,1791273,
35823,34,USA                 ,475,1796694,
54280,15,USA                 ,1315,1797014,
77512,24,USA                 ,475,1798982,
36533,51,USA                 ,320,1800496,
76324,9,USA                 ,871,1808437,
51518,32,USA                 ,1298,1815039,
71725,12,USA                 ,1405,1815111,
73375,45,USA                 ,446,1819042,
749,9,USA                 ,1299,1820100,
41398,8,USA                 ,845,1827618,
33691,43,USA                 ,1237,1829692,
28468,36,USA                 ,840,1829782,
65387,29,USA                 ,866,1830324,
9064,16,USA                 ,1022,1831035,
3646,23,USA                 ,509,1834140,
35920,21,USA                 ,1238,1836485,
74192,36,USA                 ,1313,1838947,
8988,28,USA                 ,10314,1841981,
29706,34,USA                 ,317,1845024,
64547,33,USA                 ,336,1848476,
73940,13,USA                 ,304,1855513,
9762,50,USA                 ,870,1858630,
72079,24,USA                 ,10093,1860128,
27300,16,USA                 ,1303,1860642,
52579,24,USA                 ,664,1864717,
8214,25,USA                 ,812,1865011,
55106,20,USA                 ,10439,1866141,
35867,33,USA                 ,1237,1874070,
148,13,USA                 ,1235,1874841,
64969,38,USA                 ,1302,1878418,
68547,43,USA                 ,232,1884721,
71069,16,USA                 ,10012,1888711,
418,15,USA                 ,841,1890393,
71871,44,USA                 ,311,1891419,
35881,41,USA                 ,1301,1892522,
8564,22,USA                 ,1236,1897257,
72119,26,USA                 ,1315,1901646,
13607,9,USA                 ,458,1903888,
47929,41,USA                 ,449,1904298,
9971,21,USA                 ,841,1908486,
69618,48,USA                 ,1304,1910598,
7651,44,USA                 ,841,1910872,
35575,34,USA                 ,1350,1917772,
71127,31,USA                 ,866,1917995,
19184,5,USA                 ,922,1919636,
35037,49,USA                 ,667,1922413,
74167,13,USA                 ,869,1929402,
13990,10,USA                 ,1028,1930993,
67532,47,USA                 ,10147,1933077,
56528,30,USA                 ,1300,1935836,
11118,24,USA                 ,514,1936069,
11027,42,USA                 ,427,1936158,
60963,8,USA                 ,1029,1937713,
53118,12,USA                 ,1305,1939393,
67792,48,USA                 ,243,1942172,
71078,38,USA                 ,10012,1942701,
25173,19,USA                 ,782,1943870,
4693,36,USA                 ,440,1946708,
71079,35,USA                 ,10012,1949479,
34204,24,USA                 ,629,1949501,
11559,38,USA                 ,10441,1954365,
68396,19,USA                 ,10129,1955179,
60820,33,USA                 ,838,1957374,
25090,11,USA                 ,1318,1959198,
26304,39,USA                 ,1304,1960695,
54176,38,USA                 ,338,1988249,
10253,27,USA                 ,616,1992923,
61010,9,USA                 ,1021,1997805,
47401,40,USA                 ,867,2003759,
71074,20,USA                 ,10012,2005131,
25932,16,USA                 ,868,2010103,
36504,25,USA                 ,839,2012534,
40759,33,USA                 ,867,2014631,
53863,35,USA                 ,1405,2016505,
73188,27,USA                 ,844,2021400,
72300,21,USA                 ,938,2023988,
70149,45,USA                 ,937,2043053,
41232,10,USA                 ,842,2047363,
13595,6,USA                 ,461,2053473,
73942,6,USA                 ,356,2069578,
38616,13,USA                 ,1259,2073190,
72096,22,USA                 ,360,2075934,
28954,32,USA                 ,1399,2087449,
73083,36,USA                 ,531,2089413,
12793,50,USA                 ,948,2112791,
10212,20,USA                 ,313,2113421,
999,21,USA                 ,595,2118342,
71080,6,USA                 ,10012,2120967,
77496,6,USA                 ,1087,2123105,
41397,21,USA                 ,610,2123741,
53905,36,USA                 ,940,2126850,
54948,18,USA                 ,10442,2130520,
35649,7,USA                 ,1239,2133821,
59444,42,USA                 ,676,2139851,
42636,41,USA                 ,676,2141228,
10645,11,USA                 ,946,2148331,
10133,42,USA                 ,954,2155120,
33337,51,USA                 ,595,2158519,
69360,32,USA                 ,862,2160224,
54452,43,USA                 ,951,2171704,
33336,47,USA                 ,591,2174013,
65074,14,USA                 ,863,2176270,
66285,29,USA                 ,425,2201951,
73354,49,USA                 ,423,2205816,
2325,23,USA                 ,334,2207674,
23264,12,USA                 ,640,2217111,
53579,14,USA                 ,10134,2223737,
64444,31,USA                 ,590,2225925,
73120,34,USA                 ,530,2229649,
29715,38,USA                 ,1352,2238083,
28462,32,USA                 ,508,2240051,
24783,5,USA                 ,315,2241014,
67014,49,USA                 ,10172,2242211,
17076,5,USA                 ,419,2246439,
72052,30,USA                 ,248,2248685,
68007,42,USA                 ,617,2252495,
56549,48,USA                 ,631,2255161,
74216,28,USA                 ,10135,2261943,
125,21,USA                 ,480,2270380,
13200,34,USA                 ,10408,2274664,
53843,18,USA                 ,594,2276222,
19190,46,USA                 ,424,2280885,
7780,39,USA                 ,337,2280886,
65686,29,USA                 ,590,2283461,
73318,50,USA                 ,448,2286300,
74195,8,USA                 ,312,2289093,
56523,48,USA                 ,615,2298460,
74137,36,USA                 ,631,2300474,
18410,45,USA                 ,1417,2302713,
11291,34,USA                 ,592,2309138,
8156,48,USA                 ,1398,2312722,
41230,24,USA                 ,593,2317279,
71676,33,USA                 ,638,2319646,
63158,23,USA                 ,483,2323885,
68433,19,USA                 ,309,2323929,
36838,7,USA                 ,310,2344835,
48406,33,USA                 ,264,2354894,
39738,29,USA                 ,625,2357236,
72313,21,USA                 ,532,2357724,
25682,40,USA                 ,359,2364946,
66185,38,USA                 ,513,2373723,
36717,45,USA                 ,10285,2377471,
72342,22,USA                 ,235,2382750,
4077,31,USA                 ,1399,2388026,
11123,49,USA                 ,1366,2395723,
34874,8,USA                 ,114,2408878,
146,45,USA                 ,614,2415490,
70421,23,USA                 ,10070,2432382,
47707,45,USA                 ,116,2433095,
50633,12,USA                 ,115,2435975,
21735,12,USA                 ,242,2436203,
17010,13,USA                 ,447,2439313,
35611,31,USA                 ,811,2453676,
30129,38,USA                 ,10454,2455369,
35460,30,USA                 ,115,2456778,
50781,14,USA                 ,630,2458672,
3167,25,USA                 ,10286,2478875,
56537,13,USA                 ,936,2479336,
50589,10,USA                 ,114,2479488,
7908,44,USA                 ,612,2482910,
21649,43,USA                 ,118,2486077,
711,7,USA                 ,1090,2487780,
71217,21,USA                 ,630,2487860,
74559,49,USA                 ,10438,2489046,
35380,40,USA                 ,117,2489188,
39269,9,USA                 ,613,2494191,
10192,33,USA                 ,117,2495663,
71225,11,USA                 ,447,2499903,
67190,49,USA                 ,1417,2506607,
2455,5,USA                 ,856,2507660,
3001,46,USA                 ,1400,2508939,
56526,29,USA                 ,614,2508952,
68545,48,USA                 ,233,2515420,
5801,22,USA                 ,114,2518652,
6869,7,USA                 ,522,2527684,
37102,20,USA                 ,612,2528703,
72106,8,USA                 ,953,2531356,
72326,10,USA                 ,533,2534927,
37101,45,USA                 ,578,2536726,
4110,30,USA                 ,1397,2548874,
6868,11,USA                 ,361,2550328,
40626,28,USA                 ,644,2557956,
69124,44,USA                 ,945,2563449,
131,49,USA                 ,1327,2568251,
61251,24,USA                 ,1349,2584226,
67002,33,USA                 ,10027,2585800,
50782,17,USA                 ,956,2586866,
21158,46,USA                 ,632,2594736,
15320,33,USA                 ,1413,2596379,
20295,8,USA                 ,526,2601000,
53921,31,USA                 ,861,2610848,
40877,25,USA                 ,611,2618983,
20476,40,USA                 ,577,2629848,
19561,18,USA                 ,1395,2634707,
70162,13,USA                 ,609,2635572,
13924,50,USA                 ,524,2642089,
19777,11,USA                 ,1396,2648205,
74174,18,USA                 ,236,2654922,
12171,33,USA                 ,1330,2673413,
54443,51,USA                 ,1416,2680194,
6744,30,USA                 ,1330,2681208,
55108,40,USA                 ,10335,2690046,
35090,22,USA                 ,10332,2701181,
74098,28,USA                 ,237,2706047,
24514,51,USA                 ,571,2711428,
49157,27,USA                 ,947,2726301,
55350,30,USA                 ,645,2729724,
62182,39,USA                 ,686,2730455,
65680,34,USA                 ,234,2744629,
74070,34,USA                 ,948,2747449,
57221,47,USA                 ,687,2754964,
23942,33,USA                 ,1017,2759334,
2174,16,USA                 ,1414,2759905,
67602,48,USA                 ,1331,2764619,
20624,39,USA                 ,943,2776504,
18287,11,USA                 ,481,2777582,
25065,28,USA                 ,625,2778805,
25544,33,USA                 ,950,2792062,
51988,16,USA                 ,1351,2807148,
71427,46,USA                 ,233,2810216,
48525,14,USA                 ,688,2811803,
41314,38,USA                 ,523,2832141,
66391,7,USA                 ,939,2839137,
38375,29,USA                 ,482,2847569,
35693,43,USA                 ,684,2850463,
5802,43,USA                 ,1331,2852523,
68695,43,USA                 ,482,2853990,
46981,35,USA                 ,683,2855864,
56524,31,USA                 ,682,2858804,
65681,51,USA                 ,525,2868290,
54963,28,USA                 ,955,2882515,
60165,41,USA                 ,10456,2883058,
411,30,USA                 ,620,2885730,
73205,27,USA                 ,957,2886273,
10238,18,USA                 ,1110,2896105,
35417,26,USA                 ,683,2901034,
42665,35,USA                 ,235,2903348,
70034,24,USA                 ,685,2905493,
73107,33,USA                 ,238,2911526,
56092,21,USA                 ,463,2911609,
25722,33,USA                 ,10071,2916260,
23074,9,USA                 ,574,2929439,
40875,7,USA                 ,573,2933589,
50063,17,USA                 ,464,2943701,
37104,40,USA                 ,236,2944266,
4366,25,USA                 ,10453,2952686,
35277,40,USA                 ,1111,2965858,
6863,10,USA                 ,319,2966146,
65666,34,USA                 ,626,2977017,
64611,49,USA                 ,956,2978089,
12855,23,USA                 ,1329,2991673,
73764,41,USA                 ,10313,2993785,
35883,34,USA                 ,571,2994933,
71293,26,USA                 ,1330,2999346,
73907,42,USA                 ,519,3001887,
47903,35,USA                 ,573,3002677,
68581,19,USA                 ,573,3003363,
126,32,USA                 ,572,3003891,
71278,25,USA                 ,235,3007165,
14040,18,USA                 ,576,3010774,
6124,30,USA                 ,1109,3013856,
8688,48,USA                 ,956,3014382,
72278,38,USA                 ,10136,3026754,
24582,51,USA                 ,1331,3031828,
24316,5,USA                 ,1233,3039792,
58340,21,USA                 ,1415,3041833,
11289,12,USA                 ,628,3050056,
49439,45,USA                 ,516,3056112,
22685,13,USA                 ,575,3059385,
72076,39,USA                 ,1333,3075381,
2739,35,USA                 ,10312,3080048,
51864,34,USA                 ,362,3082737,
6669,50,USA                 ,1242,3083397,
