facility_id,population,category,dma_rank,p_open,coin,value_per_pop,noise
28010,3779921.0,0,0.7370947944320073,229536900.0,0.9895619970785762,550.3505101621704,2.839878402917667
31352,215945.0,1,0.7190973787031073,38794500.0,0.9649292697967965,116.22851400792935,4.788037067560964
70492,6060508.0,1,0.6733638807189364,269437500.0,0.9649292697967965,116.22851400792935,4.788037067560964
52888,795445.0,1,0.7231568440786762,94914000.0,0.9649292697967965,116.22851400792935,4.788037067560964
16729,3664613.0,1,0.6766228485529899,251101800.0,0.9649292697967965,116.22851400792935,4.788037067560964
36170,392498.0,1,0.4654509383124575,41347800.0,0.9649292697967965,116.22851400792935,4.788037067560964
61573,920488.0,1,0.21172238347749275,132066000.0,0.9649292697967965,116.22851400792935,4.788037067560964
71085,2046391.0,0,0.5564765829447637,226394100.0,0.9895619970785762,550.3505101621704,2.839878402917667
29000,888801.0,1,0.21172238347749275,125217900.0,0.9649292697967965,116.22851400792935,4.788037067560964
29885,333543.0,1,0.7190973787031073,51843600.0,0.9649292697967965,116.22851400792935,4.788037067560964
69692,1241032.0,1,0.38191640541986704,86994900.0,0.9649292697967965,116.22851400792935,4.788037067560964
71586,6718423.0,1,1.0,372835800.0,0.9649292697967965,116.22851400792935,4.788037067560964
68409,371592.0,1,0.578934887410973,84869100.0,0.9649292697967965,116.22851400792935,4.788037067560964
167309,13151041.0,1,0.6766228485529899,400493700.0,0.9649292697967965,116.22851400792935,4.788037067560964
25683,1177835.0,0,0.6028656311274597,151098300.0,0.9895619970785762,550.3505101621704,2.839878402917667
58978,15083900.0,0,0.6766228485529899,581697900.0,0.9895619970785762,550.3505101621704,2.839878402917667
191793,2105274.0,1,0.6437151834511989,200871000.0,0.9649292697967965,116.22851400792935,4.788037067560964
63164,548262.0,0,0.5254301618413529,76491900.0,0.9895619970785762,550.3505101621704,2.839878402917667
68401,120754.0,1,0.578934887410973,43816500.0,0.9649292697967965,116.22851400792935,4.788037067560964
74214,945999.0,1,0.7382797497512081,132336000.0,0.9649292697967965,116.22851400792935,4.788037067560964
24508,602873.0,0,0.485828926525537,76867200.0,0.9895619970785762,550.3505101621704,2.839878402917667
267,425497.0,1,0.578934887410973,108485100.0,0.9649292697967965,116.22851400792935,4.788037067560964
26655,4168730.0,0,0.3425694958883154,190569600.0,0.9895619970785762,550.3505101621704,2.839878402917667
58835,6080969.0,0,0.6733638807189364,269892000.0,0.9895619970785762,550.3505101621704,2.839878402917667
51207,369032.0,0,0.6437151834511989,42049800.0,0.9895619970785762,550.3505101621704,2.839878402917667
41065,1052202.0,0,0.4637329536642239,144408600.0,0.9895619970785762,550.3505101621704,2.839878402917667
25396,534387.0,0,0.5162746355736965,94049100.0,0.9895619970785762,550.3505101621704,2.839878402917667
35095,1068116.0,0,0.5105913786610747,112079700.0,0.9895619970785762,550.3505101621704,2.839878402917667
26681,3359866.0,1,0.21172238347749275,288825300.0,0.9649292697967965,116.22851400792935,4.788037067560964
67895,261777.0,0,0.5731554136822079,58972500.0,0.9895619970785762,550.3505101621704,2.839878402917667
52579,2250717.0,0,0.601266249221309,181225800.0,0.9895619970785762,550.3505101621704,2.839878402917667
52073,3342041.0,1,0.21172238347749275,290574000.0,0.9649292697967965,116.22851400792935,4.788037067560964
48608,5015352.0,0,0.5272682556568719,258129000.0,0.9895619970785762,550.3505101621704,2.839878402917667
73336,1370757.0,1,0.21172238347749275,177891300.0,0.9649292697967965,116.22851400792935,4.788037067560964
53863,1755719.0,1,0.21172238347749275,204156000.0,0.9649292697967965,116.22851400792935,4.788037067560964
361,919124.0,0,0.5958418709547246,124152300.0,0.9895619970785762,550.3505101621704,2.839878402917667
22093,1851105.0,0,0.5564765829447637,198769500.0,0.9895619970785762,550.3505101621704,2.839878402917667
10535,404687.0,0,0.6437151834511989,47870100.0,0.9895619970785762,550.3505101621704,2.839878402917667
60637,1204300.0,0,0.7190973787031073,169083900.0,0.9895619970785762,550.3505101621704,2.839878402917667
33870,213186.0,0,0.7190973787031073,44682300.0,0.9895619970785762,550.3505101621704,2.839878402917667
58342,1695694.0,0,0.21172238347749275,199713600.0,0.9895619970785762,550.3505101621704,2.839878402917667
36395,3657210.0,0,0.7370947944320073,222224400.0,0.9895619970785762,550.3505101621704,2.839878402917667
58340,2997123.0,0,0.21172238347749275,264281400.0,0.9895619970785762,550.3505101621704,2.839878402917667
72335,584880.0,1,0.7093572754342108,104665500.0,0.9649292697967965,116.22851400792935,4.788037067560964
22644,6586162.0,0,1.0,407912400.0,0.9895619970785762,550.3505101621704,2.839878402917667
57884,2189638.0,0,0.6987345485919865,136377000.0,0.9895619970785762,550.3505101621704,2.839878402917667
56852,4114807.0,0,0.7753808209183498,260977500.0,0.9895619970785762,550.3505101621704,2.839878402917667
53465,4030171.0,0,0.5332413394420835,333875700.0,0.9895619970785762,550.3505101621704,2.839878402917667
35907,3604601.0,0,0.7370947944320073,237747600.0,0.9895619970785762,550.3505101621704,2.839878402917667
57292,1424256.0,0,0.5318250269526772,211347900.0,0.9895619970785762,550.3505101621704,2.839878402917667
69753,435376.0,1,0.6437151834511989,47704500.0,0.9649292697967965,116.22851400792935,4.788037067560964
27290,4815338.0,0,0.5793348482668336,318949200.0,0.9895619970785762,550.3505101621704,2.839878402917667
68695,3367668.0,0,0.746430026807303,229801500.0,0.9895619970785762,550.3505101621704,2.839878402917667
73642,831254.0,0,0.5091765831355278,147393900.0,0.9895619970785762,550.3505101621704,2.839878402917667
5801,2860169.0,0,0.6608835978707586,193327200.0,0.9895619970785762,550.3505101621704,2.839878402917667
19183,1853309.0,0,0.5564765829447637,194787000.0,0.9895619970785762,550.3505101621704,2.839878402917667
61251,2914210.0,0,0.5274646692526056,241643700.0,0.9895619970785762,550.3505101621704,2.839878402917667
60384,322088.0,0,0.5090047802262209,71068500.0,0.9895619970785762,550.3505101621704,2.839878402917667
56034,1681188.0,0,0.5038567105559636,158948100.0,0.9895619970785762,550.3505101621704,2.839878402917667
61026,1090293.0,0,0.5839915086076168,133452000.0,0.9895619970785762,550.3505101621704,2.839878402917667
47705,274302.0,0,0.696066221557249,76123800.0,0.9895619970785762,550.3505101621704,2.839878402917667
6601,4484652.0,0,0.5274646692526056,323279100.0,0.9895619970785762,550.3505101621704,2.839878402917667
51969,6386823.0,0,0.6367563692131991,477623700.0,0.9895619970785762,550.3505101621704,2.839878402917667
26249,779776.0,0,0.7231568440786762,87420600.0,0.9895619970785762,550.3505101621704,2.839878402917667
33337,2432555.0,0,0.6406874907666892,185571000.0,0.9895619970785762,550.3505101621704,2.839878402917667
11559,2773814.0,1,0.5274646692526056,215677800.0,0.9649292697967965,116.22851400792935,4.788037067560964
5800,5133359.0,0,0.6126750859925933,402630300.0,0.9895619970785762,550.3505101621704,2.839878402917667
3228,676066.0,0,0.502290814093191,112529700.0,0.9895619970785762,550.3505101621704,2.839878402917667
35388,1622939.0,0,0.5577979726839914,143181900.0,0.9895619970785762,550.3505101621704,2.839878402917667
6864,379323.0,0,0.4952483083043643,69815700.0,0.9895619970785762,550.3505101621704,2.839878402917667
4624,4003306.0,1,0.7753808209183498,245276100.0,0.9649292697967965,116.22851400792935,4.788037067560964
24514,3231747.0,1,0.746430026807303,235805400.0,0.9649292697967965,116.22851400792935,4.788037067560964
64444,2450332.0,0,0.6406874907666892,201391200.0,0.9895619970785762,550.3505101621704,2.839878402917667
22589,677858.0,0,0.5103997810118973,89287200.0,0.9895619970785762,550.3505101621704,2.839878402917667
21252,1376354.0,0,0.5910750863228016,220365900.0,0.9895619970785762,550.3505101621704,2.839878402917667
61173,2211666.0,0,0.5846490322395698,192587400.0,0.9895619970785762,550.3505101621704,2.839878402917667
3659,959862.0,0,0.4500248049406505,145306800.0,0.9895619970785762,550.3505101621704,2.839878402917667
2566,1512075.0,0,0.5577979726839914,137007900.0,0.9895619970785762,550.3505101621704,2.839878402917667
37174,938090.0,0,0.5293402607496555,117868500.0,0.9895619970785762,550.3505101621704,2.839878402917667
42636,2362107.0,1,0.6406874907666892,200317500.0,0.9649292697967965,116.22851400792935,4.788037067560964
40758,1630286.0,0,0.5910750863228016,249271200.0,0.9895619970785762,550.3505101621704,2.839878402917667
67602,3651956.0,0,0.5332413394420835,344252700.0,0.9895619970785762,550.3505101621704,2.839878402917667
52891,1750098.0,1,0.6402327398524739,163343700.0,0.9649292697967965,116.22851400792935,4.788037067560964
21729,1567213.0,0,0.5225130736347963,148950900.0,0.9895619970785762,550.3505101621704,2.839878402917667
418,2253441.0,0,0.5839915086076168,242680500.0,0.9895619970785762,550.3505101621704,2.839878402917667
35460,2819515.0,0,0.6608835978707586,180404100.0,0.9895619970785762,550.3505101621704,2.839878402917667
21253,394699.0,0,0.5162746355736965,85480200.0,0.9895619970785762,550.3505101621704,2.839878402917667
67077,1901861.0,0,0.6405700509558264,185417100.0,0.9895619970785762,550.3505101621704,2.839878402917667
21726,1559955.0,0,0.499011627492081,159627600.0,0.9895619970785762,550.3505101621704,2.839878402917667
28468,2197163.0,0,0.5839915086076168,229429800.0,0.9895619970785762,550.3505101621704,2.839878402917667
12497,5349613.0,1,0.5272682556568719,279396000.0,0.9649292697967965,116.22851400792935,4.788037067560964
70491,4103932.0,0,0.5520610001733325,405537300.0,0.9895619970785762,550.3505101621704,2.839878402917667
68594,3674648.0,1,0.7370947944320073,207886500.0,0.9649292697967965,116.22851400792935,4.788037067560964
25685,1056717.0,0,0.6190403203322801,163391400.0,0.9895619970785762,550.3505101621704,2.839878402917667
41314,2735937.0,1,0.578934887410973,283623300.0,0.9649292697967965,116.22851400792935,4.788037067560964
18283,592111.0,0,0.4562404023293023,120179700.0,0.9895619970785762,550.3505101621704,2.839878402917667
12472,693037.0,0,0.5880955656107699,133456500.0,0.9895619970785762,550.3505101621704,2.839878402917667
68394,388744.0,1,0.578934887410973,102048300.0,0.9649292697967965,116.22851400792935,4.788037067560964
71236,1561001.0,0,0.5717368973406535,167982300.0,0.9895619970785762,550.3505101621704,2.839878402917667
68393,354576.0,1,0.578934887410973,92584800.0,0.9649292697967965,116.22851400792935,4.788037067560964
12144,1474122.0,1,0.7190973787031073,222355800.0,0.9649292697967965,116.22851400792935,4.788037067560964
70865,1279421.0,0,0.5793348482668336,134581500.0,0.9895619970785762,550.3505101621704,2.839878402917667
71871,1973160.0,0,0.5731554136822079,231770700.0,0.9895619970785762,550.3505101621704,2.839878402917667
77483,753761.0,0,0.7914327810522996,88768800.0,0.9895619970785762,550.3505101621704,2.839878402917667
81509,753517.0,0,0.6297777338823636,96717600.0,0.9895619970785762,550.3505101621704,2.839878402917667
46728,648872.0,0,0.6157752076139761,155907000.0,0.9895619970785762,550.3505101621704,2.839878402917667
71070,338670.0,1,0.6608835978707586,60729300.0,0.9649292697967965,116.22851400792935,4.788037067560964
71069,2279190.0,0,0.6608835978707586,142660800.0,0.9895619970785762,550.3505101621704,2.839878402917667
3661,788993.0,0,0.5162846345253396,142396200.0,0.9895619970785762,550.3505101621704,2.839878402917667
7078,1058588.0,0,0.519968808855565,136656000.0,0.9895619970785762,550.3505101621704,2.839878402917667
59013,1708341.0,0,0.5038567105559636,163672200.0,0.9895619970785762,550.3505101621704,2.839878402917667
20426,728886.0,0,0.4882154034099897,147473100.0,0.9895619970785762,550.3505101621704,2.839878402917667
33745,461210.0,0,0.485828926525537,70868700.0,0.9895619970785762,550.3505101621704,2.839878402917667
55643,1016990.0,0,0.4971927197883487,149568300.0,0.9895619970785762,550.3505101621704,2.839878402917667
13933,1038446.0,0,0.6522932535057605,137010600.0,0.9895619970785762,550.3505101621704,2.839878402917667
18301,462692.0,1,0.5478642583690181,104805000.0,0.9649292697967965,116.22851400792935,4.788037067560964
168419,152772.0,1,0.5162846345253396,57682800.0,0.9649292697967965,116.22851400792935,4.788037067560964
68137,192553.0,1,0.5384289061290128,76896900.0,0.9649292697967965,116.22851400792935,4.788037067560964
43424,550601.0,0,0.5308578180812165,121941000.0,0.9895619970785762,550.3505101621704,2.839878402917667
69618,2384724.0,0,0.5846490322395698,212569200.0,0.9895619970785762,550.3505101621704,2.839878402917667
51491,1385296.0,0,0.6397702387282468,151425900.0,0.9895619970785762,550.3505101621704,2.839878402917667
28155,363093.0,0,0.3990855380399657,80033400.0,0.9895619970785762,550.3505101621704,2.839878402917667
12525,1064254.0,0,0.4431471823810152,146028600.0,0.9895619970785762,550.3505101621704,2.839878402917667
77451,577629.0,0,0.574729547719817,98422200.0,0.9895619970785762,550.3505101621704,2.839878402917667
125,788749.0,0,0.746430026807303,107282700.0,0.9895619970785762,550.3505101621704,2.839878402917667
37005,1164233.0,0,0.4773020790805062,136980000.0,0.9895619970785762,550.3505101621704,2.839878402917667
21156,739371.0,0,0.6190403203322801,122375700.0,0.9895619970785762,550.3505101621704,2.839878402917667
68538,229345.0,0,0.5090047802262209,48965400.0,0.9895619970785762,550.3505101621704,2.839878402917667
9015,1121724.0,0,0.5823244025390063,122076000.0,0.9895619970785762,550.3505101621704,2.839878402917667
54011,944740.0,0,0.5586840785737898,169116300.0,0.9895619970785762,550.3505101621704,2.839878402917667
64352,1037998.0,0,0.5910750863228016,168774300.0,0.9895619970785762,550.3505101621704,2.839878402917667
65395,834167.0,0,0.7914327810522996,76247100.0,0.9895619970785762,550.3505101621704,2.839878402917667
12930,462087.0,1,0.7190973787031073,81499500.0,0.9649292697967965,116.22851400792935,4.788037067560964
166331,2224926.0,1,0.601266249221309,184174200.0,0.9649292697967965,116.22851400792935,4.788037067560964
11913,3770829.0,0,0.7370947944320073,243168300.0,0.9895619970785762,550.3505101621704,2.839878402917667
43846,451525.0,0,0.4640994502492614,101614500.0,0.9895619970785762,550.3505101621704,2.839878402917667
68519,661647.0,0,0.4629761717060095,123006600.0,0.9895619970785762,550.3505101621704,2.839878402917667
68407,123761.0,1,0.578934887410973,45261000.0,0.9649292697967965,116.22851400792935,4.788037067560964
73101,314026.0,0,0.5900748980474259,74430000.0,0.9895619970785762,550.3505101621704,2.839878402917667
