DMA Rank,DMA1,Facility ID,Call Sign,Channel,Facility Service,Interference2,Interference -Free Population,Volume3,Scaled Volume4,Go Off-Air,Move to Low VHF,Move to High VHF
126,"Bakersfield, CA",7700,KUVI-DT,45,DT,42," 959,990 ",6350,104121,"$93,708,900 ","$70,281,675 ","$37,483,560 "
127,"Columbus, GA",710,WGIQ,44,DT,106," 363,299 ",6206,101757,"$91,581,300 ","$68,685,975 ","$36,632,520 "
127,"Columbus, GA",23918,WJSP-TV,23,DT,156," 1,367,744 ",14607,239521,"$215,568,900 ","$161,676,675 ","$86,227,560 "
127,"Columbus, GA",11113,WLGA,30,DT,138," 923,845 ",11291,185148,"$166,633,200 ","$124,974,900 ","$66,653,280 "
127,"Columbus, GA",37179,WLTZ,35,DT,105," 684,732 ",8479,139038,"$125,134,200 ","$93,850,650 ","$50,053,680 "
127,"Columbus, GA",3359,WRBL,15,DT,191," 1,285,887 ",15672,256979,"$231,281,100 ","$173,460,825 ","$92,512,440 "
127,"Columbus, GA",595,WTVM,11,DT,138," 1,326,867 ",13532,221887,"$119,818,980 ","$69,894,405 ",NA
127,"Columbus, GA",12472,WXTX,49,DT,118," 693,037 ",9043,148285,"$133,456,500 ","$100,092,375 ","$53,382,600 "
127,"Columbus, GA",17544,WYBU-CD,16,DC,64," 419,242 ",5180,84938,"$76,444,200 ","$57,333,150 ","$30,577,680 "
128,"La Crosse-Eau Claire, WI",72207,KQEG-CA,23,DC,57," 198,732 ",3366,55189,"$49,670,100 ","$37,252,575 ","$19,868,040 "
128,"La Crosse-Eau Claire, WI",7893,WEAU,38,DT,134," 948,416 ",11273,184855,"$166,369,500 ","$124,777,125 ","$66,547,800 "
128,"La Crosse-Eau Claire, WI",2709,WEUX,49,DT,83," 365,299 ",5506,90291,"$81,261,900 ","$60,946,425 ","$32,504,760 "
128,"La Crosse-Eau Claire, WI",18780,WHLA-TV,30,DT,103," 437,244 ",6711,110042,"$99,037,800 ","$74,278,350 ","$39,615,120 "
128,"La Crosse-Eau Claire, WI",74424,WKBT-DT,8,DT,106," 803,635 ",9230,151343,"$81,725,220 ","$47,673,045 ",NA
128,"La Crosse-Eau Claire, WI",2710,WLAX,17,DT,109," 478,192 ",7220,118384,"$106,545,600 ","$79,909,200 ","$42,618,240 "
128,"La Crosse-Eau Claire, WI",64550,WQOW,15,DT,104," 357,496 ",6098,99984,"$89,985,600 ","$67,489,200 ","$35,994,240 "
128,"La Crosse-Eau Claire, WI",64549,WXOW,48,DT,89," 405,804 ",6010,98545,"$88,690,500 ","$66,517,875 ","$35,476,200 "
129,"Corpus Christi, TX",51375,K22JA-D,22,DC,31," 386,074 ",3460,56728,Not Needed,Not Needed,Not Needed
129,"Corpus Christi, TX",51373,K30EG,30,CA,12," 3,561 ",207,3390,Not Needed,Not Needed,Not Needed
129,"Corpus Christi, TX",51374,K31KK-D,31,DC,20," 74,548 ",1221,20022,Not Needed,Not Needed,Not Needed
129,"Corpus Christi, TX",48833,KCRP-CD,41,DC,33," 401,594 ",3640,59694,Not Needed,Not Needed,Not Needed
129,"Corpus Christi, TX",58408,KEDT,23,DT,30," 513,680 ",3926,64370,Not Needed,Not Needed,Not Needed
129,"Corpus Christi, TX",10188,KIII,8,DT,52," 564,954 ",5420,88877,"$47,993,580 ","$27,996,255 ",NA
129,"Corpus Christi, TX",64877,KORO,27,DT,44," 560,983 ",4968,81467,Not Needed,Not Needed,Not Needed
129,"Corpus Christi, TX",25559,KRIS-TV,13,DT,38," 551,420 ",4578,75061,"$40,532,940 ","$23,644,215 ",NA
129,"Corpus Christi, TX",82910,KUQI,38,DT,32," 502,809 ",4011,65774,Not Needed,Not Needed,Not Needed
129,"Corpus Christi, TX",33079,KZTV,10,DT,45," 564,464 ",5040,82643,"$44,627,220 ","$26,032,545 ",NA
130,"Wilmington, NC",48666,WECT,44,DT,95," 1,134,879 ",10383,170261,"$153,234,900 ","$114,926,175 ","$61,293,960 "
130,"Wilmington, NC",72871,WSFX-TV,30,DT,75," 918,994 ",8302,136134,"$122,520,600 ","$91,890,450 ","$49,008,240 "
130,"Wilmington, NC",69332,WUNJ-TV,29,DT,119," 1,055,263 ",11206,183752,"$165,376,800 ","$124,032,600 ","$66,150,720 "
130,"Wilmington, NC",12033,WWAY,46,DT,101," 1,205,104 ",11032,180906,"$162,815,400 ","$122,111,550 ","$65,126,160 "
131,"Amarillo, TX",1236,KACV-TV,9,DT,22," 372,175 ",2861,46921,"$25,337,340 ","$14,780,115 ",NA
131,"Amarillo, TX",8523,KAMR-TV,19,DT,19," 366,362 ",2638,43262,Not Needed,Not Needed,Not Needed
131,"Amarillo, TX",33722,KCIT,15,DT,26," 381,546 ",3150,51646,Not Needed,Not Needed,Not Needed
131,"Amarillo, TX",18338,KENW,32,DT,30," 87,017 ",1616,26494,Not Needed,Not Needed,Not Needed
131,"Amarillo, TX",83715,KEYU,31,DT,24," 339,302 ",2854,46793,Not Needed,Not Needed,Not Needed
131,"Amarillo, TX",51466,KFDA-TV,10,DT,26," 383,771 ",3159,51797,"$27,970,380 ","$16,316,055 ",NA
131,"Amarillo, TX",81445,KPTF-DT,18,DT,34," 84,512 ",1695,27796,Not Needed,Not Needed,Not Needed
131,"Amarillo, TX",40450,KVIH-TV,12,DT,33," 91,564 ",1738,28504,"$15,392,160 ","$8,978,760 ",NA
131,"Amarillo, TX",40446,KVII-TV,7,DT,23," 378,175 ",2949,48360,"$26,114,400 ","$15,233,400 ",NA
131,"Amarillo, TX",51469,KZBZ-CD,26,DC,22," 70,829 ",1248,20469,Not Needed,Not Needed,Not Needed
132,"Chico-Redding, CA",58605,KCVU,20,DT,45," 613,029 ",5252,86124,"$77,511,600 ","$58,133,700 ","$31,004,640 "
132,"Chico-Redding, CA",24508,KHSL-TV,43,DT,45," 602,873 ",5209,85408,"$76,867,200 ","$57,650,400 ","$30,746,880 "
132,"Chico-Redding, CA",47285,KIXE-TV,9,DT,29," 436,114 ",3556,58315,"$31,490,100 ","$18,369,225 ",NA
132,"Chico-Redding, CA",51930,KKPM-CD,28,DC,44," 756,295 ",5769,94591,"$85,131,900 ","$63,848,925 ","$34,052,760 "
132,"Chico-Redding, CA",33745,KNVN,24,DT,50," 461,210 ",4802,78743,"$70,868,700 ","$53,151,525 ","$28,347,480 "
132,"Chico-Redding, CA",8291,KRCR-TV,7,DT,43," 464,783 ",4471,73306,"$39,585,240 ","$23,091,390 ",NA
132,"Chico-Redding, CA",34574,KRDT-CD,23,DC,15," 200,877 ",1736,28464,Not Needed,Not Needed,Not Needed
133,"Columbus-Tupelo-West Point, MS",68905,W34DV-D,34,DC,53," 88,940 ",2171,35601,"$32,040,900 ","$24,030,675 ","$12,816,360 "
133,"Columbus-Tupelo-West Point, MS",68910,W39CA-D,39,DC,65," 124,632 ",2846,46671,"$42,003,900 ","$31,502,925 ","$16,801,560 "
133,"Columbus-Tupelo-West Point, MS",12477,WCBI-TV,35,DT,102," 657,027 ",8186,134237,"$120,813,300 ","$90,609,975 ","$48,325,320 "
133,"Columbus-Tupelo-West Point, MS",83946,WEPH,49,DT,87," 577,036 ",7085,116182,"$104,563,800 ","$78,422,850 ","$41,825,520 "
133,"Columbus-Tupelo-West Point, MS",37732,WLOV-TV,16,DT,103," 607,430 ",7910,129702,"$116,731,800 ","$87,548,850 ","$46,692,720 "
133,"Columbus-Tupelo-West Point, MS",43192,WMAB-TV,10,DT,71," 393,980 ",5289,86725,"$46,831,500 ","$27,318,375 ",NA
133,"Columbus-Tupelo-West Point, MS",43170,WMAE-TV,12,DT,116," 563,584 ",8086,132583,"$71,594,820 ","$41,763,645 ",NA
133,"Columbus-Tupelo-West Point, MS",74148,WTVA,8,DT,99," 686,014 ",8241,135134,"$72,972,360 ","$42,567,210 ",NA
134,"Wausau-Rhinelander, WI",64546,WAOW,9,DT,92," 622,068 ",7565,124049,"$66,986,460 ","$39,075,435 ",NA
134,"Wausau-Rhinelander, WI",73036,WHRM-TV,24,DT,75," 493,481 ",6084,99757,"$89,781,300 ","$67,335,975 ","$35,912,520 "
134,"Wausau-Rhinelander, WI",49699,WJFW-TV,16,DT,91," 267,135 ",4930,80847,"$72,762,300 ","$54,571,725 ","$29,104,920 "
134,"Wausau-Rhinelander, WI",63046,WLEF-TV,36,DT,77," 190,361 ",3829,62779,"$56,501,100 ","$42,375,825 ","$22,600,440 "
134,"Wausau-Rhinelander, WI",81503,WMOW,12,DT,73," 105,167 ",2771,45434,"$24,534,360 ","$14,311,710 ",NA
134,"Wausau-Rhinelander, WI",6867,WSAW-TV,7,DT,99," 641,886 ",7972,130715,"$70,586,100 ","$41,175,225 ",NA
134,"Wausau-Rhinelander, WI",86496,WTPX-TV,46,DT,50," 235,101 ",3429,56220,"$50,598,000 ","$37,948,500 ","$20,239,200 "
134,"Wausau-Rhinelander, WI",77789,WYOW,28,DT,66," 90,601 ",2445,40098,"$36,088,200 ","$27,066,150 ","$14,435,280 "
135,"Topeka, KS",67335,KSNT,27,DT,89," 594,600 ",7275,119285,"$107,356,500 ","$80,517,375 ","$42,942,600 "
135,"Topeka, KS",166546,KSQA,12,DT,43," 309,450 ",3648,59815,"$32,300,100 ","$18,841,725 ",NA
135,"Topeka, KS",49397,KTKA-TV,49,DT,66," 566,357 ",6114,100253,"$90,227,700 ","$67,670,775 ","$36,091,080 "
135,"Topeka, KS",43649,KTMJ-CD,43,DC,45," 215,336 ",3113,51044,"$45,939,600 ","$34,454,700 ","$18,375,840 "
135,"Topeka, KS",70938,KTWU,11,DT,91," 1,550,942 ",11880,194804,"$105,194,160 ","$61,363,260 ",NA
135,"Topeka, KS",63160,WIBW-TV,13,DT,93," 1,029,453 ",9785,160444,"$86,639,760 ","$50,539,860 ",NA
136,"Rockford, IL",4689,WIFR,41,DT,150," 1,104,676 ",12873,211078,"$189,970,200 ","$142,477,650 ","$75,988,080 "
136,"Rockford, IL",52408,WQRF-TV,42,DT,147," 1,193,317 ",13245,217178,"$195,460,200 ","$146,595,150 ","$78,184,080 "
136,"Rockford, IL",73940,WREX,13,DT,143," 1,833,590 ",16193,265521,"$143,381,340 ","$83,639,115 ",NA
136,"Rockford, IL",72945,WTVO,16,DT,201," 1,401,027 ",16781,275170,"$247,653,000 ","$185,739,750 ","$99,061,200 "
137,"Monroe, LA-El Dorado, AR",3658,KARD,36,DT,94," 648,764 ",7809,128052,"$115,246,800 ","$86,435,100 ","$46,098,720 "
137,"Monroe, LA-El Dorado, AR",92872,KETZ,10,DT,75," 512,619 ",6201,101673,"$54,903,420 ","$32,026,995 ",NA
137,"Monroe, LA-El Dorado, AR",38585,KLMB-LP,23,CA,32," 31,253 ",1000,16398,"$14,758,200 ","$11,068,650 ","$5,903,280 "
137,"Monroe, LA-El Dorado, AR",38589,KLTM-TV,13,DT,78," 667,111 ",7214,118284,"$63,873,360 ","$37,259,460 ",NA
137,"Monroe, LA-El Dorado, AR",38584,KMCT-TV,38,DT,58," 269,340 ",3952,64810,"$58,329,000 ","$43,746,750 ","$23,331,600 "
137,"Monroe, LA-El Dorado, AR",52046,KMLU,11,DT,83," 694,440 ",7592,124490,"$67,224,600 ","$39,214,350 ",NA
137,"Monroe, LA-El Dorado, AR",48975,KNOE-TV,8,DT,93," 728,922 ",8233,135009,"$72,904,860 ","$42,527,835 ",NA
137,"Monroe, LA-El Dorado, AR",35692,KTVE,27,DT,106," 607,029 ",8022,131534,"$118,380,600 ","$88,785,450 ","$47,352,240 "
138,"Columbia-Jefferson City, MO",63164,KMIZ,17,DT,49," 548,262 ",5183,84991,"$76,491,900 ","$57,368,925 ","$30,596,760 "
138,"Columbia-Jefferson City, MO",48521,KNLJ,20,DT,67," 641,341 ",6555,107488,"$96,739,200 ","$72,554,400 ","$38,695,680 "
138,"Columbia-Jefferson City, MO",65583,KOMU-TV,8,DT,56," 537,913 ",5488,89997,"$48,598,380 ","$28,349,055 ",NA
138,"Columbia-Jefferson City, MO",41110,KRCG,12,DT,63," 652,424 ",6411,105127,"$56,768,580 ","$33,115,005 ",NA
139,"Minot-Bismarck-Dickinson, ND",53324,KBME-TV,22,DT,20," 123,479 ",1571,25769,Not Needed,Not Needed,Not Needed
